,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,,
★,☆,18,2018/10/7 16:48,1414,乗客アプリ（地図から）,1940,875,6,1,2018/10/7 16:49,,,35.445857 139.647636,ホテルモントレ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 18:05,,2018/10/7 18:19,,2018/10/7 18:05,,,,00,,,,※302行と同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/10/7 18:05,1470,乗客アプリWeb（地図から）,1024,1279,8,1,2018/10/7 18:06,,,35.443659 139.650847,横浜マリンタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 18:16,,2018/10/7 18:50,,,,,,00,,,,※305行と同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/10/7 18:11,1473,乗客アプリWeb（地図から）,1024,1009,8,1,2018/10/7 18:11,,,35.443659 139.650847,横浜マリンタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 18:18,,2018/10/7 18:44,,,,,,00,07,,,※304行と同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/10/7 18:11,1475,乗客アプリ（目的地から）,1334,432,6,1,2018/10/7 18:16,,,35.443704 139.651332,ホテルメルパルク横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 18:32,,2018/10/7 18:42,,,,,,00,20,,,
-,☆,18,2018/10/7 18:14,1479,乗客アプリ（目的地から）,66,1117,8,1,2018/10/7 18:20,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 18:51,,2018/10/7 19:05,,,,,,00,36,,,
-,☆,18,2018/10/7 18:18,1480,乗客アプリWeb（目的地から）,988,1264,2,1,2018/10/7 18:19,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/7 18:22,,2018/10/7 18:40,,,,,,00,04,,,
-,☆,18,2018/10/7 18:18,1481,乗客アプリ（目的地から）,1107,1297,6,1,2018/10/7 18:18,,,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/7 18:28,,2018/10/7 18:42,,,,,,00,09,,,
-,☆,18,2018/10/7 18:19,1482,乗客アプリ（地図から）,1024,800,10,1,2018/10/7 18:21,,,35.441441 139.648505,横浜中華街朱雀門,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 18:48,,2018/10/7 19:15,,,,,,00,29,,,
-,☆,18,2018/10/7 18:21,1486,乗客アプリ（地図から）,1333,961,9,1,2018/10/7 18:21,,,35.445783 139.642958,横浜情報文化センター,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 18:28,,2018/10/7 19:00,,,,,,00,07,,,
-,☆,18,2018/10/7 18:33,1491,乗客アプリWeb（目的地から）,967,839,3,1,2018/10/7 18:33,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/7 18:57,,2018/10/7 19:14,,,,,,00,24,,,
-,☆,18,2018/10/7 18:35,1492,乗客アプリWeb（簡単予約）,967,1127,7,4,2018/10/7 18:35,,,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 18:48,,2018/10/7 18:59,,,,,,00,12,,,
-,☆,18,2018/10/7 18:43,1495,乗客アプリ（目的地から）,112,519,10,5,2018/10/7 18:43,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/7 19:00,,2018/10/7 19:21,,,,,,00,16,,,
-,-,19,2018/10/7 19:06,1503,乗客アプリ（地図から）,1980,1034,5,3,,2018/10/7 19:11,2018/10/7 19:16,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.445857 139.647636,ホテルモントレ横浜,2018/10/7 19:12,2018/10/7 19:12,2018/10/7 19:26,2018/10/7 19:26,,0:05:10,0:15:30,260,00,04,04,,
-,-,19,2018/10/7 19:14,1504,街角設置端末（地図から）,0,626,3,2,,2018/10/7 19:19,2018/10/7 19:28,35.452963 139.642093,横浜赤レンガ倉庫,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/7 19:25,2018/10/7 19:25,2018/10/7 19:38,2018/10/7 19:38,,0:08:44,0:17:28,,00,04,,,
-,-,19,2018/10/7 19:22,1507,街角設置端末（地図から）,0,989,1,1,,2018/10/7 19:24,2018/10/7 19:38,35.448676 139.635696,横浜平和プラザホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/7 19:26,2018/10/7 19:26,2018/10/7 19:45,2018/10/7 19:45,,0:13:56,0:13:56,,00,01,,,
-,-,19,2018/10/7 19:24,1509,乗客アプリ（目的地から）,1334,970,4,1,,2018/10/7 19:30,2018/10/7 19:46,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 19:35,2018/10/7 19:35,2018/10/7 19:48,2018/10/7 19:48,,0:15:52,0:15:52,,00,05,,,
-,-,19,2018/10/7 19:23,1508,乗客アプリ（簡単予約）,1668,812,4,2,,2018/10/7 19:30,2018/10/7 19:51,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 19:34,2018/10/7 19:34,2018/10/7 19:55,2018/10/7 20:04,,0:20:35,0:41:10,,00,07,,,
-,-,19,2018/10/7 19:30,1513,乗客アプリ（地図から）,66,1133,7,1,,2018/10/7 19:33,2018/10/7 19:49,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/7 19:35,2018/10/7 19:35,2018/10/7 19:58,2018/10/7 20:09,,0:15:39,0:15:39,,00,03,,,
-,-,19,2018/10/7 19:33,1516,乗客アプリ（目的地から）,1624,609,4,2,,2018/10/7 19:37,2018/10/7 19:46,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 19:39,2018/10/7 19:39,2018/10/7 19:54,2018/10/7 19:54,,0:09:25,0:18:50,,00,03,,,
-,-,19,2018/10/7 19:32,1515,乗客アプリ（地図から）,1983,855,7,3,,2018/10/7 19:38,2018/10/7 19:50,35.443863 139.64702,ローズホテル横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/7 19:41,2018/10/7 19:41,2018/10/7 19:59,2018/10/7 19:59,,0:12:13,0:36:39,,00,06,,,
-,-,19,2018/10/7 19:51,1521,乗客アプリ（地図から）,1956,573,6,1,,2018/10/7 19:54,2018/10/7 20:02,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/7 19:53,2018/10/7 19:54,2018/10/7 20:03,2018/10/7 20:07,,0:07:18,0:07:18,,01,03,,,
-,-,19,2018/10/7 19:51,1520,乗客アプリ（地図から）,1953,1109,6,1,,2018/10/7 19:54,2018/10/7 20:02,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/7 19:53,2018/10/7 19:55,2018/10/7 20:02,2018/10/7 20:07,,0:07:18,0:07:18,,01,03,,,
★,-,19,2018/10/7 19:25,1510,街角設置端末（店舗から）,0,1085,5,1,,2018/10/7 19:55,2018/10/7 20:00,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/7 19:50,2018/10/7 19:52,2018/10/7 20:01,2018/10/7 20:11,2018/10/7 19:50,0:05:16,0:05:16,,05,00,,,
-,-,19,2018/10/7 19:52,1522,乗客アプリ（目的地から）,1624,725,6,2,,2018/10/7 19:56,2018/10/7 20:04,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/7 19:58,2018/10/7 19:58,2018/10/7 20:14,2018/10/7 20:14,,0:07:51,0:15:42,,00,04,,,
-,-,19,2018/10/7 19:48,1519,乗客アプリ（目的地から）,1921,392,5,2,,2018/10/7 19:57,2018/10/7 20:08,35.443863 139.64702,ローズホテル横浜,35.448676 139.635696,横浜平和プラザホテル,2018/10/7 19:57,2018/10/7 19:57,2018/10/7 20:17,2018/10/7 20:17,,0:11:36,0:23:12,,00,08,,,
-,-,19,2018/10/7 19:59,1525,乗客アプリ（目的地から）,1334,536,8,1,,2018/10/7 20:03,2018/10/7 20:10,35.452963 139.642093,横浜赤レンガ倉庫,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/7 20:04,2018/10/7 20:04,2018/10/7 20:14,2018/10/7 20:14,,0:06:38,0:06:38,,00,03,,,
-,-,19,2018/10/7 19:59,1524,乗客アプリ（地図から）,1346,546,5,1,,2018/10/7 20:04,2018/10/7 20:24,35.443908 139.635249,イセザキ・モール,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/7 20:07,2018/10/7 20:07,2018/10/7 20:23,2018/10/7 20:23,,0:20:04,0:20:04,,00,05,,,
★,☆,19,2018/10/7 17:53,1462,乗客アプリ（地図から）,1996,771,5,1,2018/10/7 17:56,,,35.456605 139.635327,横浜ベイホテル東急,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/7 19:50,,2018/10/7 19:59,,2018/10/7 19:50,,,,00,00,,,
-,☆,19,2018/10/7 19:04,1501,乗客アプリ（地図から）,1983,793,1,3,2018/10/7 19:04,,,35.443863 139.64702,ローズホテル横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/7 19:09,,2018/10/7 19:27,,,,,,00,04,,,
-,☆,19,2018/10/7 19:05,1502,街角設置端末（地図から）,0,1070,1,2,2018/10/7 19:15,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/7 19:09,,2018/10/7 19:22,,,,,,05,04,,,
-,☆,19,2018/10/7 19:28,1511,乗客アプリ（地図から）,66,460,6,1,2018/10/7 19:30,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/7 19:46,,2018/10/7 20:09,,,,,,00,17,,,
-,☆,19,2018/10/7 19:41,1517,乗客アプリ（地図から）,1333,1012,5,1,2018/10/7 19:41,,,35.445783 139.642958,横浜情報文化センター,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 19:48,,2018/10/7 20:24,,,,,,00,07,,,
-,☆,19,2018/10/7 19:42,1518,乗客アプリ（目的地から）,1921,1102,2,2,2018/10/7 19:43,,,35.443863 139.64702,ローズホテル横浜,35.448676 139.635696,横浜平和プラザホテル,2018/10/7 19:46,,2018/10/7 19:58,,,,,,00,03,,,
★,-,20,2018/10/7 19:22,1506,乗客アプリ（目的地から）,1984,771,2,4,,2018/10/7 19:55,2018/10/7 20:01,35.443863 139.64702,ローズホテル横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/7 20:00,2018/10/7 20:08,2018/10/7 20:13,2018/10/7 20:21,2018/10/7 20:00,0:05:55,0:23:40,269,00,00,04,,
★,-,20,2018/10/7 18:57,1499,乗客アプリ（地図から）,1703,1071,3,2,,2018/10/7 19:57,2018/10/7 20:01,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/7 20:00,2018/10/7 20:00,2018/10/7 20:11,2018/10/7 20:11,2018/10/7 20:00,0:04:01,0:08:02,,00,00,,,
-,-,20,2018/10/7 20:04,1528,街角設置端末（地図から）,0,1226,1,3,,2018/10/7 20:07,2018/10/7 20:30,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/7 20:08,2018/10/7 20:08,2018/10/7 20:40,2018/10/7 20:40,,0:22:31,1:07:33,,00,03,,,
-,-,20,2018/10/7 20:00,1527,乗客アプリ（地図から）,1706,785,2,1,,2018/10/7 20:09,2018/10/7 20:15,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 20:09,2018/10/7 20:09,2018/10/7 20:23,2018/10/7 20:23,,0:05:12,0:05:12,,00,09,,,
-,-,20,2018/10/7 20:14,1531,乗客アプリ（目的地から）,1742,347,2,1,,2018/10/7 20:15,2018/10/7 20:27,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:17,2018/10/7 20:17,2018/10/7 20:42,2018/10/7 20:42,,0:12:40,0:12:40,,00,01,,,
★,-,20,2018/10/7 20:07,1529,乗客アプリWeb（地図から）,1285,1289,5,2,,2018/10/7 20:15,2018/10/7 20:32,35.443908 139.635249,イセザキ・モール,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/7 20:16,2018/10/7 20:16,2018/10/7 20:36,2018/10/7 20:36,2018/10/7 20:10,0:16:33,0:33:06,,00,06,,,
-,-,20,2018/10/7 20:13,1530,乗客アプリ（目的地から）,1938,735,9,1,,2018/10/7 20:17,2018/10/7 20:26,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443908 139.635249,イセザキ・モール,2018/10/7 20:15,2018/10/7 20:15,2018/10/7 20:30,2018/10/7 20:30,,0:08:48,0:08:48,,02,04,,,
★,-,20,2018/10/7 19:56,1523,乗客アプリ（目的地から）,1740,399,1,1,,2018/10/7 20:19,2018/10/7 20:48,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:20,2018/10/7 20:20,2018/10/7 20:48,2018/10/7 21:01,2018/10/7 20:20,0:29:01,0:29:01,,00,00,,,
★,-,20,2018/10/7 17:04,1428,乗客アプリ（目的地から）,1741,482,10,1,,2018/10/7 20:28,2018/10/7 20:36,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:30,2018/10/7 20:30,2018/10/7 20:44,2018/10/7 20:44,2018/10/7 20:30,0:07:58,0:07:58,,00,00,,,
-,-,20,2018/10/7 20:26,1535,乗客アプリ（目的地から）,1954,1159,3,4,,2018/10/7 20:31,2018/10/7 20:37,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:31,2018/10/7 20:31,2018/10/7 20:47,2018/10/7 20:47,,0:05:40,0:22:40,,00,05,,,
★,-,20,2018/10/7 20:23,1533,乗客アプリ（地図から）,1703,632,8,2,,2018/10/7 20:34,2018/10/7 20:39,35.450447 139.635947,みなとみらい線　馬車道駅,35.443704 139.651332,ホテルメルパルク横浜,2018/10/7 20:35,2018/10/7 20:35,2018/10/7 20:49,2018/10/7 20:49,2018/10/7 20:35,0:04:54,0:09:48,,00,00,,,
-,-,20,2018/10/7 20:24,1534,街角設置端末（地図から）,0,1190,7,1,,2018/10/7 20:35,2018/10/7 20:40,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/10/7 20:29,2018/10/7 20:29,2018/10/7 20:46,2018/10/7 20:46,,0:05:09,0:05:09,,05,10,,,
-,-,20,2018/10/7 20:29,1537,街角設置端末（店舗から）,0,1069,9,2,,2018/10/7 20:38,2018/10/7 20:41,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/7 20:40,2018/10/7 20:40,2018/10/7 20:49,2018/10/7 20:49,,0:02:39,0:05:18,,00,08,,,
-,-,20,2018/10/7 20:37,1539,乗客アプリ（目的地から）,1334,1217,1,1,,2018/10/7 20:53,2018/10/7 21:03,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:44,2018/10/7 20:44,2018/10/7 21:01,2018/10/7 21:01,,0:10:10,0:10:10,,08,15,,,
★,-,20,2018/10/7 20:52,1544,街角設置端末（地図から）,0,1105,2,1,,2018/10/7 20:56,2018/10/7 21:02,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/7 21:00,2018/10/7 21:00,2018/10/7 21:12,2018/10/7 21:12,2018/10/7 21:00,0:06:16,0:06:16,,00,00,,,
-,-,20,2018/10/7 20:57,1545,乗客アプリ（地図から）,1820,1288,6,2,,2018/10/7 21:03,2018/10/7 21:10,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 21:02,2018/10/7 21:02,2018/10/7 21:22,2018/10/7 21:22,,0:06:54,0:13:48,,01,06,,,
★,☆,20,2018/10/7 18:53,1498,乗客アプリ（地図から）,716,1182,9,1,2018/10/7 18:54,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/7 20:03,,2018/10/7 20:24,,2018/10/7 20:00,,,,00,03,,,
★,☆,20,2018/10/7 19:19,1505,乗客アプリWeb（目的地から）,2005,587,9,1,2018/10/7 19:20,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/7 20:30,,2018/10/7 20:44,,2018/10/7 20:30,,,,00,00,,,
★,☆,20,2018/10/7 19:30,1512,乗客アプリWeb（地図から）,716,440,6,1,2018/10/7 19:30,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/10/7 20:29,,2018/10/7 20:51,,2018/10/7 20:29,,,,00,00,,,
★,☆,20,2018/10/7 19:31,1514,乗客アプリWeb（目的地から）,960,924,4,1,2018/10/7 19:33,,,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/7 20:55,,2018/10/7 21:02,,2018/10/7 20:55,,,,00,00,,,
-,☆,20,2018/10/7 20:00,1526,乗客アプリ（地図から）,1333,619,1,1,2018/10/7 20:00,,,35.445783 139.642958,横浜情報文化センター,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:09,,2018/10/7 20:48,,,,,,00,08,,,
-,☆,20,2018/10/7 20:22,1532,乗客アプリ（地図から）,1333,621,2,1,2018/10/7 20:22,,,35.445783 139.642958,横浜情報文化センター,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:29,,2018/10/7 20:51,,,,,,00,07,,,
-,☆,20,2018/10/7 20:28,1536,乗客アプリ（目的地から）,1334,906,6,1,2018/10/7 20:33,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:35,,2018/10/7 20:52,,,,,,00,07,,,※359行と同一人物と思われるため一番短い待ち時間を採用
-,☆,20,2018/10/7 20:33,1538,乗客アプリ（目的地から）,1334,340,6,1,2018/10/7 20:37,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:41,,2018/10/7 20:57,,,,,,00,,,,※358行と同一人物と思われるため一番短い待ち時間を採用
-,☆,20,2018/10/7 20:45,1540,乗客アプリ（地図から）,1820,435,9,2,2018/10/7 20:45,,,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/7 20:48,,2018/10/7 21:08,,,,,,00,02,,,
-,☆,20,2018/10/7 20:50,1543,街角設置端末（地図から）,0,1196,2,1,2018/10/7 20:51,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/7 20:54,,2018/10/7 21:07,,,,,,00,04,,,
