,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,計算用ダミー,,
-,-,11,2018/11/15 11:19,028-702-GREEN,14217,まちかど端末（店舗から）,0,774,7,1,,2018/11/15 11:21,2018/11/15 11:25,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/15 11:22,2018/11/15 11:22,2018/11/15 11:29,2018/11/15 11:29,,2018/11/15 11:19,0:03:38,0:03:38,,00,02,,,2018/11/15 11:19,2018/11/15 11:25,43419.471527777843419.4756944444,#N/A,,,,
★,-,11,2018/11/15 11:20,024-537-GREEN,14218,乗客アプリ（地図から）,1958,165,5,1,,2018/11/15 11:26,2018/11/15 11:37,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 11:30,2018/11/15 11:30,2018/11/15 11:47,2018/11/15 11:47,2018/11/15 11:30,2018/11/15 11:30,0:11:06,0:11:06,,00,00,,,2018/11/15 11:20,2018/11/15 11:37,43419.472222222243419.4840277778,#N/A,,,,
-,-,11,2018/11/15 11:21,051-641-STRAWBERRY,14219,乗客アプリ（目的地から）,6135,913,11,1,,2018/11/15 11:28,2018/11/15 11:36,35.445857 139.647636,ホテルモントレ横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 11:29,2018/11/15 11:29,2018/11/15 11:42,2018/11/15 11:42,,2018/11/15 11:21,0:08:00,0:08:00,,00,07,,,2018/11/15 11:21,2018/11/15 11:36,43419.472916666743419.4833333333,#N/A,,,,
★,-,11,2018/11/15 11:28,109-885-SNOW 141-977-STAR,14221,乗客アプリ（地図から）,2643,269,9,2,,2018/11/15 11:38,2018/11/15 11:50,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/11/15 11:38,2018/11/15 11:38,2018/11/15 11:53,2018/11/15 11:53,2018/11/15 11:38,2018/11/15 11:38,0:11:56,0:23:52,,00,00,,,2018/11/15 11:28,2018/11/15 11:50,43419.477777777843419.4930555556,#N/A,,,,
-,-,11,2018/11/15 11:28,062-877-BANANA,14222,乗客アプリ（地図から）,4324,2,6,1,,2018/11/15 11:33,2018/11/15 11:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 11:34,2018/11/15 11:34,2018/11/15 11:41,2018/11/15 11:41,,2018/11/15 11:28,0:05:59,0:05:59,,00,05,,,2018/11/15 11:28,2018/11/15 11:39,43419.477777777843419.4854166667,#N/A,,,,
-,-,11,2018/11/15 11:31,064-021-BANANA,14223,まちかど端末（店舗から）,0,366,8,1,,2018/11/15 11:35,2018/11/15 11:41,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/15 11:35,2018/11/15 11:35,2018/11/15 11:44,2018/11/15 11:44,,2018/11/15 11:31,0:06:07,0:06:07,,00,03,,,2018/11/15 11:31,2018/11/15 11:41,43419.479861111143419.4868055556,#N/A,,,,
-,-,11,2018/11/15 11:32,117-943-SUN 117-942-SUN,14224,乗客アプリ（目的地から）,6273,899,10,2,,2018/11/15 11:36,2018/11/15 11:42,35.452963 139.642093,横浜赤レンガ倉庫,35.443659 139.650847,横浜マリンタワー,2018/11/15 11:34,2018/11/15 11:34,2018/11/15 11:43,2018/11/15 11:48,,2018/11/15 11:32,0:06:40,0:13:20,,02,03,,,2018/11/15 11:32,2018/11/15 11:42,43419.480555555643419.4875,#N/A,,,,
-,-,11,2018/11/15 11:36,009-545-BLUE,14229,乗客アプリ（地図から）,2550,64,11,1,,2018/11/15 11:41,2018/11/15 11:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/15 11:42,2018/11/15 11:42,2018/11/15 11:51,2018/11/15 11:51,,2018/11/15 11:36,0:07:48,0:07:48,,00,05,,,2018/11/15 11:36,2018/11/15 11:49,43419.483333333343419.4923611111,#N/A,,,,
-,-,11,2018/11/15 11:37,018-670-RED,14230,まちかど端末（乗降ポイントから）,0,358,7,1,,2018/11/15 11:42,2018/11/15 11:51,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 11:43,2018/11/15 11:43,2018/11/15 11:58,2018/11/15 11:58,,2018/11/15 11:37,0:08:45,0:08:45,,00,04,,,2018/11/15 11:37,2018/11/15 11:51,43419.484027777843419.49375,#N/A,,,,
-,-,11,2018/11/15 11:39,019-655-RED 020-969-GREEN,14231,乗客アプリ（地図から）,6247,11,5,2,,2018/11/15 11:46,2018/11/15 11:51,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 11:42,2018/11/15 11:42,2018/11/15 11:49,2018/11/15 11:49,,2018/11/15 11:39,0:05:03,0:10:06,,03,06,,,2018/11/15 11:39,2018/11/15 11:51,43419.485416666743419.49375,#N/A,,,,
-,-,11,2018/11/15 11:40,070-515-ORANGE,14232,乗客アプリ（地図から）,1083,350,13,1,,2018/11/15 11:47,2018/11/15 11:55,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 11:47,2018/11/15 11:47,2018/11/15 11:59,2018/11/15 11:59,,2018/11/15 11:40,0:07:53,0:07:53,,00,06,,,2018/11/15 11:40,2018/11/15 11:55,43419.486111111143419.4965277778,#N/A,,,,
-,-,11,2018/11/15 11:42,115-556-SUN,14233,乗客アプリ（簡単予約）,4047,875,6,1,,2018/11/15 11:48,2018/11/15 11:54,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/15 11:47,2018/11/15 11:47,2018/11/15 11:56,2018/11/15 11:56,,2018/11/15 11:42,0:05:42,0:05:42,,00,06,,,2018/11/15 11:42,2018/11/15 11:54,43419.487543419.4958333333,#N/A,,,,
-,-,11,2018/11/15 11:43,142-105-STAR,14234,乗客アプリ（地図から）,1317,337,8,1,,2018/11/15 11:51,2018/11/15 11:57,35.450447 139.635947,馬車道駅（みなとみらい線）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/15 11:50,2018/11/15 11:50,2018/11/15 12:00,2018/11/15 12:00,,2018/11/15 11:43,0:06:48,0:06:48,,00,07,,,2018/11/15 11:43,2018/11/15 11:57,43419.488194444443419.4979166667,#N/A,,,,
-,-,11,2018/11/15 11:45,110-339-SUN 110-340-SUN,14235,乗客アプリ（目的地から）,6265,767,10,2,,2018/11/15 11:56,2018/11/15 12:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/15 11:58,2018/11/15 11:58,2018/11/15 12:08,2018/11/15 12:14,,2018/11/15 11:45,0:07:55,0:15:50,,00,11,,,2018/11/15 11:45,2018/11/15 12:04,43419.489583333343419.5027777778,肯定的,,,,
-,-,11,2018/11/15 11:47,075-077-ORANGE,14237,まちかど端末（店舗から）,0,235,9,1,,2018/11/15 11:56,2018/11/15 12:08,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/15 11:56,2018/11/15 11:56,2018/11/15 12:03,2018/11/15 12:03,,2018/11/15 11:47,0:11:25,0:11:25,,00,08,,,2018/11/15 11:47,2018/11/15 12:08,43419.490972222243419.5055555556,#N/A,,,,
★,-,11,2018/11/15 11:49,110-154-SUN,14238,乗客アプリ（簡単予約）,5280,406,10,1,,2018/11/15 11:57,2018/11/15 11:59,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 11:59,2018/11/15 11:59,2018/11/15 12:05,2018/11/15 12:05,2018/11/15 11:59,2018/11/15 11:59,0:02:54,0:02:54,,00,00,,,2018/11/15 11:49,2018/11/15 11:59,43419.492361111143419.4993055556,#N/A,,,,
-,-,11,2018/11/15 11:50,112-579-SUN 112-611-SUN,14240,乗客アプリ（地図から）,3711,240,11,2,,2018/11/15 11:56,2018/11/15 12:05,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 11:53,2018/11/15 11:54,2018/11/15 12:00,2018/11/15 12:05,,2018/11/15 11:50,0:09:29,0:18:58,,02,05,,,2018/11/15 11:50,2018/11/15 12:05,43419.493055555643419.5034722222,#N/A,,,,
-,-,11,2018/11/15 11:52,166-729-agekke,14241,まちかど端末（店舗から）,0,557,11,1,,2018/11/15 11:57,2018/11/15 12:02,35.448676 139.635696,横浜平和プラザホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/15 11:56,2018/11/15 11:56,2018/11/15 12:01,2018/11/15 12:02,,2018/11/15 11:52,0:05:53,0:05:53,,00,04,,,2018/11/15 11:52,2018/11/15 12:02,43419.494444444443419.5013888889,#N/A,,,,
-,-,11,2018/11/15 11:54,010-125-RED,14242,乗客アプリ（地図から）,4708,761,13,1,,2018/11/15 12:00,2018/11/15 12:11,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443659 139.650847,横浜マリンタワー,2018/11/15 12:00,2018/11/15 12:00,2018/11/15 12:15,2018/11/15 12:15,,2018/11/15 11:54,0:11:53,0:11:53,,00,05,,,2018/11/15 11:54,2018/11/15 12:11,43419.495833333343419.5076388889,#N/A,,,,
-,-,11,2018/11/15 11:57,027-128-GREEN,14243,まちかど端末（乗降ポイントから）,0,475,11,1,,2018/11/15 12:09,2018/11/15 12:18,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/15 12:09,2018/11/15 12:10,2018/11/15 12:18,2018/11/15 12:21,,2018/11/15 11:57,0:08:37,0:08:37,,00,11,,,2018/11/15 11:57,2018/11/15 12:18,43419.497916666743419.5125,#N/A,,,,
-,-,11,2018/11/15 11:59,063-942-BANANA,14245,乗客アプリ（簡単予約）,2312,810,10,1,,2018/11/15 12:09,2018/11/15 12:17,35.445783 139.642958,横浜情報文化センター,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 12:14,2018/11/15 12:14,2018/11/15 12:26,2018/11/15 12:26,,2018/11/15 11:59,0:08:16,0:08:16,,00,09,,,2018/11/15 11:59,2018/11/15 12:17,43419.499305555643419.5118055556,#N/A,,,,
★,☆,11,2018/11/15 10:07,021-014-GREEN,14177,まちかど端末（店舗から）,0,708,3,1,2018/11/15 10:08,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 11:07,,2018/11/15 11:23,,2018/11/15 11:07,2018/11/15 11:07,0:00:00,0:00:00,,00,00,,,2018/11/15 10:07,1900/1/0 0:00,43419.42152777780,#N/A,,,,
★,☆,11,2018/11/15 10:28,167-665-CAKE,14189,乗客アプリWeb（目的地から）,6271,367,9,4,2018/11/15 10:29,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443659 139.650847,横浜マリンタワー,2018/11/15 11:28,,2018/11/15 11:36,,2018/11/15 11:28,2018/11/15 11:28,0:00:00,0:00:00,,00,00,,,2018/11/15 10:28,1900/1/0 0:00,43419.43611111110,#N/A,,,,
★,☆,11,2018/11/15 10:31,031-291-YELLOW 030-505-YELLOW,14193,乗客アプリ（目的地から）,6266,198,4,2,2018/11/15 10:32,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/11/15 11:31,,2018/11/15 11:44,,2018/11/15 11:31,2018/11/15 11:31,0:00:00,0:00:00,,00,00,,,2018/11/15 10:31,1900/1/0 0:00,43419.43819444440,#N/A,,,,
★,☆,11,2018/11/15 10:51,009-079-BLUE 009-078-BLUE,14199,乗客アプリ（目的地から）,3975,797,9,2,2018/11/15 10:51,,,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 11:51,,2018/11/15 12:05,,2018/11/15 11:51,2018/11/15 11:51,0:00:00,0:00:00,,00,00,,,2018/11/15 10:51,1900/1/0 0:00,43419.45208333330,#N/A,,,※74行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,11,2018/11/15 11:06,065-380-BANANA,14207,まちかど端末（店舗から）,0,887,7,1,2018/11/15 11:08,,,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 11:16,,2018/11/15 11:25,,,2018/11/15 11:06,0:00:00,0:00:00,,00,10,,,2018/11/15 11:06,1900/1/0 0:00,43419.46250,#N/A,,,,
★,☆,11,2018/11/15 11:10,009-079-BLUE 009-078-BLUE,14211,乗客アプリ（目的地から）,3975,553,10,2,2018/11/15 11:10,,,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/15 11:20,,2018/11/15 11:33,,2018/11/15 11:20,2018/11/15 11:20,0:00:00,0:00:00,,00,,,,2018/11/15 11:10,1900/1/0 0:00,43419.46527777780,#N/A,,,※72行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,11,2018/11/15 11:16,063-899-BANANA,14215,まちかど端末（店舗から）,0,854,7,1,2018/11/15 11:16,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/15 11:23,,2018/11/15 11:33,,,2018/11/15 11:16,0:00:00,0:00:00,,00,07,,,2018/11/15 11:16,1900/1/0 0:00,43419.46944444440,#N/A,,,,
-,☆,11,2018/11/15 11:17,051-641-STRAWBERRY,14216,乗客アプリ（目的地から）,6135,209,5,1,2018/11/15 11:17,,,35.445857 139.647636,ホテルモントレ横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 11:23,,2018/11/15 11:36,,,2018/11/15 11:17,0:00:00,0:00:00,,00,05,,,2018/11/15 11:17,1900/1/0 0:00,43419.47013888890,#N/A,,,,
-,☆,11,2018/11/15 11:24,117-943-SUN 117-942-SUN,14220,乗客アプリ（目的地から）,6273,105,10,2,2018/11/15 11:25,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443659 139.650847,横浜マリンタワー,2018/11/15 11:27,,2018/11/15 11:37,,,2018/11/15 11:24,0:00:00,0:00:00,,00,02,,,2018/11/15 11:24,1900/1/0 0:00,43419.4750,#N/A,,,,
-,☆,11,2018/11/15 11:33,069-446-BANANA,14225,乗客アプリ（目的地から）,6200,488,13,1,2018/11/15 11:33,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/15 11:38,,2018/11/15 11:51,,,2018/11/15 11:33,0:00:00,0:00:00,,00,,,,2018/11/15 11:33,1900/1/0 0:00,43419.481250,#N/A,,,"※79,81行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,11,2018/11/15 11:34,069-446-BANANA,14226,乗客アプリ（地図から）,6200,25,4,1,2018/11/15 11:34,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/15 11:37,,2018/11/15 11:43,,,2018/11/15 11:34,0:00:00,0:00:00,,00,,,,2018/11/15 11:34,1900/1/0 0:00,43419.48194444440,#N/A,,,"※78,81行と同一人物と思われるため一番短い待ち時間を採用",
★,☆,11,2018/11/15 11:34,142-105-STAR,14227,乗客アプリ（地図から）,1317,117,6,1,2018/11/15 11:35,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/15 11:44,,2018/11/15 11:57,,2018/11/15 11:44,2018/11/15 11:44,0:00:00,0:00:00,,00,00,,,2018/11/15 11:34,1900/1/0 0:00,43419.48194444440,#N/A,,,,
★,☆,11,2018/11/15 11:35,069-446-BANANA,14228,乗客アプリ（簡単予約）,6200,529,10,1,2018/11/15 11:36,,,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/15 11:45,,2018/11/15 11:58,,2018/11/15 11:45,2018/11/15 11:45,0:00:00,0:00:00,,00,00,,,2018/11/15 11:35,1900/1/0 0:00,43419.48263888890,#N/A,,,"※78,79行と同一人物と思われるため一番短い待ち時間を採用",
-,☆,11,2018/11/15 11:47,112-579-SUN 112-611-SUN,14236,乗客アプリ（地図から）,3711,60,11,2,2018/11/15 11:49,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/15 11:56,,2018/11/15 12:03,,,2018/11/15 11:47,0:00:00,0:00:00,,00,,,,2018/11/15 11:47,1900/1/0 0:00,43419.49097222220,#N/A,,,※83行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,11,2018/11/15 11:49,112-579-SUN,14239,乗客アプリ（地図から）,3711,436,11,1,2018/11/15 11:49,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 11:51,,2018/11/15 11:58,,,2018/11/15 11:49,0:00:00,0:00:00,,00,02,,,2018/11/15 11:49,1900/1/0 0:00,43419.49236111110,#N/A,,,※82行と同一人物と思われるため一番短い待ち時間を採用,
-,-,12,2018/11/15 12:00,000-016-BLUE 000-097-BLUE,14246,乗客アプリ（簡単予約）,5352,330,2,2,,2018/11/15 12:08,2018/11/15 12:18,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/15 12:07,2018/11/15 12:07,2018/11/15 12:21,2018/11/15 12:23,,2018/11/15 12:00,0:10:11,0:20:22,482,00,07,07,07,2018/11/15 12:00,2018/11/15 12:18,43419.543419.5125,#N/A,,,,
-,-,12,2018/11/15 12:01,066-382-BANANA 066-381-BANANA,14249,まちかど端末（店舗から）,0,368,13,2,,2018/11/15 12:12,2018/11/15 12:28,35.443704 139.651332,ホテルメルパルク横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/15 12:18,2018/11/15 12:18,2018/11/15 12:39,2018/11/15 12:39,,2018/11/15 12:01,0:15:57,0:31:54,,00,11,,,2018/11/15 12:01,2018/11/15 12:28,43419.500694444443419.5194444444,#N/A,,,,
-,-,12,2018/11/15 12:02,110-824-SUN,14250,乗客アプリ（簡単予約）,4956,54,9,1,,2018/11/15 12:11,2018/11/15 12:20,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/15 12:12,2018/11/15 12:12,2018/11/15 12:21,2018/11/15 12:21,,2018/11/15 12:02,0:08:49,0:08:49,,00,09,,,2018/11/15 12:02,2018/11/15 12:20,43419.501388888943419.5138888889,#N/A,,,,
-,-,12,2018/11/15 12:06,017-190-RED,14254,乗客アプリ（目的地から）,6285,266,11,1,,2018/11/15 12:18,2018/11/15 12:28,35.443908 139.635249,イセザキ・モール,35.447546 139.64358,横浜開港資料館,2018/11/15 12:20,2018/11/15 12:21,2018/11/15 12:28,2018/11/15 12:29,,2018/11/15 12:06,0:09:17,0:09:17,,00,12,,,2018/11/15 12:06,2018/11/15 12:28,43419.504166666743419.5194444444,肯定的,,,,
★,-,12,2018/11/15 12:07,105-872-SNOW 105-871-SNOW,14255,乗客アプリ（地図から）,3262,250,11,2,,2018/11/15 12:19,2018/11/15 12:32,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/11/15 12:21,2018/11/15 12:21,2018/11/15 12:36,2018/11/15 12:36,2018/11/15 12:17,2018/11/15 12:17,0:12:50,0:25:40,,00,01,,,2018/11/15 12:07,2018/11/15 12:32,43419.504861111143419.5222222222,#N/A,,,,
-,-,12,2018/11/15 12:14,117-943-SUN 117-942-SUN,14257,乗客アプリ（目的地から）,6273,499,3,2,,2018/11/15 12:30,2018/11/15 12:54,35.443659 139.650847,横浜マリンタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/15 12:32,2018/11/15 12:34,2018/11/15 12:48,2018/11/15 13:06,,2018/11/15 12:14,0:24:53,0:49:46,,00,15,,,2018/11/15 12:14,2018/11/15 12:54,43419.509722222243419.5375,#N/A,,,,
-,-,12,2018/11/15 12:15,020-970-GREEN,14258,乗客アプリ（目的地から）,6283,166,2,1,,2018/11/15 12:29,2018/11/15 13:02,35.456605 139.635327,横浜ベイホテル東急,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/15 12:32,2018/11/15 12:32,2018/11/15 12:51,2018/11/15 13:01,,2018/11/15 12:15,0:33:24,0:33:24,,00,13,,,2018/11/15 12:15,2018/11/15 13:02,43419.510416666743419.5430555556,#N/A,,,,
-,-,12,2018/11/15 12:17,068-313-BANANA,14259,乗客アプリ（地図から）,4719,259,13,1,,2018/11/15 12:22,2018/11/15 12:28,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/15 12:21,2018/11/15 12:21,2018/11/15 12:39,2018/11/15 12:39,,2018/11/15 12:17,0:06:43,0:06:43,,00,05,,,2018/11/15 12:17,2018/11/15 12:28,43419.511805555643419.5194444444,#N/A,,,,
★,-,12,2018/11/15 12:17,064-212-BANANA 064-211-BANANA 064-213-BANANA,14260,乗客アプリ（地図から）,6248,968,2,3,,2018/11/15 12:36,2018/11/15 12:45,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/15 12:35,2018/11/15 12:35,2018/11/15 12:47,2018/11/15 12:48,2018/11/15 12:27,2018/11/15 12:27,0:09:22,0:28:06,,00,09,,,2018/11/15 12:17,2018/11/15 12:45,43419.511805555643419.53125,#N/A,,,,
-,-,12,2018/11/15 12:17,064-021-BANANA,14261,まちかど端末（乗降ポイントから）,0,294,3,1,,2018/11/15 12:35,2018/11/15 12:44,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 12:41,2018/11/15 12:41,2018/11/15 12:50,2018/11/15 12:50,,2018/11/15 12:17,0:08:54,0:08:54,,00,17,,,2018/11/15 12:17,2018/11/15 12:44,43419.511805555643419.5305555556,#N/A,,,,
-,-,12,2018/11/15 12:18,020-973-GREEN,14262,まちかど端末（乗降ポイントから）,0,65,4,1,,2018/11/15 12:31,2018/11/15 13:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/15 12:35,2018/11/15 12:35,2018/11/15 12:54,2018/11/15 12:54,,2018/11/15 12:18,0:28:45,0:28:45,,00,13,,,2018/11/15 12:18,2018/11/15 13:00,43419.512543419.5416666667,#N/A,,,,
-,-,12,2018/11/15 12:19,111-256-SUN,14263,乗客アプリ（地図から）,6232,432,2,1,,2018/11/15 12:36,2018/11/15 12:49,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/15 12:37,2018/11/15 12:37,2018/11/15 12:53,2018/11/15 12:53,,2018/11/15 12:19,0:13:13,0:13:13,,00,16,,,2018/11/15 12:19,2018/11/15 12:49,43419.513194444443419.5340277778,#N/A,,,,
-,-,12,2018/11/15 12:25,103-136-SNOW,14264,まちかど端末（店舗から）,0,901,1,1,,2018/11/15 12:30,2018/11/15 12:37,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/15 12:30,2018/11/15 12:30,2018/11/15 12:38,2018/11/15 12:38,,2018/11/15 12:25,0:06:33,0:06:33,,00,05,,,2018/11/15 12:25,2018/11/15 12:37,43419.517361111143419.5256944444,#N/A,,,,
-,-,12,2018/11/15 12:30,103-031-SNOW,14265,乗客アプリ（目的地から）,6261,139,13,1,,2018/11/15 12:34,2018/11/15 12:39,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/15 12:35,2018/11/15 12:35,2018/11/15 12:44,2018/11/15 12:44,,2018/11/15 12:30,0:04:26,0:04:26,,00,04,,,2018/11/15 12:30,2018/11/15 12:39,43419.520833333343419.5270833333,#N/A,,,,
-,-,12,2018/11/15 12:30,068-322-BANANA 068-321-BANANA,14266,乗客アプリ（地図から）,2950,479,6,2,,2018/11/15 12:38,2018/11/15 12:44,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/15 12:41,2018/11/15 12:41,2018/11/15 12:55,2018/11/15 12:55,,2018/11/15 12:30,0:06:08,0:12:16,,00,08,,,2018/11/15 12:30,2018/11/15 12:44,43419.520833333343419.5305555556,#N/A,,,,
-,-,12,2018/11/15 12:32,075-077-ORANGE,14267,乗客アプリ（地図から）,985,379,5,1,,2018/11/15 12:36,2018/11/15 12:44,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/15 12:40,2018/11/15 12:40,2018/11/15 12:48,2018/11/15 12:48,,2018/11/15 12:32,0:07:26,0:07:26,,00,03,,,2018/11/15 12:32,2018/11/15 12:44,43419.522222222243419.5305555556,#N/A,,,,
-,-,12,2018/11/15 12:34,021-342-GREEN,14268,乗客アプリ（地図から）,2137,743,4,1,,2018/11/15 12:35,2018/11/15 12:57,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/15 12:41,2018/11/15 12:41,2018/11/15 12:56,2018/11/15 13:06,,2018/11/15 12:34,0:21:58,0:21:58,,00,01,,,2018/11/15 12:34,2018/11/15 12:57,43419.523611111143419.5395833333,#N/A,,,,
-,-,12,2018/11/15 12:38,166-578-agekke,14270,乗客アプリ（目的地から）,3162,517,1,1,,2018/11/15 12:45,2018/11/15 12:57,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/15 12:47,2018/11/15 12:47,2018/11/15 12:58,2018/11/15 12:58,,2018/11/15 12:38,0:12:21,0:12:21,,00,06,,,2018/11/15 12:38,2018/11/15 12:57,43419.526388888943419.5395833333,#N/A,,,,
-,-,12,2018/11/15 12:39,113-583-SUN,14272,乗客アプリ（地図から）,5119,740,6,1,,2018/11/15 12:46,2018/11/15 12:56,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441441 139.648505,横浜中華街朱雀門,2018/11/15 12:50,2018/11/15 12:50,2018/11/15 13:10,2018/11/15 13:10,,2018/11/15 12:39,0:10:14,0:10:14,,00,06,,,2018/11/15 12:39,2018/11/15 12:56,43419.527083333343419.5388888889,肯定的,,,,
