,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,計算用ダミー,
★,-,18,2018/11/8 17:17,063-436-BANANA 063-439-BANANA 063-440-BANANA 063-438-BANANA 064-202-BANANA 063-437-BANANA,11164,乗客アプリ（目的地から）,5472,201,2,6,,2018/11/8 18:22,2018/11/8 18:34,35.443908 139.635249,イセザキ・モール,35.443704 139.651332,ホテルメルパルク横浜,2018/11/8 18:20,2018/11/8 18:20,2018/11/8 18:37,2018/11/8 18:35,2018/11/8 18:17,2018/11/8 18:17,0:12:00,1:12:00,,01,04,,,2018/11/8 17:17,2018/11/8 18:34,43412.720138888943412.7736111111,肯定的,,,
★,-,18,2018/11/8 17:32,025-918-GREEN,11178,乗客アプリ（地図から）,4442,704,3,1,,2018/11/8 18:22,2018/11/8 18:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/8 18:32,2018/11/8 18:32,2018/11/8 18:43,2018/11/8 18:41,2018/11/8 18:32,2018/11/8 18:32,0:06:28,0:06:28,,00,00,,,2018/11/8 17:32,2018/11/8 18:29,43412.730555555643412.7701388889,肯定的,,,
★,-,18,2018/11/8 17:58,063-968-BANANA,11200,乗客アプリ（地図から）,5493,827,1,1,,2018/11/8 18:10,2018/11/8 18:16,35.453715 139.638133,横浜ワールドポーターズ,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/8 18:10,2018/11/8 18:11,2018/11/8 18:18,2018/11/8 18:18,2018/11/8 18:08,2018/11/8 18:08,0:06:01,0:06:01,,00,02,,,2018/11/8 17:58,2018/11/8 18:16,43412.748611111143412.7611111111,#N/A,,,
★,-,18,2018/11/8 18:01,102-607-SNOW 102-608-SNOW,11203,乗客アプリ（目的地から）,5520,391,1,2,,2018/11/8 18:25,2018/11/8 18:37,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 18:23,2018/11/8 18:25,2018/11/8 18:38,2018/11/8 18:42,2018/11/8 18:11,2018/11/8 18:11,0:11:34,0:23:08,,01,14,,,2018/11/8 18:01,2018/11/8 18:37,43412.750694444443412.7756944444,#N/A,,,
-,-,18,2018/11/8 18:03,166-661-agekke,11205,まちかど端末（乗降ポイントから）,0,268,1,1,,2018/11/8 18:32,2018/11/8 18:52,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 18:32,2018/11/8 18:34,2018/11/8 18:55,2018/11/8 19:03,,2018/11/8 18:03,0:20:40,0:20:40,,00,28,,,2018/11/8 18:03,2018/11/8 18:52,43412.752083333343412.7861111111,肯定的,,,
-,-,18,2018/11/8 18:08,111-131-SUN,11206,乗客アプリ（目的地から）,4397,610,1,1,,2018/11/8 18:43,2018/11/8 18:50,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 18:45,2018/11/8 18:45,2018/11/8 18:58,2018/11/8 18:58,,2018/11/8 18:08,0:07:13,0:07:13,,00,34,,,2018/11/8 18:08,2018/11/8 18:50,43412.755555555643412.7847222222,肯定的,,,
-,-,18,2018/11/8 18:10,167-395-CAKE,11208,乗客アプリWeb（目的地から）,5430,97,9,2,,2018/11/8 18:15,2018/11/8 18:28,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443659 139.650847,横浜マリンタワー,2018/11/8 18:11,2018/11/8 18:11,2018/11/8 18:28,2018/11/8 18:28,,2018/11/8 18:10,0:13:36,0:27:12,,03,04,,,2018/11/8 18:10,2018/11/8 18:28,43412.756944444443412.7694444444,#N/A,,,
-,-,18,2018/11/8 18:14,024-642-GREEN,11211,乗客アプリ（地図から）,2156,75,3,1,,2018/11/8 18:16,2018/11/8 18:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 18:16,2018/11/8 18:16,2018/11/8 18:49,2018/11/8 18:50,,2018/11/8 18:14,0:26:59,0:26:59,,00,02,,,2018/11/8 18:14,2018/11/8 18:43,43412.759722222243412.7798611111,#N/A,,,
-,-,18,2018/11/8 18:14,064-760-BANANA,11212,乗客アプリ（地図から）,5231,874,10,1,,2018/11/8 18:17,2018/11/8 18:19,35.45435 139.631762,横浜ロイヤルパークホテル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/8 18:19,2018/11/8 18:19,2018/11/8 18:24,2018/11/8 18:24,,2018/11/8 18:14,0:02:12,0:02:12,,00,03,,,2018/11/8 18:14,2018/11/8 18:19,43412.759722222243412.7631944444,#N/A,,,
-,-,18,2018/11/8 18:15,019-567-RED,11213,まちかど端末（店舗から）,0,890,3,1,,2018/11/8 18:35,2018/11/8 18:43,35.450447 139.635947,みなとみらい線　馬車道駅,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 18:39,2018/11/8 18:39,2018/11/8 18:49,2018/11/8 18:48,,2018/11/8 18:15,0:08:08,0:08:08,,00,20,,,2018/11/8 18:15,2018/11/8 18:43,43412.760416666743412.7798611111,#N/A,,,
-,-,18,2018/11/8 18:23,052-320-STRAWBERRY,11216,乗客アプリ（地図から）,2535,361,4,1,,2018/11/8 18:29,2018/11/8 18:32,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 18:32,2018/11/8 18:33,2018/11/8 18:39,2018/11/8 18:41,,2018/11/8 18:23,0:03:20,0:03:20,,00,05,,,2018/11/8 18:23,2018/11/8 18:32,43412.765972222243412.7722222222,肯定的,,,
-,-,18,2018/11/8 18:24,062-923-BANANA 062-920-BANANA,11217,乗客アプリ（地図から）,5365,734,11,2,,2018/11/8 18:28,2018/11/8 18:40,35.447546 139.64358,横浜開港資料館,35.443908 139.635249,イセザキ・モール,2018/11/8 18:27,2018/11/8 18:27,2018/11/8 18:41,2018/11/8 18:41,,2018/11/8 18:24,0:12:06,0:24:12,,01,04,,,2018/11/8 18:24,2018/11/8 18:40,43412.766666666743412.7777777778,#N/A,,,
★,-,18,2018/11/8 18:24,102-627-SNOW 102-626-SNOW,11218,乗客アプリ（目的地から）,5557,178,2,2,,2018/11/8 18:44,2018/11/8 18:51,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/8 18:46,2018/11/8 18:47,2018/11/8 18:55,2018/11/8 18:57,2018/11/8 18:34,2018/11/8 18:34,0:06:22,0:12:44,,00,10,,,2018/11/8 18:24,2018/11/8 18:51,43412.766666666743412.7854166667,#N/A,,,
-,-,18,2018/11/8 18:26,028-332-GREEN,11220,まちかど端末（店舗から）,0,3,4,1,,2018/11/8 18:39,2018/11/8 18:47,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/8 18:48,2018/11/8 18:48,2018/11/8 18:59,2018/11/8 18:59,,2018/11/8 18:26,0:08:02,0:08:02,,00,13,,,2018/11/8 18:26,2018/11/8 18:47,43412.768055555643412.7826388889,肯定的,,,
-,-,18,2018/11/8 18:34,063-014-BANANA 065-364-BANANA,11225,まちかど端末（店舗から）,0,617,6,2,,2018/11/8 18:37,2018/11/8 18:42,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:44,2018/11/8 18:44,2018/11/8 18:54,2018/11/8 18:54,,2018/11/8 18:34,0:05:09,0:10:18,,00,03,,,2018/11/8 18:34,2018/11/8 18:42,43412.773611111143412.7791666667,#N/A,,,
-,-,18,2018/11/8 18:35,052-320-STRAWBERRY,11226,乗客アプリ（地図から）,2535,492,5,1,,2018/11/8 18:42,2018/11/8 18:51,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 18:43,2018/11/8 18:43,2018/11/8 18:57,2018/11/8 18:57,,2018/11/8 18:35,0:09:36,0:09:36,,00,06,,,2018/11/8 18:35,2018/11/8 18:51,43412.774305555643412.7854166667,肯定的,,,
-,-,18,2018/11/8 18:48,027-303-GREEN,11229,まちかど端末（店舗から）,0,112,7,1,,2018/11/8 18:51,2018/11/8 19:05,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:50,2018/11/8 18:51,2018/11/8 19:00,2018/11/8 19:09,,2018/11/8 18:48,0:13:52,0:13:52,,01,02,,,2018/11/8 18:48,2018/11/8 19:05,43412.783333333343412.7951388889,#N/A,,,
-,-,18,2018/11/8 18:48,024-555-GREEN,11230,まちかど端末（店舗から）,0,823,3,1,,2018/11/8 18:56,2018/11/8 19:05,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/8 18:52,2018/11/8 18:52,2018/11/8 18:59,2018/11/8 18:59,,2018/11/8 18:48,0:09:41,0:09:41,,03,07,,,2018/11/8 18:48,2018/11/8 19:05,43412.783333333343412.7951388889,#N/A,,,
★,-,18,2018/11/8 18:49,063-414-BANANA 073-756-ORANGE,11231,乗客アプリ（目的地から）,5456,281,7,2,,2018/11/8 18:57,2018/11/8 19:23,35.453715 139.638133,横浜ワールドポーターズ,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/8 18:59,2018/11/8 18:59,2018/11/8 19:18,2018/11/8 19:18,2018/11/8 18:59,2018/11/8 18:59,0:26:10,0:52:20,,00,00,,,2018/11/8 18:49,2018/11/8 19:23,43412.784027777843412.8076388889,#N/A,,,
-,-,18,2018/11/8 18:51,063-415-BANANA,11232,乗客アプリ（地図から）,5363,647,2,1,,2018/11/8 18:58,2018/11/8 19:03,35.453715 139.638133,横浜ワールドポーターズ,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/8 18:55,2018/11/8 18:55,2018/11/8 19:01,2018/11/8 19:01,,2018/11/8 18:51,0:04:56,0:04:56,,02,06,,,2018/11/8 18:51,2018/11/8 19:03,43412.785416666743412.79375,肯定的,,,
-,-,18,2018/11/8 18:51,167-394-CAKE,11233,乗客アプリ（目的地から）,5429,262,4,1,,2018/11/8 18:53,2018/11/8 19:05,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/8 18:54,2018/11/8 18:54,2018/11/8 19:06,2018/11/8 19:06,,2018/11/8 18:51,0:11:31,0:11:31,,00,01,,,2018/11/8 18:51,2018/11/8 19:05,43412.785416666743412.7951388889,#N/A,,,
-,-,18,2018/11/8 18:55,024-929-GREEN,11235,まちかど端末（乗降ポイントから）,0,306,6,1,,2018/11/8 18:56,2018/11/8 19:02,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:56,2018/11/8 18:56,2018/11/8 19:05,2018/11/8 19:05,,2018/11/8 18:55,0:06:15,0:06:15,,00,01,,,2018/11/8 18:55,2018/11/8 19:02,43412.788194444443412.7930555556,#N/A,,,
-,-,18,2018/11/8 18:57,064-760-BANANA,11236,乗客アプリ（地図から）,5231,525,8,1,,2018/11/8 19:04,2018/11/8 19:15,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/8 19:02,2018/11/8 19:02,2018/11/8 19:13,2018/11/8 19:13,,2018/11/8 18:57,0:10:39,0:10:39,,02,06,,,2018/11/8 18:57,2018/11/8 19:15,43412.789583333343412.8020833333,#N/A,,,
-,-,18,2018/11/8 18:59,065-358-BANANA,11238,乗客アプリ（目的地から）,3144,916,1,1,,2018/11/8 19:03,2018/11/8 19:13,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/8 19:09,2018/11/8 19:09,2018/11/8 19:20,2018/11/8 19:20,,2018/11/8 18:59,0:09:26,0:09:26,,00,04,,,2018/11/8 18:59,2018/11/8 19:13,43412.790972222243412.8006944444,#N/A,,,
★,☆,18,2018/11/8 17:07,019-746-RED,11157,乗客アプリ（地図から）,3388,887,9,1,2018/11/8 17:08,,,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:07,,2018/11/8 18:22,,2018/11/8 18:07,2018/11/8 18:07,0:00:00,0:00:00,,00,00,,,2018/11/8 17:07,1900/1/0 0:00,43412.71319444440,#N/A,,,※294行と同一人物と思われるため一番短い待ち時間を採用
★,☆,18,2018/11/8 17:08,019-746-RED,11158,乗客アプリ（地図から）,3388,601,10,1,2018/11/8 17:09,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/8 18:08,,2018/11/8 18:18,,2018/11/8 18:08,2018/11/8 18:08,0:00:00,0:00:00,,00,,,,2018/11/8 17:08,1900/1/0 0:00,43412.71388888890,#N/A,,,※265行と同一人物と思われるため一番短い待ち時間を採用
★,☆,18,2018/11/8 17:18,165-955-staff,11166,乗客アプリ（地図から）,79,627,10,1,2018/11/8 17:18,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 18:18,,2018/11/8 18:29,,2018/11/8 18:18,2018/11/8 18:18,0:00:00,0:00:00,,00,00,,,2018/11/8 17:18,1900/1/0 0:00,43412.72083333330,#N/A,,,
★,☆,18,2018/11/8 17:50,063-968-BANANA,11195,乗客アプリ（簡単予約）,5493,399,5,1,2018/11/8 17:57,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 18:31,,2018/11/8 18:45,,2018/11/8 18:00,2018/11/8 18:00,0:00:00,0:00:00,,00,31,,,2018/11/8 17:50,1900/1/0 0:00,43412.74305555560,#N/A,,,
★,☆,18,2018/11/8 17:54,019-746-RED,11198,乗客アプリ（地図から）,3388,552,6,1,2018/11/8 17:55,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/8 18:54,,2018/11/8 19:08,,2018/11/8 18:54,2018/11/8 18:54,0:00:00,0:00:00,,00,00,,,2018/11/8 17:54,1900/1/0 0:00,43412.74583333330,#N/A,,,
-,☆,18,2018/11/8 18:00,063-415-BANANA,11202,乗客アプリ（地図から）,5363,726,1,1,2018/11/8 18:00,,,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/8 18:15,,2018/11/8 18:27,,,2018/11/8 18:00,0:00:00,0:00:00,,00,15,,,2018/11/8 18:00,1900/1/0 0:00,43412.750,#N/A,,,
-,☆,18,2018/11/8 18:02,111-131-SUN,11204,まちかど端末（店舗から）,0,630,2,1,2018/11/8 18:07,,,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 18:39,,2018/11/8 18:53,,,2018/11/8 18:02,0:00:00,0:00:00,,00,37,,,2018/11/8 18:02,1900/1/0 0:00,43412.75138888890,#N/A,,,
-,☆,18,2018/11/8 18:09,064-512-BANANA,11207,まちかど端末（店舗から）,0,248,7,1,2018/11/8 18:10,,,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:51,,2018/11/8 18:59,,,2018/11/8 18:09,0:00:00,0:00:00,,00,41,,,2018/11/8 18:09,1900/1/0 0:00,43412.756250,#N/A,,,
-,☆,18,2018/11/8 18:12,062-962-BANANA 064-538-BANANA 062-981-BANANA,11209,まちかど端末（店舗から）,0,305,8,3,2018/11/8 18:13,,,35.445857 139.647636,ホテルモントレ横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:54,,2018/11/8 19:06,,,2018/11/8 18:12,0:00:00,0:00:00,,00,41,,,2018/11/8 18:12,1900/1/0 0:00,43412.75833333330,#N/A,,,
-,☆,18,2018/11/8 18:13,024-642-GREEN,11210,乗客アプリ（地図から）,2156,762,7,1,2018/11/8 18:13,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 18:48,,2018/11/8 19:03,,,2018/11/8 18:13,0:00:00,0:00:00,,00,35,,,2018/11/8 18:13,1900/1/0 0:00,43412.75902777780,#N/A,,,
-,☆,18,2018/11/8 18:15,113-874-SUN 114-314-SUN,11214,乗客アプリ（目的地から）,3938,906,3,2,2018/11/8 18:16,,,35.448676 139.635696,横浜平和プラザホテル,35.443659 139.650847,横浜マリンタワー,2018/11/8 18:58,,2018/11/8 19:07,,,2018/11/8 18:15,0:00:00,0:00:00,,00,42,,,2018/11/8 18:15,1900/1/0 0:00,43412.76041666670,#N/A,,,
-,☆,18,2018/11/8 18:22,028-255-GREEN,11215,乗客アプリ（目的地から）,5355,401,4,1,2018/11/8 18:23,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/8 18:32,,2018/11/8 18:41,,,2018/11/8 18:22,0:00:00,0:00:00,,00,09,,,2018/11/8 18:22,1900/1/0 0:00,43412.76527777780,#N/A,,,
-,☆,18,2018/11/8 18:25,024-673-GREEN,11219,乗客アプリ（目的地から）,3238,107,4,1,2018/11/8 18:26,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:44,,2018/11/8 18:51,,,2018/11/8 18:25,0:00:00,0:00:00,,00,19,,,2018/11/8 18:25,1900/1/0 0:00,43412.76736111110,#N/A,,,
-,☆,18,2018/11/8 18:27,007-726-BLUE,11221,乗客アプリ（地図から）,1771,695,2,1,2018/11/8 18:27,,,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 19:00,,2018/11/8 19:09,,,2018/11/8 18:27,0:00:00,0:00:00,,00,33,,,2018/11/8 18:27,1900/1/0 0:00,43412.768750,#N/A,,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/11/8 18:27,007-726-BLUE,11222,乗客アプリ（地図から）,1771,741,3,1,2018/11/8 18:28,,,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 19:01,,2018/11/8 19:09,,,2018/11/8 18:27,0:00:00,0:00:00,,00,,,,2018/11/8 18:27,1900/1/0 0:00,43412.768750,#N/A,,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/11/8 18:28,007-726-BLUE,11223,乗客アプリ（地図から）,1771,91,3,1,2018/11/8 18:29,,,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/8 19:01,,2018/11/8 19:09,,,2018/11/8 18:28,0:00:00,0:00:00,,00,,,,2018/11/8 18:28,1900/1/0 0:00,43412.76944444440,#N/A,,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/11/8 18:29,007-726-BLUE,11224,乗客アプリ（地図から）,1771,790,3,1,2018/11/8 18:29,,,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 18:59,,2018/11/8 19:09,,,2018/11/8 18:29,0:00:00,0:00:00,,00,,,,2018/11/8 18:29,1900/1/0 0:00,43412.77013888890,#N/A,,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,18,2018/11/8 18:41,063-415-BANANA,11227,乗客アプリ（地図から）,5363,652,6,1,2018/11/8 18:41,,,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/8 18:49,,2018/11/8 18:59,,,2018/11/8 18:41,0:00:00,0:00:00,,00,07,,,2018/11/8 18:41,1900/1/0 0:00,43412.77847222220,#N/A,,,
-,☆,18,2018/11/8 18:47,027-811-GREEN,11228,まちかど端末（店舗から）,0,432,7,1,2018/11/8 18:48,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/8 18:50,,2018/11/8 18:59,,,2018/11/8 18:47,0:00:00,0:00:00,,00,02,,,2018/11/8 18:47,1900/1/0 0:00,43412.78263888890,#N/A,,,
-,☆,18,2018/11/8 18:53,052-320-STRAWBERRY,11234,乗客アプリ（地図から）,2535,2,5,1,2018/11/8 18:53,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/8 18:57,,2018/11/8 19:04,,,2018/11/8 18:53,0:00:00,0:00:00,,00,03,,,2018/11/8 18:53,1900/1/0 0:00,43412.78680555560,#N/A,,,
-,☆,18,2018/11/8 18:57,065-358-BANANA,11237,乗客アプリ（目的地から）,3144,710,6,1,2018/11/8 18:58,,,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/8 19:12,,2018/11/8 19:23,,,2018/11/8 18:57,0:00:00,0:00:00,,00,14,,,2018/11/8 18:57,1900/1/0 0:00,43412.78958333330,#N/A,,,
-,-,19,2018/11/8 19:00,064-185-BANANA 063-135-BANANA,11239,まちかど端末（乗降ポイントから）,0,422,5,2,,2018/11/8 19:05,2018/11/8 19:17,35.443704 139.651332,ホテルメルパルク横浜,35.443908 139.635249,イセザキ・モール,2018/11/8 19:03,2018/11/8 19:03,2018/11/8 19:14,2018/11/8 19:14,,2018/11/8 19:00,0:11:56,0:23:52,198,01,04,05,05,2018/11/8 19:00,2018/11/8 19:17,43412.791666666743412.8034722222,#N/A,,,
-,-,19,2018/11/8 19:01,023-299-GREEN,11242,乗客アプリ（地図から）,1158,258,2,1,,2018/11/8 19:12,2018/11/8 19:19,35.45435 139.631762,横浜ロイヤルパークホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/8 19:11,2018/11/8 19:11,2018/11/8 19:18,2018/11/8 19:18,,2018/11/8 19:01,0:07:11,0:07:11,,01,11,,,2018/11/8 19:01,2018/11/8 19:19,43412.792361111143412.8048611111,#N/A,,,
-,-,19,2018/11/8 19:02,052-320-STRAWBERRY,11243,乗客アプリ（地図から）,2535,291,4,1,,2018/11/8 19:07,2018/11/8 19:12,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/8 19:07,2018/11/8 19:07,2018/11/8 19:18,2018/11/8 19:18,,2018/11/8 19:02,0:05:13,0:05:13,,00,05,,,2018/11/8 19:02,2018/11/8 19:12,43412.793055555643412.8,否定的,,,
★,-,19,2018/11/8 19:04,031-924-YELLOW,11244,乗客アプリ（地図から）,1218,998,7,1,,2018/11/8 19:14,2018/11/8 19:32,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.441441 139.648505,横浜中華街朱雀門,2018/11/8 19:14,2018/11/8 19:14,2018/11/8 19:25,2018/11/8 19:25,2018/11/8 19:14,2018/11/8 19:14,0:18:13,0:18:13,,00,00,,,2018/11/8 19:04,2018/11/8 19:32,43412.794444444443412.8138888889,#N/A,,,
-,-,19,2018/11/8 19:07,019-567-RED,11246,まちかど端末（店舗から）,0,236,10,1,,2018/11/8 19:17,2018/11/8 19:25,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/11/8 19:15,2018/11/8 19:15,2018/11/8 19:23,2018/11/8 19:23,,2018/11/8 19:07,0:08:29,0:08:29,,02,10,,,2018/11/8 19:07,2018/11/8 19:25,43412.796527777843412.8090277778,#N/A,,,
-,-,19,2018/11/8 19:07,066-401-BANANA,11247,乗客アプリ（地図から）,3713,694,9,1,,2018/11/8 19:17,2018/11/8 19:24,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443908 139.635249,イセザキ・モール,2018/11/8 19:16,2018/11/8 19:16,2018/11/8 19:25,2018/11/8 19:25,,2018/11/8 19:07,0:07:10,0:07:10,,01,10,,,2018/11/8 19:07,2018/11/8 19:24,43412.796527777843412.8083333333,#N/A,,,
-,-,19,2018/11/8 19:14,113-639-SUN,11249,まちかど端末（店舗から）,0,27,8,1,,2018/11/8 19:21,2018/11/8 19:39,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/11/8 19:20,2018/11/8 19:20,2018/11/8 19:30,2018/11/8 19:30,,2018/11/8 19:14,0:17:54,0:17:54,,00,07,,,2018/11/8 19:14,2018/11/8 19:39,43412.801388888943412.81875,#N/A,,,
-,-,19,2018/11/8 19:15,028-332-GREEN,11250,乗客アプリ（目的地から）,5558,119,5,1,,2018/11/8 19:17,2018/11/8 19:21,35.443908 139.635249,イセザキ・モール,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 19:18,2018/11/8 19:18,2018/11/8 19:24,2018/11/8 19:24,,2018/11/8 19:15,0:03:46,0:03:46,,00,02,,,2018/11/8 19:15,2018/11/8 19:21,43412.802083333343412.80625,#N/A,,,
-,-,19,2018/11/8 19:15,052-320-STRAWBERRY,11251,乗客アプリ（地図から）,2535,354,2,1,,2018/11/8 19:16,2018/11/8 19:25,35.450447 139.635947,みなとみらい線　馬車道駅,35.443908 139.635249,イセザキ・モール,2018/11/8 19:16,2018/11/8 19:16,2018/11/8 19:24,2018/11/8 19:24,,2018/11/8 19:15,0:08:55,0:08:55,,00,00,,,2018/11/8 19:15,2018/11/8 19:25,43412.802083333343412.8090277778,#N/A,,,
-,-,19,2018/11/8 19:16,006-291-BLUE,11252,乗客アプリ（地図から）,3537,60,4,1,,2018/11/8 19:23,2018/11/8 19:28,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 19:24,2018/11/8 19:24,2018/11/8 19:34,2018/11/8 19:34,,2018/11/8 19:16,0:04:57,0:04:57,,00,06,,,2018/11/8 19:16,2018/11/8 19:28,43412.802777777843412.8111111111,#N/A,,,
-,-,19,2018/11/8 19:18,167-429-CAKE,11253,乗客アプリ（目的地から）,5469,556,3,1,,2018/11/8 19:20,2018/11/8 19:27,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/8 19:19,2018/11/8 19:19,2018/11/8 19:30,2018/11/8 19:30,,2018/11/8 19:18,0:06:49,0:06:49,,00,02,,,2018/11/8 19:18,2018/11/8 19:27,43412.804166666743412.8104166667,否定的,,,
-,-,19,2018/11/8 19:18,106-079-SNOW,11254,乗客アプリ（地図から）,3441,540,11,1,,2018/11/8 19:21,2018/11/8 19:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/8 19:20,2018/11/8 19:20,2018/11/8 19:29,2018/11/8 19:29,,2018/11/8 19:18,0:05:38,0:05:38,,00,02,,,2018/11/8 19:18,2018/11/8 19:26,43412.804166666743412.8097222222,#N/A,,,
-,-,19,2018/11/8 19:21,008-104-BLUE 111-072-SUN,11256,乗客アプリ（地図から）,3378,708,7,2,,2018/11/8 19:32,2018/11/8 19:39,35.441441 139.648505,横浜中華街朱雀門,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/8 19:25,2018/11/8 19:25,2018/11/8 19:37,2018/11/8 19:37,,2018/11/8 19:21,0:06:34,0:13:08,,06,10,,,2018/11/8 19:21,2018/11/8 19:39,43412.8062543412.81875,#N/A,,,
