,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,17,2018/11/3 17:21,9218,乗客アプリ（地図から）,4909,264,5,1,,2018/11/3 17:54,2018/11/3 18:08,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445857 139.647636,ホテルモントレ横浜,2018/11/3 17:55,2018/11/3 17:55,2018/11/3 18:12,2018/11/3 18:18,,2018/11/3 17:21,0:13:07,0:13:07,,00,33,,,2018/11/3 17:21,2018/11/3 18:08,43407.722916666743407.7555555556,#N/A,,,,
-,-,17,2018/11/3 17:23,9221,乗客アプリ（地図から）,4855,745,6,2,,2018/11/3 18:00,2018/11/3 18:10,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 18:00,2018/11/3 18:00,2018/11/3 18:12,2018/11/3 18:12,,2018/11/3 17:23,0:10:45,0:21:30,,00,36,,,2018/11/3 17:23,2018/11/3 18:10,43407.724305555643407.7569444444,肯定的,,,,
-,-,17,2018/11/3 17:24,9222,まちかど端末（店舗から）,0,676,10,1,,2018/11/3 17:58,2018/11/3 18:06,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 18:03,2018/11/3 18:03,2018/11/3 18:13,2018/11/3 18:14,,2018/11/3 17:24,0:08:33,0:08:33,,00,33,,,2018/11/3 17:24,2018/11/3 18:06,43407.72543407.7541666667,#N/A,,,,
-,-,17,2018/11/3 17:25,9223,まちかど端末（乗降ポイントから）,0,138,10,1,,2018/11/3 17:58,2018/11/3 18:06,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 18:04,2018/11/3 18:04,2018/11/3 18:13,2018/11/3 18:13,,2018/11/3 17:25,0:08:14,0:08:14,,00,33,,,2018/11/3 17:25,2018/11/3 18:06,43407.725694444443407.7541666667,#N/A,,,,
★,-,17,2018/11/3 17:28,9224,乗客アプリ（地図から）,1751,696,4,1,,2018/11/3 17:37,2018/11/3 17:40,35.450447 139.635947,みなとみらい線　馬車道駅,35.445783 139.642958,横浜情報文化センター,2018/11/3 17:38,2018/11/3 17:38,2018/11/3 17:44,2018/11/3 17:44,2018/11/3 17:38,2018/11/3 17:38,0:03:46,0:03:46,,00,00,,,2018/11/3 17:28,2018/11/3 17:40,43407.727777777843407.7361111111,肯定的,,,,
-,-,17,2018/11/3 17:30,9227,乗客アプリ（目的地から）,4814,810,8,2,,2018/11/3 17:49,2018/11/3 18:03,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/11/3 17:49,2018/11/3 17:49,2018/11/3 18:06,2018/11/3 18:12,,2018/11/3 17:30,0:13:26,0:26:52,,00,19,,,2018/11/3 17:30,2018/11/3 18:03,43407.729166666743407.7520833333,#N/A,,,,
-,-,17,2018/11/3 17:35,9230,まちかど端末（乗降ポイントから）,0,41,8,1,,2018/11/3 17:57,2018/11/3 18:10,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 17:59,2018/11/3 18:00,2018/11/3 18:23,2018/11/3 18:31,,2018/11/3 17:35,0:12:52,0:12:52,,00,21,,,2018/11/3 17:35,2018/11/3 18:10,43407.732638888943407.7569444444,#N/A,,,,
-,-,17,2018/11/3 17:43,9232,乗客アプリ（地図から）,1751,501,4,1,,2018/11/3 17:49,2018/11/3 18:01,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/3 17:52,2018/11/3 17:52,2018/11/3 18:14,2018/11/3 18:14,,2018/11/3 17:43,0:12:01,0:12:01,,00,05,,,2018/11/3 17:43,2018/11/3 18:01,43407.738194444443407.7506944444,肯定的,,,,
-,-,17,2018/11/3 17:46,9235,乗客アプリ（目的地から）,4899,298,6,4,,2018/11/3 18:14,2018/11/3 18:30,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 18:16,2018/11/3 18:16,2018/11/3 18:38,2018/11/3 18:39,,2018/11/3 17:46,0:15:32,1:02:08,,00,28,,,2018/11/3 17:46,2018/11/3 18:30,43407.740277777843407.7708333333,#N/A,,,,
-,-,17,2018/11/3 17:53,9242,まちかど端末（店舗から）,0,936,9,2,,2018/11/3 18:10,2018/11/3 18:17,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/3 18:16,2018/11/3 18:16,2018/11/3 18:27,2018/11/3 18:27,,2018/11/3 17:53,0:07:06,0:14:12,,00,16,,,2018/11/3 17:53,2018/11/3 18:17,43407.745138888943407.7618055556,#N/A,,,,
-,-,17,2018/11/3 17:54,9244,乗客アプリ（地図から）,4806,324,10,2,,2018/11/3 18:36,2018/11/3 18:51,35.441441 139.648505,横浜中華街朱雀門,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:29,2018/11/3 18:37,2018/11/3 18:43,2018/11/3 18:54,,2018/11/3 17:54,0:15:53,0:31:46,,06,41,,,2018/11/3 17:54,2018/11/3 18:51,43407.745833333343407.7854166667,#N/A,,,,
-,-,17,2018/11/3 17:56,9246,乗客アプリ（目的地から）,4913,190,5,2,,2018/11/3 18:01,2018/11/3 18:19,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:05,2018/11/3 18:05,2018/11/3 18:27,2018/11/3 18:27,,2018/11/3 17:56,0:17:50,0:35:40,,00,05,,,2018/11/3 17:56,2018/11/3 18:19,43407.747222222243407.7631944444,肯定的,,,,
-,-,17,2018/11/3 17:56,9247,まちかど端末（店舗から）,0,47,7,1,,2018/11/3 18:06,2018/11/3 18:18,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 18:12,2018/11/3 18:12,2018/11/3 18:21,2018/11/3 18:19,,2018/11/3 17:56,0:12:02,0:12:02,,00,09,,,2018/11/3 17:56,2018/11/3 18:18,43407.747222222243407.7625,#N/A,,,,
-,-,17,2018/11/3 17:59,9249,まちかど端末（店舗から）,0,189,9,1,,2018/11/3 18:09,2018/11/3 18:21,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:17,2018/11/3 18:17,2018/11/3 18:34,2018/11/3 18:34,,2018/11/3 17:59,0:12:10,0:12:10,,00,10,,,2018/11/3 17:59,2018/11/3 18:21,43407.749305555643407.7645833333,#N/A,,,,
★,☆,17,2018/11/3 17:10,9205,乗客アプリ（地図から）,3674,579,8,1,2018/11/3 17:14,,,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/11/3 17:29,,2018/11/3 17:40,,2018/11/3 17:20,2018/11/3 17:20,0:00:00,0:00:00,,00,09,,,2018/11/3 17:10,1900/1/0 0:00,43407.71527777780,#N/A,,,,
-,☆,17,2018/11/3 17:15,9208,乗客アプリ（目的地から）,4860,728,8,1,2018/11/3 17:19,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 17:21,,2018/11/3 17:30,,,2018/11/3 17:15,0:00:00,0:00:00,,00,06,,,2018/11/3 17:15,1900/1/0 0:00,43407.718750,#N/A,,,,
-,☆,17,2018/11/3 17:16,9213,乗客アプリ（目的地から）,4861,315,5,1,2018/11/3 17:19,,,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 17:39,,2018/11/3 17:48,,,2018/11/3 17:16,0:00:00,0:00:00,,00,22,,,2018/11/3 17:16,1900/1/0 0:00,43407.71944444440,#N/A,,,,
-,☆,17,2018/11/3 17:19,9216,乗客アプリ（地図から）,4855,516,6,2,2018/11/3 17:20,,,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 18:00,,2018/11/3 18:12,,,2018/11/3 17:19,0:00:00,0:00:00,,00,,,,2018/11/3 17:19,1900/1/0 0:00,43407.72152777780,#N/A,,※407行と同一人物と思われるため一番短いものを採用,,
-,☆,17,2018/11/3 17:21,9219,乗客アプリ（地図から）,3337,777,2,1,2018/11/3 17:29,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/11/3 17:28,,2018/11/3 17:37,,,2018/11/3 17:21,0:00:00,0:00:00,,00,07,,,2018/11/3 17:21,1900/1/0 0:00,43407.72291666670,#N/A,,"※410,411行と同一人物と思われるため一番短いものを採用",,
-,☆,17,2018/11/3 17:22,9220,乗客アプリ（地図から）,4855,188,6,2,2018/11/3 17:22,,,35.452963 139.642093,横浜赤レンガ倉庫,35.445857 139.647636,ホテルモントレ横浜,2018/11/3 18:02,,2018/11/3 18:12,,,2018/11/3 17:22,0:00:00,0:00:00,,00,40,,,2018/11/3 17:22,1900/1/0 0:00,43407.72361111110,#N/A,,※405行と同一人物と思われるため一番短いものを採用,,
-,☆,17,2018/11/3 17:28,9225,乗客アプリ（地図から）,4922,75,9,1,2018/11/3 17:35,,,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 17:32,,2018/11/3 17:42,,,2018/11/3 17:28,0:00:00,0:00:00,,00,07,,,2018/11/3 17:28,1900/1/0 0:00,43407.72777777780,#N/A,,,,
-,☆,17,2018/11/3 17:28,9226,乗客アプリ（地図から）,4923,52,3,1,2018/11/3 17:34,,,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/3 17:41,,2018/11/3 17:57,,,2018/11/3 17:28,0:00:00,0:00:00,,00,12,,,2018/11/3 17:28,1900/1/0 0:00,43407.72777777780,#N/A,,,,
-,☆,17,2018/11/3 17:31,9228,乗客アプリ（地図から）,3337,541,8,1,2018/11/3 17:31,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/11/3 18:16,,2018/11/3 18:25,,,2018/11/3 17:31,0:00:00,0:00:00,,00,,,,2018/11/3 17:31,1900/1/0 0:00,43407.72986111110,#N/A,,"※406,411行と同一人物と思われるため一番短いものを採用",,
-,☆,17,2018/11/3 17:33,9229,乗客アプリ（目的地から）,3337,848,8,1,2018/11/3 17:33,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/11/3 18:16,,2018/11/3 18:25,,,2018/11/3 17:33,0:00:00,0:00:00,,00,,,,2018/11/3 17:33,1900/1/0 0:00,43407.731250,#N/A,,"※406,410行と同一人物と思われるため一番短いものを採用",,
-,☆,17,2018/11/3 17:43,9231,まちかど端末（店舗から）,0,906,7,1,2018/11/3 17:45,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/3 18:06,,2018/11/3 18:22,,,2018/11/3 17:43,0:00:00,0:00:00,,00,23,,,2018/11/3 17:43,1900/1/0 0:00,43407.73819444440,#N/A,,,,
-,☆,17,2018/11/3 17:45,9233,乗客アプリ（簡単予約）,4442,502,5,2,2018/11/3 17:45,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/3 17:56,,2018/11/3 18:10,,,2018/11/3 17:45,0:00:00,0:00:00,,00,11,,,2018/11/3 17:45,1900/1/0 0:00,43407.73958333330,#N/A,,,,
★,☆,17,2018/11/3 17:46,9234,乗客アプリ（目的地から）,1306,399,7,1,2018/11/3 17:46,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/3 18:12,,2018/11/3 18:26,,2018/11/3 17:56,2018/11/3 17:56,0:00:00,0:00:00,,00,15,,,2018/11/3 17:46,1900/1/0 0:00,43407.74027777780,#N/A,,※417行と同一人物と思われるため一番短いものを採用,,
-,☆,17,2018/11/3 17:46,9237,乗客アプリ（目的地から）,4713,947,7,1,2018/11/3 17:47,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:11,,2018/11/3 18:21,,,2018/11/3 17:46,0:00:00,0:00:00,,00,24,,,2018/11/3 17:46,1900/1/0 0:00,43407.74027777780,#N/A,,,,
-,☆,17,2018/11/3 17:47,9238,まちかど端末（店舗から）,0,218,7,1,2018/11/3 18:12,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:11,,2018/11/3 18:22,,,2018/11/3 17:47,0:00:00,0:00:00,,00,25,,,2018/11/3 17:47,1900/1/0 0:00,43407.74097222220,#N/A,,,,
-,☆,17,2018/11/3 17:47,9239,乗客アプリ（目的地から）,1306,893,7,1,2018/11/3 17:47,,,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/3 18:12,,2018/11/3 18:31,,,2018/11/3 17:47,0:00:00,0:00:00,,00,,,,2018/11/3 17:47,1900/1/0 0:00,43407.74097222220,#N/A,,※414行と同一人物と思われるため一番短いものを採用,,
★,☆,17,2018/11/3 17:48,9240,乗客アプリ（目的地から）,4713,957,7,1,2018/11/3 17:48,,,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:12,,2018/11/3 18:22,,2018/11/3 17:58,2018/11/3 17:58,0:00:00,0:00:00,,00,14,,,2018/11/3 17:48,1900/1/0 0:00,43407.74166666670,#N/A,,,,
-,☆,17,2018/11/3 17:51,9241,乗客アプリ（地図から）,4801,545,9,2,2018/11/3 17:51,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 18:09,,2018/11/3 18:16,,,2018/11/3 17:51,0:00:00,0:00:00,,00,17,,,2018/11/3 17:51,1900/1/0 0:00,43407.743750,#N/A,,,,
-,☆,17,2018/11/3 17:55,9245,乗客アプリ（目的地から）,4913,448,5,1,2018/11/3 17:55,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:05,,2018/11/3 18:25,,,2018/11/3 17:55,0:00:00,0:00:00,,00,09,,,2018/11/3 17:55,1900/1/0 0:00,43407.74652777780,#N/A,,,,
-,☆,17,2018/11/3 17:58,9248,まちかど端末（店舗から）,0,188,8,2,2018/11/3 18:31,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/3 18:29,,2018/11/3 18:37,,,2018/11/3 17:58,0:00:00,0:00:00,,00,33,,,2018/11/3 17:58,1900/1/0 0:00,43407.74861111110,#N/A,,,,
★,-,18,2018/11/3 17:46,9236,まちかど端末（店舗から）,0,742,3,4,,2018/11/3 18:50,2018/11/3 18:53,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/11/3 18:45,2018/11/3 18:52,2018/11/3 18:55,2018/11/3 19:01,2018/11/3 18:45,2018/11/3 18:45,0:03:47,0:15:08,605,04,04,14,13,2018/11/3 17:46,2018/11/3 18:53,43407.740277777843407.7868055556,#N/A,,,,
-,-,18,2018/11/3 18:03,9250,乗客アプリ（目的地から）,3065,70,1,1,,2018/11/3 18:16,2018/11/3 18:23,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:12,2018/11/3 18:13,2018/11/3 18:21,2018/11/3 18:22,,2018/11/3 18:03,0:07:45,0:07:45,,04,13,,,2018/11/3 18:03,2018/11/3 18:23,43407.752083333343407.7659722222,肯定的,,,,
-,-,18,2018/11/3 18:04,9252,まちかど端末（店舗から）,0,117,7,2,,2018/11/3 18:24,2018/11/3 18:36,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/3 18:32,2018/11/3 18:32,2018/11/3 18:43,2018/11/3 18:46,,2018/11/3 18:04,0:11:21,0:22:42,,00,20,,,2018/11/3 18:04,2018/11/3 18:36,43407.752777777843407.775,#N/A,,,,
★,-,18,2018/11/3 18:10,9256,乗客アプリ（地図から）,1071,142,9,3,,2018/11/3 18:30,2018/11/3 18:45,35.441002 139.650809,横浜元町ショッピングストリート,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 18:34,2018/11/3 18:34,2018/11/3 18:54,2018/11/3 18:49,2018/11/3 18:20,2018/11/3 18:20,0:14:52,0:44:36,,00,10,,,2018/11/3 18:10,2018/11/3 18:45,43407.756944444443407.78125,#N/A,,,,
-,-,18,2018/11/3 18:10,9257,乗客アプリ（地図から）,4442,883,1,2,,2018/11/3 18:34,2018/11/3 18:41,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/3 18:32,2018/11/3 18:35,2018/11/3 18:43,2018/11/3 18:46,,2018/11/3 18:10,0:07:27,0:14:54,,02,23,,,2018/11/3 18:10,2018/11/3 18:41,43407.756944444443407.7784722222,肯定的,,,,
★,-,18,2018/11/3 18:13,9259,まちかど端末（店舗から）,0,411,10,2,,2018/11/3 18:22,2018/11/3 18:29,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/3 18:23,2018/11/3 18:23,2018/11/3 18:31,2018/11/3 18:31,2018/11/3 18:23,2018/11/3 18:23,0:07:47,0:15:34,,00,00,,,2018/11/3 18:13,2018/11/3 18:29,43407.759027777843407.7701388889,#N/A,,,,
-,-,18,2018/11/3 18:14,9260,乗客アプリ（地図から）,4845,178,8,2,,2018/11/3 18:40,2018/11/3 18:48,35.447546 139.64358,横浜開港資料館,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 18:40,2018/11/3 18:41,2018/11/3 18:55,2018/11/3 18:56,,2018/11/3 18:14,0:07:56,0:15:52,,00,26,,,2018/11/3 18:14,2018/11/3 18:48,43407.759722222243407.7833333333,#N/A,,,,
★,-,18,2018/11/3 18:15,9261,乗客アプリ（地図から）,3674,203,10,1,,2018/11/3 18:40,2018/11/3 18:58,35.443659 139.650847,横浜マリンタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/3 18:41,2018/11/3 18:41,2018/11/3 19:02,2018/11/3 19:03,2018/11/3 18:25,2018/11/3 18:25,0:18:30,0:18:30,,00,14,,,2018/11/3 18:15,2018/11/3 18:58,43407.760416666743407.7902777778,#N/A,,,,
-,-,18,2018/11/3 18:20,9263,まちかど端末（店舗から）,0,208,2,2,,2018/11/3 18:24,2018/11/3 18:33,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/3 18:23,2018/11/3 18:23,2018/11/3 18:34,2018/11/3 18:35,,2018/11/3 18:20,0:09:03,0:18:06,,00,03,,,2018/11/3 18:20,2018/11/3 18:33,43407.763888888943407.7729166667,#N/A,,,,
-,-,18,2018/11/3 18:20,9264,まちかど端末（店舗から）,0,67,2,1,,2018/11/3 18:38,2018/11/3 18:43,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/3 18:42,2018/11/3 18:42,2018/11/3 18:49,2018/11/3 18:50,,2018/11/3 18:20,0:05:16,0:05:16,,00,17,,,2018/11/3 18:20,2018/11/3 18:43,43407.763888888943407.7798611111,#N/A,,,,
-,-,18,2018/11/3 18:22,9265,乗客アプリ（目的地から）,1747,929,7,1,,2018/11/3 18:28,2018/11/3 18:39,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:36,2018/11/3 18:36,2018/11/3 18:51,2018/11/3 18:51,,2018/11/3 18:22,0:11:31,0:11:31,,00,05,,,2018/11/3 18:22,2018/11/3 18:39,43407.765277777843407.7770833333,#N/A,,,,
★,-,18,2018/11/3 18:25,9267,乗客アプリ（地図から）,1902,234,3,1,,2018/11/3 18:32,2018/11/3 18:41,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/3 18:35,2018/11/3 18:35,2018/11/3 18:43,2018/11/3 18:43,2018/11/3 18:35,2018/11/3 18:35,0:08:40,0:08:40,,00,00,,,2018/11/3 18:25,2018/11/3 18:41,43407.767361111143407.7784722222,#N/A,,,,
-,-,18,2018/11/3 18:26,9271,乗客アプリ（目的地から）,2715,408,1,2,,2018/11/3 18:48,2018/11/3 19:07,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 18:52,2018/11/3 18:52,2018/11/3 19:09,2018/11/3 19:12,,2018/11/3 18:26,0:18:45,0:37:30,,00,22,,,2018/11/3 18:26,2018/11/3 19:07,43407.768055555643407.7965277778,#N/A,,,,
★,-,18,2018/11/3 18:27,9272,乗客アプリ（目的地から）,4891,680,2,2,,2018/11/3 18:50,2018/11/3 19:03,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 18:59,2018/11/3 18:59,2018/11/3 19:10,2018/11/3 19:12,2018/11/3 18:37,2018/11/3 18:37,0:13:35,0:27:10,,00,12,,,2018/11/3 18:27,2018/11/3 19:03,43407.7687543407.79375,#N/A,,,,
-,-,18,2018/11/3 18:30,9276,乗客アプリ（地図から）,4496,88,7,4,,2018/11/3 18:41,2018/11/3 18:47,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/3 18:44,2018/11/3 18:44,2018/11/3 18:54,2018/11/3 18:54,,2018/11/3 18:30,0:06:18,0:25:12,,00,10,,,2018/11/3 18:30,2018/11/3 18:47,43407.770833333343407.7826388889,#N/A,,,,
-,-,18,2018/11/3 18:39,9281,乗客アプリ（地図から）,4146,60,10,2,,2018/11/3 18:46,2018/11/3 19:03,35.447546 139.64358,横浜開港資料館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 18:45,2018/11/3 18:45,2018/11/3 19:08,2018/11/3 19:11,,2018/11/3 18:39,0:16:24,0:32:48,,00,07,,,2018/11/3 18:39,2018/11/3 19:03,43407.777083333343407.79375,#N/A,,,,
-,-,18,2018/11/3 18:41,9282,まちかど端末（乗降ポイントから）,0,166,9,4,,2018/11/3 18:53,2018/11/3 19:05,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/11/3 18:56,2018/11/3 18:56,2018/11/3 19:14,2018/11/3 19:15,,2018/11/3 18:41,0:11:49,0:47:16,,00,11,,,2018/11/3 18:41,2018/11/3 19:05,43407.778472222243407.7951388889,#N/A,,,,
-,-,18,2018/11/3 18:43,9283,まちかど端末（乗降ポイントから）,0,887,3,2,,2018/11/3 19:04,2018/11/3 19:09,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/3 19:05,2018/11/3 19:05,2018/11/3 19:14,2018/11/3 19:14,,2018/11/3 18:43,0:05:36,0:11:12,,00,20,,,2018/11/3 18:43,2018/11/3 19:09,43407.779861111143407.7979166667,#N/A,,,,
-,-,18,2018/11/3 18:45,9286,乗客アプリ（地図から）,4442,908,4,2,,2018/11/3 18:56,2018/11/3 19:03,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/3 18:50,2018/11/3 18:52,2018/11/3 18:56,2018/11/3 18:58,,2018/11/3 18:45,0:06:15,0:12:30,,06,11,,,2018/11/3 18:45,2018/11/3 19:03,43407.7812543407.79375,#N/A,,,,
★,-,18,2018/11/3 18:47,9287,乗客アプリ（目的地から）,3401,724,1,1,,2018/11/3 18:55,2018/11/3 19:07,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/3 18:57,2018/11/3 18:57,2018/11/3 19:11,2018/11/3 19:11,2018/11/3 18:57,2018/11/3 18:57,0:12:03,0:12:03,,00,00,,,2018/11/3 18:47,2018/11/3 19:07,43407.782638888943407.7965277778,#N/A,,,,
-,-,18,2018/11/3 18:47,9288,まちかど端末（乗降ポイントから）,0,20,8,3,,2018/11/3 18:58,2018/11/3 19:11,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 19:02,2018/11/3 19:02,2018/11/3 19:13,2018/11/3 19:13,,2018/11/3 18:47,0:13:10,0:39:30,,00,11,,,2018/11/3 18:47,2018/11/3 19:11,43407.782638888943407.7993055556,#N/A,,,,
-,-,18,2018/11/3 18:48,9289,乗客アプリ（目的地から）,2465,193,4,1,,2018/11/3 19:07,2018/11/3 19:22,35.441441 139.648505,横浜中華街朱雀門,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 19:01,2018/11/3 19:08,2018/11/3 19:12,2018/11/3 19:26,,2018/11/3 18:48,0:14:35,0:14:35,,06,19,,,2018/11/3 18:48,2018/11/3 19:22,43407.783333333343407.8069444444,#N/A,,,,
-,-,18,2018/11/3 18:49,9290,まちかど端末（店舗から）,0,530,2,1,,2018/11/3 18:55,2018/11/3 19:03,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 19:01,2018/11/3 19:01,2018/11/3 19:11,2018/11/3 19:12,,2018/11/3 18:49,0:07:30,0:07:30,,00,06,,,2018/11/3 18:49,2018/11/3 19:03,43407.784027777843407.79375,#N/A,,,,
-,-,18,2018/11/3 18:51,9292,乗客アプリWeb（目的地から）,4793,402,4,1,,2018/11/3 19:04,2018/11/3 19:21,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/3 19:06,2018/11/3 19:06,2018/11/3 19:15,2018/11/3 19:15,,2018/11/3 18:51,0:17:40,0:17:40,,00,12,,,2018/11/3 18:51,2018/11/3 19:21,43407.785416666743407.80625,#N/A,,,,
-,-,18,2018/11/3 18:51,9294,まちかど端末（店舗から）,0,49,2,3,,2018/11/3 18:54,2018/11/3 19:10,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/3 19:02,2018/11/3 19:02,2018/11/3 19:23,2018/11/3 19:23,,2018/11/3 18:51,0:15:43,0:47:09,,00,03,,,2018/11/3 18:51,2018/11/3 19:10,43407.785416666743407.7986111111,#N/A,,,,
-,-,18,2018/11/3 18:53,9295,乗客アプリ（目的地から）,4931,245,9,2,,2018/11/3 19:16,2018/11/3 19:20,35.443704 139.651332,ホテルメルパルク横浜,35.447541 139.644914,シルク博物館,2018/11/3 19:17,2018/11/3 19:17,2018/11/3 19:22,2018/11/3 19:22,,2018/11/3 18:53,0:04:00,0:08:00,,00,23,,,2018/11/3 18:53,2018/11/3 19:20,43407.786805555643407.8055555556,#N/A,,,,
