,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,
-,-,13,2018/11/10 13:50,105-566-SNOW 112-709-SUN 113-659-SUN 107-232-SNOW,11968,まちかど端末（乗降ポイントから）,0,679,9,4,,2018/11/10 14:08,2018/11/10 14:15,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 14:07,2018/11/10 14:07,2018/11/10 14:17,2018/11/10 14:17,,2018/11/10 13:50,0:07:18,0:29:12,,00,17,,,2018/11/10 13:50,2018/11/10 14:15,43414.576388888943414.59375,#N/A,,,
-,-,13,2018/11/10 13:51,167-495-CAKE,11969,乗客アプリWeb（地図から）,5757,364,10,1,,2018/11/10 13:59,2018/11/10 14:08,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 14:04,2018/11/10 14:04,2018/11/10 14:13,2018/11/10 14:13,,2018/11/10 13:51,0:08:16,0:08:16,,00,08,,,2018/11/10 13:51,2018/11/10 14:08,43414.577083333343414.5888888889,#N/A,,,
-,-,13,2018/11/10 13:51,064-144-BANANA 064-143-BANANA 064-629-BANANA,11970,乗客アプリ（地図から）,3845,71,11,3,,2018/11/10 13:58,2018/11/10 14:05,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 13:54,2018/11/10 13:54,2018/11/10 14:01,2018/11/10 14:01,,2018/11/10 13:51,0:06:41,0:20:03,,04,07,,,2018/11/10 13:51,2018/11/10 14:05,43414.577083333343414.5868055556,否定的,,,
-,-,13,2018/11/10 13:54,019-097-RED 019-099-RED 019-098-RED 019-095-RED 019-096-RED 019-094-RED,11971,まちかど端末（乗降ポイントから）,0,58,4,6,,2018/11/10 14:09,2018/11/10 14:21,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/11/10 14:18,2018/11/10 14:18,2018/11/10 14:42,2018/11/10 14:42,,2018/11/10 13:54,0:12:16,1:13:36,,00,15,,,2018/11/10 13:54,2018/11/10 14:21,43414.579166666743414.5979166667,肯定的,,,
-,-,13,2018/11/10 13:55,063-105-BANANA 064-630-BANANA 064-631-BANANA 064-632-BANANA,11973,まちかど端末（店舗から）,0,237,1,4,,2018/11/10 14:13,2018/11/10 14:33,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/10 14:10,2018/11/10 14:10,2018/11/10 14:29,2018/11/10 14:29,,2018/11/10 13:55,0:20:42,1:22:48,,02,17,,,2018/11/10 13:55,2018/11/10 14:33,43414.579861111143414.60625,#N/A,,,
-,-,13,2018/11/10 13:57,107-275-SNOW 114-096-SUN,11975,まちかど端末（店舗から）,0,41,6,2,,2018/11/10 14:06,2018/11/10 14:09,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 14:07,2018/11/10 14:07,2018/11/10 14:12,2018/11/10 14:12,,2018/11/10 13:57,0:03:20,0:06:40,,00,08,,,2018/11/10 13:57,2018/11/10 14:09,43414.5812543414.5895833333,#N/A,,,
★,☆,13,2018/11/10 12:14,023-457-GREEN 023-470-GREEN,11864,乗客アプリ（目的地から）,4451,704,1,2,2018/11/10 12:14,,,35.454389 139.630904,横浜ランドマークタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/10 13:14,,2018/11/10 13:23,,2018/11/10 13:14,2018/11/10 13:14,0:00:00,0:00:00,,00,00,,,2018/11/10 12:14,1900/1/0 0:00,43414.50972222220,#N/A,,,
-,☆,13,2018/11/10 13:02,112-657-SUN,11916,乗客アプリ（地図から）,2953,50,8,1,2018/11/10 13:05,,,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 13:23,,2018/11/10 13:43,,,2018/11/10 13:02,0:00:00,0:00:00,,00,20,,,2018/11/10 13:02,1900/1/0 0:00,43414.54305555560,#N/A,,,
-,☆,13,2018/11/10 13:07,019-236-RED 019-232-RED,11921,乗客アプリ（地図から）,5749,479,9,2,2018/11/10 13:08,,,35.443659 139.650847,横浜マリンタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 13:26,,2018/11/10 13:34,,,2018/11/10 13:07,0:00:00,0:00:00,,00,,,,2018/11/10 13:07,1900/1/0 0:00,43414.54652777780,#N/A,※190行と同一人物と思われるため一番短いものを採用,,
★,☆,13,2018/11/10 13:08,106-148-SNOW 106-149-SNOW,11923,乗客アプリ（地図から）,4855,858,1,2,2018/11/10 13:09,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/10 13:18,,2018/11/10 13:25,,2018/11/10 13:18,2018/11/10 13:18,0:00:00,0:00:00,,00,00,,,2018/11/10 13:08,1900/1/0 0:00,43414.54722222220,#N/A,,,
-,☆,13,2018/11/10 13:09,019-236-RED,11924,乗客アプリ（地図から）,5749,11,9,1,2018/11/10 13:09,,,35.443659 139.650847,横浜マリンタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 13:23,,2018/11/10 13:30,,,2018/11/10 13:09,0:00:00,0:00:00,,00,14,,,2018/11/10 13:09,1900/1/0 0:00,43414.54791666670,#N/A,※188行と同一人物と思われるため一番短いものを採用,,
-,☆,13,2018/11/10 13:15,030-435-YELLOW 030-436-YELLOW,11934,まちかど端末（乗降ポイントから）,0,193,1,2,2018/11/10 13:17,,,35.454389 139.630904,横浜ランドマークタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/10 13:47,,2018/11/10 14:03,,,2018/11/10 13:15,0:00:00,0:00:00,,00,32,,,2018/11/10 13:15,1900/1/0 0:00,43414.55208333330,#N/A,,,
-,☆,13,2018/11/10 13:16,063-532-BANANA,11935,乗客アプリ（地図から）,5736,932,13,1,2018/11/10 13:16,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441441 139.648505,横浜中華街朱雀門,2018/11/10 13:30,,2018/11/10 13:47,,,2018/11/10 13:16,0:00:00,0:00:00,,00,14,,,2018/11/10 13:16,1900/1/0 0:00,43414.55277777780,#N/A,,,
-,☆,13,2018/11/10 13:19,166-566-agekke,11937,まちかど端末（乗降ポイントから）,0,258,1,1,2018/11/10 13:34,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 13:28,,2018/11/10 13:35,,,2018/11/10 13:19,0:00:00,0:00:00,,00,14,,,2018/11/10 13:19,1900/1/0 0:00,43414.55486111110,#N/A,,,
★,☆,13,2018/11/10 13:20,106-148-SNOW 106-149-SNOW,11938,乗客アプリ（地図から）,4855,430,10,2,2018/11/10 13:21,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/10 13:41,,2018/11/10 13:49,,2018/11/10 13:30,2018/11/10 13:30,0:00:00,0:00:00,,00,11,,,2018/11/10 13:20,1900/1/0 0:00,43414.55555555560,#N/A,※196行と同一人物と思われるため一番短いものを採用,,
-,☆,13,2018/11/10 13:21,063-534-BANANA 063-532-BANANA,11939,乗客アプリ（地図から）,5736,3,13,2,2018/11/10 13:41,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/10 13:46,,2018/11/10 14:02,,,2018/11/10 13:21,0:00:00,0:00:00,,00,24,,,2018/11/10 13:21,1900/1/0 0:00,43414.556250,#N/A,,,
-,☆,13,2018/11/10 13:21,106-148-SNOW 106-149-SNOW,11941,乗客アプリ（地図から）,4855,107,10,2,2018/11/10 13:22,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/10 13:41,,2018/11/10 13:48,,,2018/11/10 13:21,0:00:00,0:00:00,,00,,,,2018/11/10 13:21,1900/1/0 0:00,43414.556250,#N/A,※194行と同一人物と思われるため一番短いものを採用,,
-,☆,13,2018/11/10 13:21,018-392-RED,11940,乗客アプリ（地図から）,3738,138,3,1,2018/11/10 13:22,,,35.441002 139.650809,横浜元町ショッピングストリート,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 13:24,,2018/11/10 13:40,,,2018/11/10 13:21,0:00:00,0:00:00,,00,03,,,2018/11/10 13:21,1900/1/0 0:00,43414.556250,#N/A,,,
-,☆,13,2018/11/10 13:25,062-544-BANANA 074-563-ORANGE,11943,乗客アプリ（地図から）,5726,647,10,2,2018/11/10 13:25,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/10 13:48,,2018/11/10 13:55,,,2018/11/10 13:25,0:00:00,0:00:00,,00,22,,,2018/11/10 13:25,1900/1/0 0:00,43414.55902777780,#N/A,,,
-,☆,13,2018/11/10 13:36,107-240-SNOW 113-633-SUN 113-943-SUN,11952,乗客アプリ（地図から）,5119,607,3,3,2018/11/10 14:04,,,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/10 13:57,,2018/11/10 14:15,,,2018/11/10 13:36,0:00:00,0:00:00,,00,27,,,2018/11/10 13:36,1900/1/0 0:00,43414.56666666670,#N/A,,,
★,☆,13,2018/11/10 13:36,057-407-STRAWBERRY 067-077-BANANA,11953,乗客アプリ（地図から）,2568,82,5,2,2018/11/10 13:37,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/10 13:57,,2018/11/10 14:18,,2018/11/10 13:46,2018/11/10 13:46,0:00:00,0:00:00,,00,10,,,2018/11/10 13:36,1900/1/0 0:00,43414.56666666670,#N/A,,,
-,☆,13,2018/11/10 13:37,063-125-BANANA,11954,まちかど端末（店舗から）,0,705,10,1,2018/11/10 13:37,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/10 13:55,,2018/11/10 14:09,,,2018/11/10 13:37,0:00:00,0:00:00,,00,18,,,2018/11/10 13:37,1900/1/0 0:00,43414.56736111110,#N/A,,,
★,☆,13,2018/11/10 13:43,025-859-GREEN,11960,乗客アプリ（地図から）,4540,197,13,1,2018/11/10 13:43,,,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 13:53,,2018/11/10 14:25,,2018/11/10 13:53,2018/11/10 13:53,0:00:00,0:00:00,,00,00,,,2018/11/10 13:43,1900/1/0 0:00,43414.57152777780,#N/A,,,
-,☆,13,2018/11/10 13:45,064-144-BANANA 064-143-BANANA 064-629-BANANA,11963,乗客アプリ（地図から）,3845,948,10,3,2018/11/10 13:50,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/10 13:49,,2018/11/10 13:56,,,2018/11/10 13:45,0:00:00,0:00:00,,00,05,,,2018/11/10 13:45,1900/1/0 0:00,43414.57291666670,#N/A,,,
-,☆,13,2018/11/10 13:48,015-846-RED 015-854-RED 018-435-RED 018-436-RED,11966,まちかど端末（乗降ポイントから）,0,982,9,4,2018/11/10 13:49,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/10 14:11,,2018/11/10 14:21,,,2018/11/10 13:48,0:00:00,0:00:00,,00,23,,,2018/11/10 13:48,1900/1/0 0:00,43414.5750,#N/A,,,
★,-,14,2018/11/10 13:08,022-191-GREEN,11922,乗客アプリ（目的地から）,2400,338,2,1,,2018/11/10 14:05,2018/11/10 14:10,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/10 14:08,2018/11/10 14:08,2018/11/10 14:17,2018/11/10 14:17,2018/11/10 14:08,2018/11/10 14:08,0:05:28,0:05:28,828,00,00,13,13,2018/11/10 13:08,2018/11/10 14:10,43414.547222222243414.5902777778,#N/A,,,
★,-,14,2018/11/10 13:38,057-407-STRAWBERRY 067-077-BANANA,11956,乗客アプリ（地図から）,2568,325,8,2,,2018/11/10 14:32,2018/11/10 14:55,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/10 14:38,2018/11/10 14:38,2018/11/10 15:00,2018/11/10 15:08,2018/11/10 14:38,2018/11/10 14:38,0:22:26,0:44:52,,00,00,,,2018/11/10 13:38,2018/11/10 14:55,43414.568055555643414.6215277778,#N/A,,,
★,-,14,2018/11/10 13:55,050-553-STRAWBERRY 050-554-STRAWBERRY,11972,乗客アプリ（簡単予約）,5464,790,13,2,,2018/11/10 14:06,2018/11/10 14:19,35.441441 139.648505,横浜中華街朱雀門,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/10 14:05,2018/11/10 14:05,2018/11/10 14:19,2018/11/10 14:19,2018/11/10 14:05,2018/11/10 14:05,0:12:42,0:25:24,,00,00,,,2018/11/10 13:55,2018/11/10 14:19,43414.579861111143414.5965277778,#N/A,,,
★,-,14,2018/11/10 13:57,025-859-GREEN,11974,乗客アプリ（地図から）,4540,635,5,1,,2018/11/10 14:01,2018/11/10 14:14,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 14:07,2018/11/10 14:07,2018/11/10 14:26,2018/11/10 14:26,2018/11/10 14:07,2018/11/10 14:07,0:13:11,0:13:11,,00,00,,,2018/11/10 13:57,2018/11/10 14:14,43414.5812543414.5930555556,#N/A,,,
-,-,14,2018/11/10 14:04,027-130-GREEN 027-131-GREEN,11977,まちかど端末（乗降ポイントから）,0,491,3,2,,2018/11/10 14:15,2018/11/10 14:31,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/10 14:19,2018/11/10 14:19,2018/11/10 14:41,2018/11/10 14:41,,2018/11/10 14:04,0:15:52,0:31:44,,00,10,,,2018/11/10 14:04,2018/11/10 14:31,43414.586111111143414.6048611111,#N/A,,,
-,-,14,2018/11/10 14:05,107-240-SNOW 113-633-SUN 113-943-SUN,11978,乗客アプリ（地図から）,5119,721,10,3,,2018/11/10 14:16,2018/11/10 14:36,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/10 14:14,2018/11/10 14:14,2018/11/10 14:32,2018/11/10 14:32,,2018/11/10 14:05,0:19:06,0:57:18,,02,11,,,2018/11/10 14:05,2018/11/10 14:36,43414.586805555643414.6083333333,#N/A,,,
-,-,14,2018/11/10 14:05,167-478-CAKE,11979,乗客アプリWeb（簡単予約）,5717,627,5,4,,2018/11/10 14:25,2018/11/10 14:32,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 14:23,2018/11/10 14:24,2018/11/10 14:37,2018/11/10 14:38,,2018/11/10 14:05,0:07:08,0:28:32,,01,19,,,2018/11/10 14:05,2018/11/10 14:32,43414.586805555643414.6055555556,#N/A,,,
-,-,14,2018/11/10 14:08,102-474-SNOW,11981,乗客アプリ（簡単予約）,5646,611,7,1,,2018/11/10 14:16,2018/11/10 14:28,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/10 14:21,2018/11/10 14:21,2018/11/10 14:36,2018/11/10 14:36,,2018/11/10 14:08,0:11:41,0:11:41,,00,08,,,2018/11/10 14:08,2018/11/10 14:28,43414.588888888943414.6027777778,肯定的,,,
-,-,14,2018/11/10 14:09,112-710-SUN 063-101-BANANA,11982,まちかど端末（乗降ポイントから）,0,68,2,2,,2018/11/10 14:19,2018/11/10 14:24,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/10 14:20,2018/11/10 14:20,2018/11/10 14:28,2018/11/10 14:28,,2018/11/10 14:09,0:05:21,0:10:42,,00,10,,,2018/11/10 14:09,2018/11/10 14:24,43414.589583333343414.6,#N/A,,,
-,-,14,2018/11/10 14:13,167-491-CAKE,11985,乗客アプリ（地図から）,5735,692,11,2,,2018/11/10 14:21,2018/11/10 14:26,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 14:25,2018/11/10 14:25,2018/11/10 14:34,2018/11/10 14:34,,2018/11/10 14:13,0:04:33,0:09:06,,00,08,,,2018/11/10 14:13,2018/11/10 14:26,43414.592361111143414.6013888889,肯定的,,,
-,-,14,2018/11/10 14:14,063-665-BANANA 063-847-BANANA,11986,乗客アプリ（地図から）,3336,827,13,2,,2018/11/10 14:28,2018/11/10 14:36,35.443908 139.635249,イセザキ・モール,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 14:28,2018/11/10 14:28,2018/11/10 14:40,2018/11/10 14:40,,2018/11/10 14:14,0:08:46,0:17:32,,00,13,,,2018/11/10 14:14,2018/11/10 14:36,43414.593055555643414.6083333333,#N/A,,,
-,-,14,2018/11/10 14:15,105-564-SNOW,11987,まちかど端末（店舗から）,0,131,9,1,,2018/11/10 14:23,2018/11/10 14:39,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/10 14:20,2018/11/10 14:23,2018/11/10 14:33,2018/11/10 14:38,,2018/11/10 14:15,0:15:54,0:15:54,,02,07,,,2018/11/10 14:15,2018/11/10 14:39,43414.5937543414.6104166667,#N/A,,,
-,-,14,2018/11/10 14:17,030-437-YELLOW 018-234-RED,11988,乗客アプリ（地図から）,5367,991,10,2,,2018/11/10 14:21,2018/11/10 14:25,35.454389 139.630904,横浜ランドマークタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/10 14:24,2018/11/10 14:24,2018/11/10 14:33,2018/11/10 14:33,,2018/11/10 14:17,0:03:33,0:07:06,,00,04,,,2018/11/10 14:17,2018/11/10 14:25,43414.595138888943414.6006944444,#N/A,,,
-,-,14,2018/11/10 14:18,009-309-BLUE,11989,乗客アプリ（目的地から）,2530,33,4,1,,2018/11/10 14:27,2018/11/10 14:35,35.445857 139.647636,ホテルモントレ横浜,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 14:28,2018/11/10 14:28,2018/11/10 14:41,2018/11/10 14:41,,2018/11/10 14:18,0:07:07,0:07:07,,00,09,,,2018/11/10 14:18,2018/11/10 14:35,43414.595833333343414.6076388889,#N/A,,,
-,-,14,2018/11/10 14:20,062-734-BANANA 062-740-BANANA,11991,まちかど端末（店舗から）,0,936,9,2,,2018/11/10 14:29,2018/11/10 14:44,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454389 139.630904,横浜ランドマークタワー,2018/11/10 14:31,2018/11/10 14:31,2018/11/10 14:47,2018/11/10 14:48,,2018/11/10 14:20,0:15:23,0:30:46,,00,08,,,2018/11/10 14:20,2018/11/10 14:44,43414.597222222243414.6138888889,#N/A,,,
-,-,14,2018/11/10 14:22,019-424-RED,11995,まちかど端末（乗降ポイントから）,0,800,6,1,,2018/11/10 14:32,2018/11/10 14:52,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 14:31,2018/11/10 14:31,2018/11/10 14:44,2018/11/10 14:48,,2018/11/10 14:22,0:19:24,0:19:24,,01,10,,,2018/11/10 14:22,2018/11/10 14:52,43414.598611111143414.6194444444,時刻かぶり,,,
-,-,14,2018/11/10 14:22,018-505-RED,11997,乗客アプリ（地図から）,5685,603,6,1,,2018/11/10 14:45,2018/11/10 14:52,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/10 14:35,2018/11/10 14:35,2018/11/10 14:47,2018/11/10 14:47,,2018/11/10 14:22,0:07:04,0:07:04,,09,22,,,2018/11/10 14:22,2018/11/10 14:52,43414.598611111143414.6194444444,肯定的,,,
-,-,14,2018/11/10 14:24,064-644-BANANA,11999,乗客アプリ（地図から）,3674,741,10,1,,2018/11/10 14:43,2018/11/10 14:52,35.443659 139.650847,横浜マリンタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/10 14:45,2018/11/10 14:45,2018/11/10 14:55,2018/11/10 14:55,,2018/11/10 14:24,0:08:59,0:08:59,,00,19,,,2018/11/10 14:24,2018/11/10 14:52,43414.643414.6194444444,#N/A,,,
-,-,14,2018/11/10 14:24,028-571-GREEN,12000,乗客アプリ（目的地から）,3162,293,8,1,,2018/11/10 14:28,2018/11/10 14:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/10 14:29,2018/11/10 14:29,2018/11/10 14:56,2018/11/10 14:56,,2018/11/10 14:24,0:16:35,0:16:35,,00,04,,,2018/11/10 14:24,2018/11/10 14:45,43414.643414.6145833333,#N/A,,,
★,-,14,2018/11/10 14:24,073-238-ORANGE 073-239-ORANGE,12002,乗客アプリ（地図から）,4156,490,9,2,,2018/11/10 14:40,2018/11/10 14:51,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/10 14:38,2018/11/10 14:38,2018/11/10 15:00,2018/11/10 15:00,2018/11/10 14:34,2018/11/10 14:34,0:11:31,0:23:02,,02,05,,,2018/11/10 14:24,2018/11/10 14:51,43414.643414.61875,#N/A,,,
-,-,14,2018/11/10 14:24,114-025-SUN,12001,乗客アプリ（目的地から）,5703,754,5,1,,2018/11/10 14:32,2018/11/10 15:02,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/10 14:38,2018/11/10 14:38,2018/11/10 14:51,2018/11/10 14:51,,2018/11/10 14:24,0:29:55,0:29:55,,00,08,,,2018/11/10 14:24,2018/11/10 15:02,43414.643414.6263888889,#N/A,,,
-,-,14,2018/11/10 14:27,051-658-STRAWBERRY 066-966-BANANA,12004,乗客アプリ（地図から）,4860,2,1,2,,2018/11/10 14:51,2018/11/10 14:59,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/11/10 14:49,2018/11/10 14:50,2018/11/10 15:00,2018/11/10 15:01,,2018/11/10 14:27,0:08:01,0:16:02,,02,23,,,2018/11/10 14:27,2018/11/10 14:59,43414.602083333343414.6243055556,#N/A,,,
-,-,14,2018/11/10 14:31,110-585-SUN,12005,乗客アプリ（地図から）,3445,696,7,1,,2018/11/10 14:35,2018/11/10 14:46,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/10 14:33,2018/11/10 14:33,2018/11/10 14:42,2018/11/10 14:42,,2018/11/10 14:31,0:10:34,0:10:34,,01,03,,,2018/11/10 14:31,2018/11/10 14:46,43414.604861111143414.6152777778,肯定的,,,
