,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,日時,降車時間,合成キー,評価,計算用ダミー,
★,☆,16,2018/11/1 15:33,8239,まちかど端末（店舗から）,0,250,3,1,2018/11/1 15:34,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 16:33,,2018/11/1 16:44,,2018/11/1 16:33,2018/11/1 16:33,0:00:00,0:00:00,,00,00,,,2018/11/1 15:33,1900/1/0 0:00,43405.64791666670,#N/A,,
-,☆,16,2018/11/1 16:03,8259,まちかど端末（乗降ポイントから）,0,946,6,2,2018/11/1 16:03,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 16:19,,2018/11/1 16:35,,,2018/11/1 16:03,0:00:00,0:00:00,,00,,,,2018/11/1 16:03,1900/1/0 0:00,43405.668750,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/1 16:04,8261,まちかど端末（乗降ポイントから）,0,519,5,2,2018/11/1 16:05,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 16:20,,2018/11/1 16:36,,,2018/11/1 16:04,0:00:00,0:00:00,,00,,,,2018/11/1 16:04,1900/1/0 0:00,43405.66944444440,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/1 16:05,8262,まちかど端末（乗降ポイントから）,0,677,5,2,2018/11/1 16:06,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 16:14,,2018/11/1 16:35,,,2018/11/1 16:05,0:00:00,0:00:00,,00,08,,,2018/11/1 16:05,1900/1/0 0:00,43405.67013888890,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
★,☆,16,2018/11/1 16:09,8265,乗客アプリ（地図から）,2051,712,1,1,2018/11/1 16:37,,,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 16:39,,2018/11/1 16:51,,2018/11/1 16:39,2018/11/1 16:39,0:00:00,0:00:00,,00,00,,,2018/11/1 16:09,1900/1/0 0:00,43405.67291666670,#N/A,,
-,☆,16,2018/11/1 16:10,8266,まちかど端末（乗降ポイントから）,0,926,5,2,2018/11/1 16:11,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/1 16:20,,2018/11/1 16:36,,,2018/11/1 16:10,0:00:00,0:00:00,,00,10,,,2018/11/1 16:10,1900/1/0 0:00,43405.67361111110,#N/A,,
-,☆,16,2018/11/1 16:15,8269,乗客アプリ（目的地から）,2801,682,4,1,2018/11/1 16:15,,,35.443908 139.635249,イセザキ・モール,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/1 16:27,,2018/11/1 16:33,,,2018/11/1 16:15,0:00:00,0:00:00,,00,11,,,2018/11/1 16:15,1900/1/0 0:00,43405.67708333330,#N/A,,
-,☆,16,2018/11/1 16:15,8271,まちかど端末（店舗から）,0,930,7,1,2018/11/1 16:24,,,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 16:23,,2018/11/1 16:38,,,2018/11/1 16:15,0:00:00,0:00:00,,00,09,,,2018/11/1 16:15,1900/1/0 0:00,43405.67708333330,#N/A,,
-,☆,16,2018/11/1 16:17,8275,乗客アプリ（目的地から）,4363,914,4,1,2018/11/1 16:20,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448676 139.635696,横浜平和プラザホテル,2018/11/1 16:29,,2018/11/1 16:37,,,2018/11/1 16:17,0:00:00,0:00:00,,00,,,,2018/11/1 16:17,1900/1/0 0:00,43405.67847222220,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/1 16:20,8278,乗客アプリ（目的地から）,4363,179,1,1,2018/11/1 16:21,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/1 16:28,,2018/11/1 16:57,,,2018/11/1 16:20,0:00:00,0:00:00,,00,,,,2018/11/1 16:20,1900/1/0 0:00,43405.68055555560,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
-,☆,16,2018/11/1 16:21,8279,乗客アプリ（目的地から）,4363,319,1,1,2018/11/1 16:28,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/1 16:28,,2018/11/1 17:00,,,2018/11/1 16:21,0:00:00,0:00:00,,00,07,,,2018/11/1 16:21,1900/1/0 0:00,43405.681250,#N/A,,※同一人物と思われるため一番短い待ち時間を採用
-,-,17,2018/11/1 17:00,8307,まちかど端末（店舗から）,0,315,10,1,,2018/11/1 17:07,2018/11/1 17:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/1 17:11,2018/11/1 17:11,2018/11/1 17:25,2018/11/1 17:25,,2018/11/1 17:00,0:19:34,0:19:34,646,00,06,08,07,2018/11/1 17:00,2018/11/1 17:26,43405.708333333343405.7263888889,#N/A,,
-,-,17,2018/11/1 17:03,8308,乗客アプリ（簡単予約）,3814,141,3,2,,2018/11/1 17:09,2018/11/1 17:26,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/1 17:16,2018/11/1 17:16,2018/11/1 17:32,2018/11/1 17:32,,2018/11/1 17:03,0:16:44,0:33:28,,00,06,,,2018/11/1 17:03,2018/11/1 17:26,43405.710416666743405.7263888889,#N/A,,
-,-,17,2018/11/1 17:06,8309,乗客アプリ（地図から）,1232,588,2,1,,2018/11/1 17:18,2018/11/1 17:30,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 17:17,2018/11/1 17:17,2018/11/1 17:28,2018/11/1 17:28,,2018/11/1 17:06,0:12:38,0:12:38,,00,11,,,2018/11/1 17:06,2018/11/1 17:30,43405.712543405.7291666667,#N/A,,
-,-,17,2018/11/1 17:06,8310,乗客アプリ（地図から）,3321,342,8,3,,2018/11/1 17:20,2018/11/1 17:26,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 17:17,2018/11/1 17:17,2018/11/1 17:32,2018/11/1 17:32,,2018/11/1 17:06,0:05:42,0:17:06,,03,13,,,2018/11/1 17:06,2018/11/1 17:26,43405.712543405.7263888889,#N/A,,
-,-,17,2018/11/1 17:06,8311,乗客アプリ（地図から）,1740,960,5,4,,2018/11/1 17:28,2018/11/1 17:35,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 17:27,2018/11/1 17:27,2018/11/1 17:43,2018/11/1 17:43,,2018/11/1 17:06,0:07:15,0:29:00,,01,22,,,2018/11/1 17:06,2018/11/1 17:35,43405.712543405.7326388889,#N/A,,
★,-,17,2018/11/1 17:06,8312,乗客アプリ（目的地から）,1075,872,8,1,,2018/11/1 18:03,2018/11/1 18:19,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:06,2018/11/1 18:06,2018/11/1 18:28,2018/11/1 18:25,2018/11/1 18:06,2018/11/1 18:06,0:15:34,0:15:34,,00,00,,,2018/11/1 17:06,2018/11/1 18:19,43405.712543405.7631944444,#N/A,,
★,-,17,2018/11/1 17:08,8314,まちかど端末（乗降ポイントから）,0,832,7,1,,2018/11/1 18:08,2018/11/1 18:15,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/1 18:08,2018/11/1 18:08,2018/11/1 18:21,2018/11/1 18:21,2018/11/1 18:08,2018/11/1 18:08,0:07:34,0:07:34,,00,00,,,2018/11/1 17:08,2018/11/1 18:15,43405.713888888943405.7604166667,#N/A,,
-,-,17,2018/11/1 17:08,8315,まちかど端末（店舗から）,0,988,10,1,,2018/11/1 17:15,2018/11/1 17:26,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/1 17:19,2018/11/1 17:19,2018/11/1 17:30,2018/11/1 17:30,,2018/11/1 17:08,0:10:48,0:10:48,,00,07,,,2018/11/1 17:08,2018/11/1 17:26,43405.713888888943405.7263888889,#N/A,,
-,-,17,2018/11/1 17:09,8316,乗客アプリ（目的地から）,4584,370,3,2,,2018/11/1 17:16,2018/11/1 17:33,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 17:19,2018/11/1 17:19,2018/11/1 17:42,2018/11/1 17:42,,2018/11/1 17:09,0:17:45,0:35:30,,00,06,,,2018/11/1 17:09,2018/11/1 17:33,43405.714583333343405.73125,#N/A,,
-,-,17,2018/11/1 17:10,8317,まちかど端末（店舗から）,0,623,9,1,,2018/11/1 17:17,2018/11/1 17:25,35.443073 139.651914,横浜人形の家,35.443908 139.635249,イセザキ・モール,2018/11/1 17:17,2018/11/1 17:19,2018/11/1 17:29,2018/11/1 17:32,,2018/11/1 17:10,0:07:59,0:07:59,,00,07,,,2018/11/1 17:10,2018/11/1 17:25,43405.715277777843405.7256944444,#N/A,,
-,-,17,2018/11/1 17:13,8319,乗客アプリ（地図から）,3598,166,7,2,,2018/11/1 17:22,2018/11/1 17:39,35.445857 139.647636,ホテルモントレ横浜,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 17:20,2018/11/1 17:20,2018/11/1 17:34,2018/11/1 17:46,,2018/11/1 17:13,0:17:09,0:34:18,,01,08,,,2018/11/1 17:13,2018/11/1 17:39,43405.717361111143405.7354166667,肯定的,,
-,-,17,2018/11/1 17:14,8321,乗客アプリ（地図から）,2383,824,4,1,,2018/11/1 17:24,2018/11/1 17:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 17:25,2018/11/1 17:25,2018/11/1 17:33,2018/11/1 17:33,,2018/11/1 17:14,0:06:07,0:06:07,,00,09,,,2018/11/1 17:14,2018/11/1 17:30,43405.718055555643405.7291666667,#N/A,,
-,-,17,2018/11/1 17:14,8322,まちかど端末（乗降ポイントから）,0,98,7,1,,2018/11/1 17:26,2018/11/1 17:32,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 17:24,2018/11/1 17:24,2018/11/1 17:35,2018/11/1 17:35,,2018/11/1 17:14,0:05:29,0:05:29,,02,11,,,2018/11/1 17:14,2018/11/1 17:32,43405.718055555643405.7305555556,#N/A,,
★,-,17,2018/11/1 17:15,8324,乗客アプリ（地図から）,1605,262,9,1,,2018/11/1 17:43,2018/11/1 17:47,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/1 17:45,2018/11/1 17:45,2018/11/1 18:00,2018/11/1 17:56,2018/11/1 17:45,2018/11/1 17:45,0:04:29,0:04:29,,00,00,,,2018/11/1 17:15,2018/11/1 17:47,43405.7187543405.7409722222,#N/A,,
-,-,17,2018/11/1 17:20,8325,まちかど端末（乗降ポイントから）,0,50,10,2,,2018/11/1 17:39,2018/11/1 18:04,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443908 139.635249,イセザキ・モール,2018/11/1 17:40,2018/11/1 17:45,2018/11/1 17:56,2018/11/1 18:10,,2018/11/1 17:20,0:24:38,0:49:16,,00,18,,,2018/11/1 17:20,2018/11/1 18:04,43405.722222222243405.7527777778,#N/A,,
-,-,17,2018/11/1 17:21,8326,まちかど端末（店舗から）,0,945,2,2,,2018/11/1 17:26,2018/11/1 17:39,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/1 17:28,2018/11/1 17:28,2018/11/1 17:43,2018/11/1 17:43,,2018/11/1 17:21,0:13:20,0:26:40,,00,05,,,2018/11/1 17:21,2018/11/1 17:39,43405.722916666743405.7354166667,#N/A,,
-,-,17,2018/11/1 17:23,8327,まちかど端末（店舗から）,0,837,6,2,,2018/11/1 17:26,2018/11/1 17:32,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 17:29,2018/11/1 17:29,2018/11/1 17:37,2018/11/1 17:38,,2018/11/1 17:23,0:06:30,0:13:00,,00,03,,,2018/11/1 17:23,2018/11/1 17:32,43405.724305555643405.7305555556,#N/A,,
-,-,17,2018/11/1 17:24,8328,乗客アプリWeb（地図から）,4634,978,10,3,,2018/11/1 17:29,2018/11/1 17:45,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 17:29,2018/11/1 17:29,2018/11/1 17:55,2018/11/1 17:55,,2018/11/1 17:24,0:15:31,0:46:33,,00,05,,,2018/11/1 17:24,2018/11/1 17:45,43405.72543405.7395833333,#N/A,,
-,-,17,2018/11/1 17:25,8330,まちかど端末（乗降ポイントから）,0,955,6,1,,2018/11/1 17:26,2018/11/1 17:46,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 17:30,2018/11/1 17:30,2018/11/1 17:50,2018/11/1 17:50,,2018/11/1 17:25,0:20:20,0:20:20,,00,01,,,2018/11/1 17:25,2018/11/1 17:46,43405.725694444443405.7402777778,#N/A,,
-,-,17,2018/11/1 17:32,8332,乗客アプリ（地図から）,4363,42,4,1,,2018/11/1 17:39,2018/11/1 17:49,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/1 17:40,2018/11/1 17:40,2018/11/1 17:55,2018/11/1 17:55,,2018/11/1 17:32,0:09:51,0:09:51,,00,06,,,2018/11/1 17:32,2018/11/1 17:49,43405.730555555643405.7423611111,肯定的,,
-,-,17,2018/11/1 17:33,8333,乗客アプリ（目的地から）,3930,992,3,1,,2018/11/1 17:35,2018/11/1 17:43,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/1 17:36,2018/11/1 17:36,2018/11/1 17:56,2018/11/1 17:56,,2018/11/1 17:33,0:07:45,0:07:45,,00,02,,,2018/11/1 17:33,2018/11/1 17:43,43405.7312543405.7381944444,肯定的,,
-,-,17,2018/11/1 17:34,8334,乗客アプリWeb（目的地から）,875,268,6,1,,2018/11/1 17:40,2018/11/1 17:46,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 17:41,2018/11/1 17:41,2018/11/1 17:48,2018/11/1 17:48,,2018/11/1 17:34,0:05:49,0:05:49,,00,06,,,2018/11/1 17:34,2018/11/1 17:46,43405.731944444443405.7402777778,#N/A,,
-,-,17,2018/11/1 17:41,8336,乗客アプリ（目的地から）,1162,354,10,2,,2018/11/1 17:48,2018/11/1 17:57,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/1 17:50,2018/11/1 17:50,2018/11/1 18:02,2018/11/1 18:02,,2018/11/1 17:41,0:09:23,0:18:46,,00,06,,,2018/11/1 17:41,2018/11/1 17:57,43405.736805555643405.7479166667,#N/A,,
★,-,17,2018/11/1 17:41,8337,乗客アプリ（地図から）,2424,249,6,1,,2018/11/1 18:10,2018/11/1 18:18,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/1 18:11,2018/11/1 18:11,2018/11/1 18:20,2018/11/1 18:23,2018/11/1 18:11,2018/11/1 18:11,0:08:19,0:08:19,,00,00,,,2018/11/1 17:41,2018/11/1 18:18,43405.736805555643405.7625,#N/A,,
-,-,17,2018/11/1 17:42,8338,まちかど端末（店舗から）,0,394,5,1,,2018/11/1 17:53,2018/11/1 18:01,35.450681 139.632446,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 17:52,2018/11/1 17:52,2018/11/1 18:05,2018/11/1 18:05,,2018/11/1 17:42,0:07:43,0:07:43,,01,11,,,2018/11/1 17:42,2018/11/1 18:01,43405.737543405.7506944444,#N/A,,
-,-,17,2018/11/1 17:44,8340,まちかど端末（店舗から）,0,865,7,1,,2018/11/1 17:56,2018/11/1 18:15,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:08,2018/11/1 18:08,2018/11/1 18:20,2018/11/1 18:20,,2018/11/1 17:44,0:18:50,0:18:50,,00,12,,,2018/11/1 17:44,2018/11/1 18:15,43405.738888888943405.7604166667,#N/A,,
-,-,17,2018/11/1 17:45,8341,乗客アプリ（目的地から）,4635,491,5,3,,2018/11/1 18:03,2018/11/1 18:12,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 18:05,2018/11/1 18:05,2018/11/1 18:17,2018/11/1 18:20,,2018/11/1 17:45,0:09:22,0:28:06,,00,18,,,2018/11/1 17:45,2018/11/1 18:12,43405.739583333343405.7583333333,#N/A,,
-,-,17,2018/11/1 17:47,8343,まちかど端末（店舗から）,0,900,6,3,,2018/11/1 17:56,2018/11/1 18:15,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/1 17:58,2018/11/1 17:58,2018/11/1 18:19,2018/11/1 18:19,,2018/11/1 17:47,0:19:11,0:57:33,,00,08,,,2018/11/1 17:47,2018/11/1 18:15,43405.740972222243405.7604166667,#N/A,,
-,-,17,2018/11/1 17:54,8346,乗客アプリ（地図から）,3598,831,10,2,,2018/11/1 18:13,2018/11/1 18:17,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/1 18:13,2018/11/1 18:16,2018/11/1 18:26,2018/11/1 18:26,,2018/11/1 17:54,0:04:44,0:09:28,,00,18,,,2018/11/1 17:54,2018/11/1 18:17,43405.745833333343405.7618055556,#N/A,,
★,-,17,2018/11/1 17:56,8350,乗客アプリ（地図から）,4463,637,9,2,,2018/11/1 18:22,2018/11/1 18:46,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.447546 139.64358,横浜開港資料館,2018/11/1 18:26,2018/11/1 18:26,2018/11/1 18:42,2018/11/1 18:47,2018/11/1 18:26,2018/11/1 18:26,0:23:58,0:47:56,,00,00,,,2018/11/1 17:56,2018/11/1 18:46,43405.747222222243405.7819444444,#N/A,,
-,-,17,2018/11/1 17:57,8351,乗客アプリ（地図から）,3445,566,6,1,,2018/11/1 18:02,2018/11/1 18:10,35.448801 139.636702,ホテルルートイン横浜馬車道,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 18:02,2018/11/1 18:02,2018/11/1 18:10,2018/11/1 18:10,,2018/11/1 17:57,0:07:29,0:07:29,,00,05,,,2018/11/1 17:57,2018/11/1 18:10,43405.747916666743405.7569444444,#N/A,,
-,-,17,2018/11/1 17:58,8352,乗客アプリ（地図から）,4434,294,5,1,,2018/11/1 18:07,2018/11/1 18:12,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 18:10,2018/11/1 18:10,2018/11/1 18:19,2018/11/1 18:19,,2018/11/1 17:58,0:05:24,0:05:24,,00,09,,,2018/11/1 17:58,2018/11/1 18:12,43405.748611111143405.7583333333,肯定的,,
-,-,17,2018/11/1 17:58,8354,まちかど端末（乗降ポイントから）,0,312,9,1,,2018/11/1 18:21,2018/11/1 18:39,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/1 18:21,2018/11/1 18:22,2018/11/1 18:38,2018/11/1 18:42,,2018/11/1 17:58,0:17:57,0:17:57,,00,22,,,2018/11/1 17:58,2018/11/1 18:39,43405.748611111143405.7770833333,#N/A,,
-,☆,17,2018/11/1 17:12,8318,乗客アプリ（地図から）,3598,164,7,1,2018/11/1 17:12,,,35.445857 139.647636,ホテルモントレ横浜,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 17:21,,2018/11/1 17:34,,,2018/11/1 17:12,0:00:00,0:00:00,,00,08,,,2018/11/1 17:12,1900/1/0 0:00,43405.71666666670,#N/A,,
-,☆,17,2018/11/1 17:13,8320,まちかど端末（乗降ポイントから）,0,953,6,1,2018/11/1 17:19,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 17:20,,2018/11/1 17:33,,,2018/11/1 17:13,0:00:00,0:00:00,,00,07,,,2018/11/1 17:13,1900/1/0 0:00,43405.71736111110,#N/A,,
★,☆,17,2018/11/1 17:15,8323,乗客アプリ（地図から）,3786,409,6,1,2018/11/1 17:16,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448676 139.635696,横浜平和プラザホテル,2018/11/1 17:45,,2018/11/1 18:00,,2018/11/1 17:45,2018/11/1 17:45,0:00:00,0:00:00,,00,00,,,2018/11/1 17:15,1900/1/0 0:00,43405.718750,#N/A,,
-,☆,17,2018/11/1 17:24,8329,乗客アプリWeb（目的地から）,875,465,3,1,2018/11/1 17:25,,,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 17:28,,2018/11/1 17:35,,,2018/11/1 17:24,0:00:00,0:00:00,,00,03,,,2018/11/1 17:24,1900/1/0 0:00,43405.7250,#N/A,,
-,☆,17,2018/11/1 17:29,8331,乗客アプリ（目的地から）,4363,923,5,1,2018/11/1 17:32,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/1 17:50,,2018/11/1 17:57,,,2018/11/1 17:29,0:00:00,0:00:00,,00,20,,,2018/11/1 17:29,1900/1/0 0:00,43405.72847222220,#N/A,,
-,☆,17,2018/11/1 17:37,8335,乗客アプリ（地図から）,4635,537,8,1,2018/11/1 17:44,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/1 17:44,,2018/11/1 18:02,,,2018/11/1 17:37,0:00:00,0:00:00,,00,06,,,2018/11/1 17:37,1900/1/0 0:00,43405.73402777780,#N/A,,
-,☆,17,2018/11/1 17:43,8339,まちかど端末（店舗から）,0,781,9,1,2018/11/1 17:49,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 18:05,,2018/11/1 18:16,,,2018/11/1 17:43,0:00:00,0:00:00,,00,22,,,2018/11/1 17:43,1900/1/0 0:00,43405.73819444440,#N/A,,
-,☆,17,2018/11/1 17:46,8342,乗客アプリ（地図から）,3598,289,4,2,2018/11/1 17:53,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/1 17:51,,2018/11/1 18:02,,,2018/11/1 17:46,0:00:00,0:00:00,,00,07,,,2018/11/1 17:46,1900/1/0 0:00,43405.74027777780,#N/A,,
-,☆,17,2018/11/1 17:51,8344,まちかど端末（店舗から）,0,649,9,1,2018/11/1 18:05,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/1 17:57,,2018/11/1 18:10,,,2018/11/1 17:51,0:00:00,0:00:00,,00,13,,,2018/11/1 17:51,1900/1/0 0:00,43405.743750,#N/A,,
-,☆,17,2018/11/1 17:54,8345,乗客アプリ（地図から）,3598,108,10,1,2018/11/1 17:54,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/1 18:13,,2018/11/1 18:24,,,2018/11/1 17:54,0:00:00,0:00:00,,00,18,,,2018/11/1 17:54,1900/1/0 0:00,43405.74583333330,#N/A,,
-,☆,17,2018/11/1 17:54,8348,乗客アプリ（地図から）,3445,457,9,1,2018/11/1 17:55,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/1 18:26,,2018/11/1 18:35,,,2018/11/1 17:54,0:00:00,0:00:00,,00,,,,2018/11/1 17:54,1900/1/0 0:00,43405.74583333330,#N/A,,※同一人物と思われるため一番短いものを採用
-,☆,17,2018/11/1 17:55,8349,乗客アプリ（地図から）,3445,461,9,1,2018/11/1 17:55,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/1 18:07,,2018/11/1 18:28,,,2018/11/1 17:55,0:00:00,0:00:00,,00,12,,,2018/11/1 17:55,1900/1/0 0:00,43405.74652777780,#N/A,,※同一人物と思われるため一番短いものを採用
-,☆,17,2018/11/1 17:58,8353,乗客アプリ（目的地から）,4568,824,8,1,2018/11/1 18:00,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:06,,2018/11/1 18:29,,,2018/11/1 17:58,0:00:00,0:00:00,,00,08,,,2018/11/1 17:58,1900/1/0 0:00,43405.74861111110,#N/A,,
-,-,18,2018/11/1 18:02,8355,乗客アプリ（目的地から）,4425,987,8,2,,2018/11/1 18:10,2018/11/1 18:19,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:13,2018/11/1 18:13,2018/11/1 18:26,2018/11/1 18:26,,2018/11/1 18:02,0:09:07,0:18:14,493,00,08,12,10,2018/11/1 18:02,2018/11/1 18:19,43405.751388888943405.7631944444,#N/A,,
-,-,18,2018/11/1 18:03,8356,まちかど端末（店舗から）,0,917,1,1,,2018/11/1 18:12,2018/11/1 18:22,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/1 18:10,2018/11/1 18:14,2018/11/1 18:19,2018/11/1 18:27,,2018/11/1 18:03,0:10:03,0:10:03,,01,08,,,2018/11/1 18:03,2018/11/1 18:22,43405.752083333343405.7652777778,#N/A,,
-,-,18,2018/11/1 18:04,8357,乗客アプリ（地図から）,4631,116,1,4,,2018/11/1 18:33,2018/11/1 18:39,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.447546 139.64358,横浜開港資料館,2018/11/1 18:28,2018/11/1 18:36,2018/11/1 18:43,2018/11/1 18:52,,2018/11/1 18:04,0:06:58,0:27:52,,04,28,,,2018/11/1 18:04,2018/11/1 18:39,43405.752777777843405.7770833333,#N/A,,
