,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,18,2018/11/5 18:57,025-610-GREEN,10162,乗客アプリ（目的地から）,3435,304,1,1,,2018/11/5 18:59,2018/11/5 19:05,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 19:00,2018/11/5 19:00,2018/11/5 19:09,2018/11/5 19:09,,2018/11/5 18:57,0:06:06,0:06:06,,00,01,,,2018/11/5 18:57,2018/11/5 19:05,43409.789583333343409.7951388889,#N/A,,,,
-,-,18,2018/11/5 18:59,022-363-GREEN,10163,乗客アプリ（地図から）,5051,227,4,1,,2018/11/5 19:00,2018/11/5 19:09,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 19:00,2018/11/5 19:00,2018/11/5 19:14,2018/11/5 19:14,,2018/11/5 18:59,0:08:45,0:08:45,,00,01,,,2018/11/5 18:59,2018/11/5 19:09,43409.790972222243409.7979166667,#N/A,,,,
-,☆,18,2018/11/5 18:00,064-491-BANANA 062-842-BANANA,10126,乗客アプリ（目的地から）,5178,108,6,2,2018/11/5 18:01,,,35.453715 139.638133,横浜ワールドポーターズ,35.443659 139.650847,横浜マリンタワー,2018/11/5 18:05,,2018/11/5 18:17,,,2018/11/5 18:00,0:00:00,0:00:00,,00,04,,,2018/11/5 18:00,1900/1/0 0:00,43409.750,#N/A,,,,
-,☆,18,2018/11/5 18:00,167-316-CAKE,10127,乗客アプリWeb（目的地から）,5113,156,1,1,2018/11/5 18:01,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.443908 139.635249,イセザキ・モール,2018/11/5 18:04,,2018/11/5 18:13,,,2018/11/5 18:00,0:00:00,0:00:00,,00,04,,,2018/11/5 18:00,1900/1/0 0:00,43409.750,#N/A,,,,
★,☆,18,2018/11/5 18:29,022-363-GREEN,10145,乗客アプリ（地図から）,5051,759,7,1,2018/11/5 18:42,,,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 18:41,,2018/11/5 18:52,,2018/11/5 18:39,2018/11/5 18:39,0:00:00,0:00:00,,00,03,,,2018/11/5 18:29,1900/1/0 0:00,43409.77013888890,#N/A,,,,
-,☆,18,2018/11/5 18:33,019-781-RED,10149,まちかど端末（乗降ポイントから）,0,736,10,1,2018/11/5 18:36,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/5 18:40,,2018/11/5 18:58,,,2018/11/5 18:33,0:00:00,0:00:00,,00,06,,,2018/11/5 18:33,1900/1/0 0:00,43409.77291666670,#N/A,,,,
★,☆,18,2018/11/5 18:36,167-349-CAKE,10150,乗客アプリWeb（目的地から）,5194,971,10,1,2018/11/5 18:36,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/5 18:46,,2018/11/5 19:00,,2018/11/5 18:46,2018/11/5 18:46,0:00:00,0:00:00,,00,00,,,2018/11/5 18:36,1900/1/0 0:00,43409.7750,#N/A,,,,
-,☆,18,2018/11/5 18:39,072-503-ORANGE,10154,乗客アプリ（地図から）,3445,624,3,1,2018/11/5 18:39,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.453715 139.638133,横浜ワールドポーターズ,2018/11/5 18:55,,2018/11/5 19:00,,,2018/11/5 18:39,0:00:00,0:00:00,,00,15,,,2018/11/5 18:39,1900/1/0 0:00,43409.77708333330,#N/A,,※283行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,18,2018/11/5 18:40,072-503-ORANGE,10155,乗客アプリ（地図から）,3445,917,3,1,2018/11/5 18:40,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.453715 139.638133,横浜ワールドポーターズ,2018/11/5 18:57,,2018/11/5 19:02,,,2018/11/5 18:40,0:00:00,0:00:00,,00,,,,2018/11/5 18:40,1900/1/0 0:00,43409.77777777780,#N/A,,※282行と同一人物と思われるため一番短い待ち時間を採用,,
★,☆,18,2018/11/5 18:48,022-363-GREEN,10158,乗客アプリ（目的地から）,5051,162,2,1,2018/11/5 18:53,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 18:58,,2018/11/5 19:16,,2018/11/5 18:58,2018/11/5 18:58,0:00:00,0:00:00,,00,00,,,2018/11/5 18:48,1900/1/0 0:00,43409.78333333330,#N/A,,※285行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,18,2018/11/5 18:56,022-363-GREEN,10161,乗客アプリ（地図から）,5051,913,4,1,2018/11/5 18:58,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 18:57,,2018/11/5 19:11,,,2018/11/5 18:56,0:00:00,0:00:00,,00,,,,2018/11/5 18:56,1900/1/0 0:00,43409.78888888890,#N/A,,※284行と同一人物と思われるため一番短い待ち時間を採用,,
-,-,19,2018/11/5 19:00,027-838-GREEN,10164,乗客アプリ（目的地から）,1291,372,5,1,,2018/11/5 19:04,2018/11/5 19:11,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/5 19:07,2018/11/5 19:07,2018/11/5 19:18,2018/11/5 19:18,,2018/11/5 19:00,0:06:41,0:06:41,170,00,04,05,05,2018/11/5 19:00,2018/11/5 19:11,43409.791666666743409.7993055556,#N/A,,,,
-,-,19,2018/11/5 19:01,112-266-SUN,10165,乗客アプリ（地図から）,2878,603,3,1,,2018/11/5 19:04,2018/11/5 19:08,35.445857 139.647636,ホテルモントレ横浜,35.443908 139.635249,イセザキ・モール,2018/11/5 19:03,2018/11/5 19:03,2018/11/5 19:11,2018/11/5 19:11,,2018/11/5 19:01,0:04:23,0:04:23,,00,02,,,2018/11/5 19:01,2018/11/5 19:08,43409.792361111143409.7972222222,#N/A,,,,
-,-,19,2018/11/5 19:04,020-125-GREEN 020-134-GREEN 023-335-GREEN 023-332-GREEN 027-126-GREEN,10166,乗客アプリ（目的地から）,3587,902,2,5,,2018/11/5 19:10,2018/11/5 19:15,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 19:06,2018/11/5 19:06,2018/11/5 19:18,2018/11/5 19:18,,2018/11/5 19:04,0:04:56,0:24:40,,03,05,,,2018/11/5 19:04,2018/11/5 19:15,43409.794444444443409.8020833333,#N/A,,,,
-,-,19,2018/11/5 19:04,166-795-agekke,10167,乗客アプリ（地図から）,2589,423,9,1,,2018/11/5 19:07,2018/11/5 19:11,35.450447 139.635947,みなとみらい線　馬車道駅,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 19:08,2018/11/5 19:08,2018/11/5 19:20,2018/11/5 19:20,,2018/11/5 19:04,0:03:44,0:03:44,,00,02,,,2018/11/5 19:04,2018/11/5 19:11,43409.794444444443409.7993055556,#N/A,,,,
-,-,19,2018/11/5 19:05,019-762-RED 026-853-GREEN,10168,乗客アプリ（目的地から）,1417,555,1,2,,2018/11/5 19:12,2018/11/5 19:18,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 19:11,2018/11/5 19:11,2018/11/5 19:18,2018/11/5 19:18,,2018/11/5 19:05,0:06:02,0:12:04,,00,06,,,2018/11/5 19:05,2018/11/5 19:18,43409.795138888943409.8041666667,肯定的,,,,
-,-,19,2018/11/5 19:09,003-381-BLUE,10170,乗客アプリ（地図から）,1771,604,3,1,,2018/11/5 19:15,2018/11/5 19:20,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 19:15,2018/11/5 19:15,2018/11/5 19:25,2018/11/5 19:25,,2018/11/5 19:09,0:05:07,0:05:07,,00,06,,,2018/11/5 19:09,2018/11/5 19:20,43409.797916666743409.8055555556,#N/A,,,,
-,-,19,2018/11/5 19:21,016-091-RED,10172,乗客アプリ（目的地から）,3900,410,3,1,,2018/11/5 19:29,2018/11/5 19:37,35.454389 139.630904,横浜ランドマークタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/5 19:28,2018/11/5 19:28,2018/11/5 19:41,2018/11/5 19:41,,2018/11/5 19:21,0:07:57,0:07:57,,00,07,,,2018/11/5 19:21,2018/11/5 19:37,43409.8062543409.8173611111,#N/A,,,,
-,-,19,2018/11/5 19:24,063-000-BANANA 062-941-BANANA 062-999-BANANA,10173,乗客アプリ（目的地から）,5188,786,10,3,,2018/11/5 19:27,2018/11/5 19:34,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 19:26,2018/11/5 19:26,2018/11/5 19:39,2018/11/5 19:39,,2018/11/5 19:24,0:06:40,0:20:00,,00,02,,,2018/11/5 19:24,2018/11/5 19:34,43409.808333333343409.8152777778,#N/A,,,,
-,-,19,2018/11/5 19:35,063-336-BANANA,10176,乗客アプリ（目的地から）,3144,760,1,1,,2018/11/5 19:42,2018/11/5 19:47,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/5 19:41,2018/11/5 19:41,2018/11/5 19:52,2018/11/5 19:52,,2018/11/5 19:35,0:05:23,0:05:23,,00,07,,,2018/11/5 19:35,2018/11/5 19:47,43409.815972222243409.8243055556,#N/A,,,,
-,-,19,2018/11/5 19:35,007-803-BLUE,10177,乗客アプリ（目的地から）,5215,162,7,1,,2018/11/5 19:40,2018/11/5 19:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/5 19:45,2018/11/5 19:45,2018/11/5 19:50,2018/11/5 19:51,,2018/11/5 19:35,0:06:43,0:06:43,,00,04,,,2018/11/5 19:35,2018/11/5 19:46,43409.815972222243409.8236111111,#N/A,,,,
-,-,19,2018/11/5 19:36,019-762-RED 026-853-GREEN,10178,乗客アプリ（目的地から）,1417,43,4,2,,2018/11/5 19:42,2018/11/5 19:50,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/5 19:40,2018/11/5 19:40,2018/11/5 19:52,2018/11/5 19:52,,2018/11/5 19:36,0:08:08,0:16:16,,01,06,,,2018/11/5 19:36,2018/11/5 19:50,43409.816666666743409.8263888889,肯定的,,,,
-,-,19,2018/11/5 19:36,072-503-ORANGE,10179,乗客アプリ（地図から）,3445,611,5,1,,2018/11/5 19:41,2018/11/5 19:47,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 19:38,2018/11/5 19:38,2018/11/5 19:45,2018/11/5 19:45,,2018/11/5 19:36,0:06:22,0:06:22,,03,05,,,2018/11/5 19:36,2018/11/5 19:47,43409.816666666743409.8243055556,肯定的,,,,
-,-,19,2018/11/5 19:37,006-292-BLUE,10180,乗客アプリ（地図から）,3537,783,6,1,,2018/11/5 19:43,2018/11/5 19:48,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 19:45,2018/11/5 19:45,2018/11/5 19:54,2018/11/5 19:54,,2018/11/5 19:37,0:05:52,0:05:52,,00,05,,,2018/11/5 19:37,2018/11/5 19:48,43409.817361111143409.825,#N/A,,,,
-,-,19,2018/11/5 19:39,019-784-RED,10181,乗客アプリ（地図から）,3441,691,7,1,,2018/11/5 19:42,2018/11/5 19:53,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/5 19:45,2018/11/5 19:45,2018/11/5 19:58,2018/11/5 19:58,,2018/11/5 19:39,0:10:26,0:10:26,,00,03,,,2018/11/5 19:39,2018/11/5 19:53,43409.8187543409.8284722222,#N/A,,,,
-,-,19,2018/11/5 19:40,022-163-GREEN,10182,まちかど端末（店舗から）,0,784,3,1,,2018/11/5 19:46,2018/11/5 19:51,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/5 19:49,2018/11/5 19:49,2018/11/5 20:00,2018/11/5 20:00,,2018/11/5 19:40,0:05:25,0:05:25,,00,05,,,2018/11/5 19:40,2018/11/5 19:51,43409.819444444443409.8270833333,#N/A,,,,
-,-,19,2018/11/5 19:46,032-055-YELLOW 020-348-GREEN 032-052-YELLOW 032-051-YELLOW,10183,まちかど端末（店舗から）,0,462,1,4,,2018/11/5 20:01,2018/11/5 20:08,35.443073 139.651914,横浜人形の家,35.443908 139.635249,イセザキ・モール,2018/11/5 19:55,2018/11/5 19:55,2018/11/5 20:08,2018/11/5 20:08,,2018/11/5 19:46,0:07:17,0:29:08,,06,15,,,2018/11/5 19:46,2018/11/5 20:08,43409.823611111143409.8388888889,#N/A,,,,
-,☆,19,2018/11/5 19:07,072-503-ORANGE,10169,乗客アプリ（地図から）,3445,137,10,1,2018/11/5 19:18,,,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 19:16,,2018/11/5 19:24,,,2018/11/5 19:07,0:00:00,0:00:00,,00,11,,,2018/11/5 19:07,1900/1/0 0:00,43409.79652777780,#N/A,,,,
-,☆,19,2018/11/5 19:13,064-582-BANANA,10171,まちかど端末（乗降ポイントから）,0,731,4,1,2018/11/5 19:14,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 19:17,,2018/11/5 19:33,,,2018/11/5 19:13,0:00:00,0:00:00,,00,04,,,2018/11/5 19:13,1900/1/0 0:00,43409.80069444440,#N/A,,,,
-,☆,19,2018/11/5 19:31,072-503-ORANGE,10175,乗客アプリ（地図から）,3445,659,7,1,2018/11/5 19:32,,,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/5 19:36,,2018/11/5 19:44,,,2018/11/5 19:31,0:00:00,0:00:00,,00,04,,,2018/11/5 19:31,1900/1/0 0:00,43409.81319444440,#N/A,,,,
★,-,20,2018/11/5 19:28,167-338-CAKE,10174,乗客アプリWeb（簡単予約）,5173,903,2,3,,2018/11/5 20:26,2018/11/5 20:33,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 20:28,2018/11/5 20:28,2018/11/5 20:40,2018/11/5 20:40,2018/11/5 20:28,2018/11/5 20:28,0:07:09,0:21:27,223,00,00,02,02,2018/11/5 19:28,2018/11/5 20:33,43409.811111111143409.85625,#N/A,,,,
★,-,20,2018/11/5 19:54,023-729-GREEN,10184,まちかど端末（店舗から）,0,394,2,1,,2018/11/5 20:04,2018/11/5 20:10,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/5 20:03,2018/11/5 20:03,2018/11/5 20:11,2018/11/5 20:11,2018/11/5 20:03,2018/11/5 20:03,0:06:32,0:06:32,,01,01,,,2018/11/5 19:54,2018/11/5 20:10,43409.829166666743409.8402777778,#N/A,,,,
-,-,20,2018/11/5 20:07,166-797-agekke 166-782-agekke,10185,まちかど端末（店舗から）,0,666,4,2,,2018/11/5 20:13,2018/11/5 20:17,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 20:14,2018/11/5 20:14,2018/11/5 20:22,2018/11/5 20:22,,2018/11/5 20:07,0:04:08,0:08:16,,00,05,,,2018/11/5 20:07,2018/11/5 20:17,43409.838194444443409.8451388889,#N/A,,,,
-,-,20,2018/11/5 20:08,006-857-BLUE,10186,乗客アプリ（目的地から）,2823,536,3,1,,2018/11/5 20:10,2018/11/5 20:13,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 20:11,2018/11/5 20:11,2018/11/5 20:23,2018/11/5 20:23,,2018/11/5 20:08,0:03:37,0:03:37,,00,01,,,2018/11/5 20:08,2018/11/5 20:13,43409.838888888943409.8423611111,#N/A,,,,
-,-,20,2018/11/5 20:09,005-619-BLUE,10188,乗客アプリ（地図から）,4852,89,9,1,,2018/11/5 20:14,2018/11/5 20:18,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/5 20:14,2018/11/5 20:14,2018/11/5 20:22,2018/11/5 20:22,,2018/11/5 20:09,0:04:23,0:04:23,,00,04,,,2018/11/5 20:09,2018/11/5 20:18,43409.839583333343409.8458333333,#N/A,,,,
★,-,20,2018/11/5 20:12,111-867-SUN,10190,乗客アプリ（目的地から）,2339,288,3,1,,2018/11/5 20:18,2018/11/5 20:22,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.456605 139.635327,横浜ベイホテル東急,2018/11/5 20:22,2018/11/5 20:22,2018/11/5 20:32,2018/11/5 20:32,2018/11/5 20:22,2018/11/5 20:22,0:04:16,0:04:16,,00,00,,,2018/11/5 20:12,2018/11/5 20:22,43409.841666666743409.8486111111,#N/A,,,,
-,-,20,2018/11/5 20:15,025-641-GREEN 025-642-GREEN,10191,まちかど端末（店舗から）,0,438,7,2,,2018/11/5 20:16,2018/11/5 20:23,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 20:17,2018/11/5 20:17,2018/11/5 20:27,2018/11/5 20:27,,2018/11/5 20:15,0:06:29,0:12:58,,00,00,,,2018/11/5 20:15,2018/11/5 20:23,43409.8437543409.8493055556,#N/A,,,,
-,-,20,2018/11/5 20:19,072-503-ORANGE,10192,乗客アプリ（地図から）,3445,245,4,1,,2018/11/5 20:23,2018/11/5 20:34,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443704 139.651332,ホテルメルパルク横浜,2018/11/5 20:25,2018/11/5 20:25,2018/11/5 20:40,2018/11/5 20:40,,2018/11/5 20:19,0:10:37,0:10:37,,00,04,,,2018/11/5 20:19,2018/11/5 20:34,43409.846527777843409.8569444444,肯定的,,,,
-,-,20,2018/11/5 20:19,022-881-GREEN,10193,乗客アプリ（目的地から）,3457,358,1,1,,2018/11/5 20:22,2018/11/5 20:27,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/5 20:21,2018/11/5 20:21,2018/11/5 20:30,2018/11/5 20:30,,2018/11/5 20:19,0:04:46,0:04:46,,01,03,,,2018/11/5 20:19,2018/11/5 20:27,43409.846527777843409.8520833333,#N/A,,,,
-,-,20,2018/11/5 20:20,166-784-agekke,10194,乗客アプリ（目的地から）,1742,383,6,1,,2018/11/5 20:24,2018/11/5 20:34,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 20:21,2018/11/5 20:21,2018/11/5 20:38,2018/11/5 20:38,,2018/11/5 20:20,0:10:18,0:10:18,,02,04,,,2018/11/5 20:20,2018/11/5 20:34,43409.847222222243409.8569444444,#N/A,,,,
-,-,20,2018/11/5 20:24,166-793-agekke,10195,乗客アプリ（目的地から）,3945,189,10,1,,2018/11/5 20:29,2018/11/5 20:37,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/5 20:28,2018/11/5 20:28,2018/11/5 20:44,2018/11/5 20:44,,2018/11/5 20:24,0:08:23,0:08:23,,00,04,,,2018/11/5 20:24,2018/11/5 20:37,43409.8543409.8590277778,#N/A,,,,
-,-,20,2018/11/5 20:25,028-675-GREEN,10196,乗客アプリ（目的地から）,1312,819,3,1,,2018/11/5 20:28,2018/11/5 20:35,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 20:27,2018/11/5 20:27,2018/11/5 20:37,2018/11/5 20:37,,2018/11/5 20:25,0:07:11,0:07:11,,00,02,,,2018/11/5 20:25,2018/11/5 20:35,43409.850694444443409.8576388889,#N/A,,,,
-,-,20,2018/11/5 20:26,112-159-SUN,10197,乗客アプリ（地図から）,3481,630,9,1,,2018/11/5 20:28,2018/11/5 20:35,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443073 139.651914,横浜人形の家,2018/11/5 20:29,2018/11/5 20:29,2018/11/5 20:39,2018/11/5 20:39,,2018/11/5 20:26,0:07:11,0:07:11,,00,02,,,2018/11/5 20:26,2018/11/5 20:35,43409.851388888943409.8576388889,肯定的,,,,
-,-,20,2018/11/5 20:28,022-164-GREEN,10198,まちかど端末（店舗から）,0,413,1,1,,2018/11/5 20:31,2018/11/5 20:36,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 20:34,2018/11/5 20:34,2018/11/5 20:44,2018/11/5 20:44,,2018/11/5 20:28,0:04:55,0:04:55,,00,03,,,2018/11/5 20:28,2018/11/5 20:36,43409.852777777843409.8583333333,#N/A,,,,
-,-,20,2018/11/5 20:29,166-783-agekke,10199,乗客アプリ（地図から）,2225,994,5,1,,2018/11/5 20:35,2018/11/5 20:42,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/5 20:36,2018/11/5 20:36,2018/11/5 20:48,2018/11/5 20:48,,2018/11/5 20:29,0:06:29,0:06:29,,00,05,,,2018/11/5 20:29,2018/11/5 20:42,43409.853472222243409.8625,肯定的,,,,
-,-,20,2018/11/5 20:29,022-363-GREEN,10200,乗客アプリ（地図から）,5051,558,8,1,,2018/11/5 20:34,2018/11/5 20:41,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/5 20:37,2018/11/5 20:37,2018/11/5 20:48,2018/11/5 20:50,,2018/11/5 20:29,0:07:03,0:07:03,,00,05,,,2018/11/5 20:29,2018/11/5 20:41,43409.853472222243409.8618055556,肯定的,,,,
★,-,20,2018/11/5 20:30,113-934-SUN 110-531-SUN,10201,乗客アプリ（目的地から）,5125,228,8,2,,2018/11/5 20:36,2018/11/5 20:49,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.443908 139.635249,イセザキ・モール,2018/11/5 20:40,2018/11/5 20:40,2018/11/5 20:58,2018/11/5 20:58,2018/11/5 20:40,2018/11/5 20:40,0:12:30,0:25:00,,00,00,,,2018/11/5 20:30,2018/11/5 20:49,43409.854166666743409.8673611111,肯定的,,,,
★,-,20,2018/11/5 20:34,026-871-GREEN 026-870-GREEN,10202,乗客アプリ（簡単予約）,4340,443,7,2,,2018/11/5 20:38,2018/11/5 20:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/5 20:44,2018/11/5 20:44,2018/11/5 20:56,2018/11/5 20:56,2018/11/5 20:44,2018/11/5 20:44,0:07:34,0:15:08,,00,00,,,2018/11/5 20:34,2018/11/5 20:46,43409.856944444443409.8652777778,肯定的,,,,
-,-,20,2018/11/5 20:34,064-491-BANANA 062-842-BANANA,10203,乗客アプリ（目的地から）,5178,509,4,2,,2018/11/5 20:37,2018/11/5 20:44,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/5 20:38,2018/11/5 20:38,2018/11/5 20:49,2018/11/5 20:49,,2018/11/5 20:34,0:06:50,0:13:40,,00,02,,,2018/11/5 20:34,2018/11/5 20:44,43409.856944444443409.8638888889,#N/A,,,,
-,-,20,2018/11/5 20:37,072-503-ORANGE,10204,乗客アプリ（地図から）,3445,904,9,1,,2018/11/5 20:41,2018/11/5 20:48,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 20:41,2018/11/5 20:41,2018/11/5 20:52,2018/11/5 20:52,,2018/11/5 20:37,0:07:10,0:07:10,,00,03,,,2018/11/5 20:37,2018/11/5 20:48,43409.859027777843409.8666666667,#N/A,,,,
-,-,20,2018/11/5 20:39,114-083-SUN,10205,乗客アプリ（目的地から）,1747,500,3,1,,2018/11/5 20:42,2018/11/5 20:48,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 20:43,2018/11/5 20:43,2018/11/5 20:53,2018/11/5 20:53,,2018/11/5 20:39,0:06:20,0:06:20,,00,02,,,2018/11/5 20:39,2018/11/5 20:48,43409.860416666743409.8666666667,#N/A,,,,
-,-,20,2018/11/5 20:40,063-960-BANANA,10206,乗客アプリ（地図から）,3674,212,10,1,,2018/11/5 20:44,2018/11/5 20:50,35.45435 139.631762,横浜ロイヤルパークホテル,35.443659 139.650847,横浜マリンタワー,2018/11/5 20:46,2018/11/5 20:46,2018/11/5 20:58,2018/11/5 20:58,,2018/11/5 20:40,0:06:40,0:06:40,,00,03,,,2018/11/5 20:40,2018/11/5 20:50,43409.861111111143409.8680555556,#N/A,,,,
-,-,20,2018/11/5 20:49,021-277-GREEN,10210,乗客アプリ（目的地から）,2400,15,1,1,,2018/11/5 20:50,2018/11/5 20:54,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 20:51,2018/11/5 20:51,2018/11/5 21:00,2018/11/5 21:00,,2018/11/5 20:49,0:03:59,0:03:59,,00,01,,,2018/11/5 20:49,2018/11/5 20:54,43409.867361111143409.8708333333,#N/A,,,,
★,-,20,2018/11/5 20:49,022-363-GREEN,10211,乗客アプリ（地図から）,5051,851,2,1,,2018/11/5 20:57,2018/11/5 21:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/5 20:59,2018/11/5 20:59,2018/11/5 21:08,2018/11/5 21:08,2018/11/5 20:59,2018/11/5 20:59,0:08:32,0:08:32,,00,00,,,2018/11/5 20:49,2018/11/5 21:06,43409.867361111143409.8791666667,#N/A,,,,
-,-,20,2018/11/5 20:51,008-591-BLUE,10212,乗客アプリ（地図から）,1218,329,3,1,,2018/11/5 20:54,2018/11/5 20:58,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/5 20:55,2018/11/5 20:55,2018/11/5 21:03,2018/11/5 21:03,,2018/11/5 20:51,0:03:55,0:03:55,,00,02,,,2018/11/5 20:51,2018/11/5 20:58,43409.8687543409.8736111111,#N/A,,,,
-,-,20,2018/11/5 20:58,004-385-BLUE,10213,乗客アプリ（目的地から）,3839,423,5,1,,2018/11/5 21:05,2018/11/5 21:11,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/5 21:06,2018/11/5 21:06,2018/11/5 21:15,2018/11/5 21:15,,2018/11/5 20:58,0:05:13,0:05:13,,00,07,,,2018/11/5 20:58,2018/11/5 21:11,43409.873611111143409.8826388889,肯定的,,,,
