,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車時間,合成キー,評価,,,,
★,-,17,2018/11/9 16:37,019-787-RED 019-788-RED,11609,乗客アプリ（地図から）,4332,210,8,2,,2018/11/9 17:34,2018/11/9 17:40,35.448676 139.635696,横浜平和プラザホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/9 17:37,2018/11/9 17:37,2018/11/9 17:48,2018/11/9 17:48,2018/11/9 17:37,2018/11/9 17:37,0:06:22,0:12:44,392,00,00,13,09,2018/11/9 16:37,2018/11/9 17:40,43413.692361111143413.7361111111,#N/A,,,,
★,-,17,2018/11/9 16:38,070-783-ORANGE,11611,乗客アプリ（地図から）,1605,73,10,1,,2018/11/9 17:36,2018/11/9 17:47,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/9 17:38,2018/11/9 17:38,2018/11/9 17:52,2018/11/9 17:52,2018/11/9 17:38,2018/11/9 17:38,0:10:35,0:10:35,,00,00,,,2018/11/9 16:38,2018/11/9 17:47,43413.693055555643413.7409722222,肯定的,,,,
★,-,17,2018/11/9 16:45,016-050-RED 016-053-RED 016-052-RED,11618,まちかど端末（店舗から）,0,772,6,3,,2018/11/9 17:39,2018/11/9 17:44,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/9 17:44,2018/11/9 17:44,2018/11/9 17:59,2018/11/9 17:59,2018/11/9 17:44,2018/11/9 17:44,0:05:05,0:15:15,,00,00,,,2018/11/9 16:45,2018/11/9 17:44,43413.697916666743413.7388888889,#N/A,,,,
★,-,17,2018/11/9 16:52,018-700-RED,11623,乗客アプリ（目的地から）,2269,635,11,1,,2018/11/9 17:47,2018/11/9 18:03,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 17:52,2018/11/9 17:52,2018/11/9 18:05,2018/11/9 18:11,2018/11/9 17:52,2018/11/9 17:52,0:16:14,0:16:14,,00,00,,,2018/11/9 16:52,2018/11/9 18:03,43413.702777777843413.7520833333,#N/A,,,,
★,-,17,2018/11/9 16:55,167-412-CAKE,11625,乗客アプリWeb（地図から）,5483,437,9,1,,2018/11/9 17:05,2018/11/9 17:30,35.441441 139.648505,横浜中華街朱雀門,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 17:05,2018/11/9 17:05,2018/11/9 17:19,2018/11/9 17:19,2018/11/9 17:05,2018/11/9 17:05,0:25:13,0:25:13,,00,00,,,2018/11/9 16:55,2018/11/9 17:30,43413.704861111143413.7291666667,#N/A,,,,
★,-,17,2018/11/9 16:59,166-792-agekke,11629,乗客アプリ（目的地から）,2176,10,10,1,,2018/11/9 17:08,2018/11/9 17:14,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 17:09,2018/11/9 17:09,2018/11/9 17:18,2018/11/9 17:18,2018/11/9 17:09,2018/11/9 17:09,0:05:47,0:05:47,,00,00,,,2018/11/9 16:59,2018/11/9 17:14,43413.707638888943413.7180555556,#N/A,,,,
-,-,17,2018/11/9 17:00,030-511-YELLOW,11631,まちかど端末（乗降ポイントから）,0,211,6,1,,2018/11/9 17:05,2018/11/9 17:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/9 17:05,2018/11/9 17:05,2018/11/9 17:19,2018/11/9 17:19,,2018/11/9 17:00,0:10:53,0:10:53,,00,04,,,2018/11/9 17:00,2018/11/9 17:16,43413.708333333343413.7194444444,#N/A,,,,
★,-,17,2018/11/9 17:03,003-336-BLUE,11633,乗客アプリ（地図から）,1493,883,7,1,,2018/11/9 17:11,2018/11/9 17:19,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 17:13,2018/11/9 17:13,2018/11/9 17:22,2018/11/9 17:22,2018/11/9 17:13,2018/11/9 17:13,0:08:16,0:08:16,,00,00,,,2018/11/9 17:03,2018/11/9 17:19,43413.710416666743413.7215277778,#N/A,,,,
-,-,17,2018/11/9 17:04,018-655-RED 018-704-RED 018-654-RED,11634,まちかど端末（乗降ポイントから）,0,852,11,3,,2018/11/9 17:18,2018/11/9 17:27,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/9 17:10,2018/11/9 17:10,2018/11/9 17:20,2018/11/9 17:20,,2018/11/9 17:04,0:09:14,0:27:42,,08,14,,,2018/11/9 17:04,2018/11/9 17:27,43413.711111111143413.7270833333,#N/A,,,,
-,-,17,2018/11/9 17:08,031-621-YELLOW,11635,乗客アプリ（地図から）,3972,639,3,1,,2018/11/9 17:15,2018/11/9 17:22,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.448676 139.635696,横浜平和プラザホテル,2018/11/9 17:17,2018/11/9 17:17,2018/11/9 17:29,2018/11/9 17:29,,2018/11/9 17:08,0:07:24,0:07:24,,00,07,,,2018/11/9 17:08,2018/11/9 17:22,43413.713888888943413.7236111111,#N/A,,,,
-,-,17,2018/11/9 17:08,017-604-RED,11636,まちかど端末（店舗から）,0,613,5,1,,2018/11/9 17:17,2018/11/9 17:31,35.443073 139.651914,横浜人形の家,35.453715 139.638133,横浜ワールドポーターズ,2018/11/9 17:14,2018/11/9 17:14,2018/11/9 17:28,2018/11/9 17:28,,2018/11/9 17:08,0:14:14,0:14:14,,03,08,,,2018/11/9 17:08,2018/11/9 17:31,43413.713888888943413.7298611111,#N/A,,,,
★,-,17,2018/11/9 17:09,063-883-BANANA 063-887-BANANA 063-886-BANANA,11638,乗客アプリ（目的地から）,5476,733,9,3,,2018/11/9 17:20,2018/11/9 17:37,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 17:19,2018/11/9 17:19,2018/11/9 17:38,2018/11/9 17:38,2018/11/9 17:19,2018/11/9 17:19,0:17:25,0:52:15,,00,00,,,2018/11/9 17:09,2018/11/9 17:37,43413.714583333343413.7340277778,肯定的,,,,
★,-,17,2018/11/9 17:11,018-423-RED 018-425-RED 018-424-RED 018-421-RED 018-422-RED,11640,乗客アプリ（目的地から）,5593,688,10,5,,2018/11/9 17:19,2018/11/9 17:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/9 17:21,2018/11/9 17:21,2018/11/9 17:43,2018/11/9 17:43,2018/11/9 17:21,2018/11/9 17:21,0:05:48,0:29:00,,00,00,,,2018/11/9 17:11,2018/11/9 17:25,43413.715972222243413.7256944444,#N/A,,,,
-,-,17,2018/11/9 17:17,025-773-GREEN,11641,乗客アプリ（地図から）,2082,913,4,1,,2018/11/9 17:28,2018/11/9 17:38,35.443908 139.635249,イセザキ・モール,35.447546 139.64358,横浜開港資料館,2018/11/9 17:26,2018/11/9 17:26,2018/11/9 17:34,2018/11/9 17:34,,2018/11/9 17:17,0:09:56,0:09:56,,01,10,,,2018/11/9 17:17,2018/11/9 17:38,43413.720138888943413.7347222222,#N/A,,,,
-,-,17,2018/11/9 17:19,019-746-RED,11642,乗客アプリ（地図から）,3388,42,5,1,,2018/11/9 17:23,2018/11/9 17:39,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/9 17:23,2018/11/9 17:23,2018/11/9 17:44,2018/11/9 17:44,,2018/11/9 17:19,0:16:10,0:16:10,,00,04,,,2018/11/9 17:19,2018/11/9 17:39,43413.721527777843413.7354166667,#N/A,,,,
★,-,17,2018/11/9 17:19,063-535-BANANA,11643,乗客アプリ（地図から）,4924,80,7,1,,2018/11/9 17:24,2018/11/9 17:29,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/9 17:29,2018/11/9 17:29,2018/11/9 17:38,2018/11/9 17:38,2018/11/9 17:29,2018/11/9 17:29,0:05:04,0:05:04,,00,00,,,2018/11/9 17:19,2018/11/9 17:29,43413.721527777843413.7284722222,#N/A,,,,
-,-,17,2018/11/9 17:20,109-446-SNOW 109-445-SNOW,11644,まちかど端末（店舗から）,0,677,9,2,,2018/11/9 17:41,2018/11/9 17:46,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.453715 139.638133,横浜ワールドポーターズ,2018/11/9 17:41,2018/11/9 17:43,2018/11/9 17:55,2018/11/9 17:58,,2018/11/9 17:20,0:04:48,0:09:36,,00,20,,,2018/11/9 17:20,2018/11/9 17:46,43413.722222222243413.7402777778,#N/A,,,,
★,-,17,2018/11/9 17:20,008-929-BLUE,11646,乗客アプリ（目的地から）,1944,721,3,1,,2018/11/9 17:30,2018/11/9 17:38,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 17:30,2018/11/9 17:30,2018/11/9 17:43,2018/11/9 17:43,2018/11/9 17:30,2018/11/9 17:30,0:07:53,0:07:53,,00,00,,,2018/11/9 17:20,2018/11/9 17:38,43413.722222222243413.7347222222,#N/A,,,,
-,-,17,2018/11/9 17:25,062-713-BANANA 062-712-BANANA 027-302-GREEN,11650,乗客アプリ（地図から）,5366,5,8,3,,2018/11/9 17:50,2018/11/9 17:57,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/9 17:51,2018/11/9 17:51,2018/11/9 18:10,2018/11/9 18:10,,2018/11/9 17:25,0:06:31,0:19:33,,00,25,,,2018/11/9 17:25,2018/11/9 17:57,43413.725694444443413.7479166667,#N/A,,,,
-,-,17,2018/11/9 17:28,018-190-RED 018-189-RED,11656,まちかど端末（乗降ポイントから）,0,442,7,2,,2018/11/9 17:30,2018/11/9 17:38,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 17:31,2018/11/9 17:31,2018/11/9 17:43,2018/11/9 17:43,,2018/11/9 17:28,0:08:06,0:16:12,,00,01,,,2018/11/9 17:28,2018/11/9 17:38,43413.727777777843413.7347222222,#N/A,,,,
-,-,17,2018/11/9 17:32,114-191-SUN,11660,乗客アプリ（簡単予約）,3732,435,10,1,,2018/11/9 17:57,2018/11/9 18:02,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 17:58,2018/11/9 17:58,2018/11/9 18:06,2018/11/9 18:06,,2018/11/9 17:32,0:05:14,0:05:14,,00,24,,,2018/11/9 17:32,2018/11/9 18:02,43413.730555555643413.7513888889,肯定的,,,,
-,-,17,2018/11/9 17:36,167-472-CAKE,11662,乗客アプリWeb（地図から）,4637,258,11,1,,2018/11/9 17:57,2018/11/9 18:21,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 18:00,2018/11/9 18:00,2018/11/9 18:22,2018/11/9 18:22,,2018/11/9 17:36,0:24:13,0:24:13,,00,20,,,2018/11/9 17:36,2018/11/9 18:21,43413.733333333343413.7645833333,#N/A,,,,
-,-,17,2018/11/9 17:46,062-827-BANANA 062-826-BANANA,11668,乗客アプリ（地図から）,5641,263,5,2,,2018/11/9 17:51,2018/11/9 17:57,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 17:48,2018/11/9 17:48,2018/11/9 17:56,2018/11/9 17:56,,2018/11/9 17:46,0:06:05,0:12:10,,02,04,,,2018/11/9 17:46,2018/11/9 17:57,43413.740277777843413.7479166667,#N/A,,,,
-,-,17,2018/11/9 17:46,166-664-agekke,11669,乗客アプリ（地図から）,1751,194,3,1,,2018/11/9 18:19,2018/11/9 18:27,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/9 18:24,2018/11/9 18:24,2018/11/9 18:31,2018/11/9 18:31,,2018/11/9 17:46,0:07:36,0:07:36,,00,32,,,2018/11/9 17:46,2018/11/9 18:27,43413.740277777843413.76875,肯定的,,,,
-,-,17,2018/11/9 17:53,101-828-SNOW,11671,乗客アプリ（目的地から）,3930,521,10,1,,2018/11/9 18:03,2018/11/9 18:20,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:06,2018/11/9 18:06,2018/11/9 18:18,2018/11/9 18:18,,2018/11/9 17:53,0:17:05,0:17:05,,00,09,,,2018/11/9 17:53,2018/11/9 18:20,43413.745138888943413.7638888889,肯定的,,,,
-,-,17,2018/11/9 17:54,166-656-agekke,11672,まちかど端末（乗降ポイントから）,0,881,11,1,,2018/11/9 18:14,2018/11/9 18:21,35.456605 139.635327,横浜ベイホテル東急,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/9 18:15,2018/11/9 18:17,2018/11/9 18:22,2018/11/9 18:22,,2018/11/9 17:54,0:06:36,0:06:36,,00,20,,,2018/11/9 17:54,2018/11/9 18:21,43413.745833333343413.7645833333,肯定的,,,,
-,☆,17,2018/11/9 17:56,024-941-GREEN,11673,まちかど端末（店舗から）,0,74,11,1,2018/11/9 17:57,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 18:30,,2018/11/9 18:44,,,2018/11/9 17:56,0:00:00,0:00:00,,00,34,,,2018/11/9 17:56,1900/1/0 0:00,43413.74722222220,#N/A,,,,
★,☆,17,2018/11/9 16:40,019-746-RED,11615,乗客アプリ（地図から）,3388,197,5,1,2018/11/9 16:41,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 17:40,,2018/11/9 17:57,,2018/11/9 17:40,2018/11/9 17:40,0:00:00,0:00:00,,00,00,,,2018/11/9 16:40,1900/1/0 0:00,43413.69444444440,#N/A,,※297行と同一人物と思われるため一番短い待ち時間を採用,,
★,☆,17,2018/11/9 16:41,019-746-RED,11617,乗客アプリ（地図から）,3388,837,11,1,2018/11/9 17:19,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/9 17:41,,2018/11/9 17:59,,2018/11/9 17:41,2018/11/9 17:41,0:00:00,0:00:00,,00,,,,2018/11/9 16:41,1900/1/0 0:00,43413.69513888890,#N/A,,※296行と同一人物と思われるため一番短い待ち時間を採用,,
★,☆,17,2018/11/9 17:01,103-784-SNOW,11632,乗客アプリ（地図から）,5614,329,1,1,2018/11/9 17:10,,,35.445783 139.642958,横浜情報文化センター,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 17:11,,2018/11/9 17:22,,2018/11/9 17:11,2018/11/9 17:11,0:00:00,0:00:00,,00,00,,,2018/11/9 17:01,1900/1/0 0:00,43413.70902777780,#N/A,,,,
-,☆,17,2018/11/9 17:09,062-987-BANANA 062-830-BANANA 062-986-BANANA 062-985-BANANA,11637,まちかど端末（店舗から）,0,962,4,4,2018/11/9 17:12,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/9 17:26,,2018/11/9 17:43,,,2018/11/9 17:09,0:00:00,0:00:00,,00,16,,,2018/11/9 17:09,1900/1/0 0:00,43413.71458333330,#N/A,,,,
-,☆,17,2018/11/9 17:10,103-784-SNOW,11639,乗客アプリ（地図から）,5614,938,1,1,2018/11/9 17:26,,,35.445783 139.642958,横浜情報文化センター,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 17:18,,2018/11/9 17:29,,,2018/11/9 17:10,0:00:00,0:00:00,,00,15,,,2018/11/9 17:10,1900/1/0 0:00,43413.71527777780,#N/A,,,,
-,☆,17,2018/11/9 17:21,018-196-RED,11647,まちかど端末（店舗から）,0,827,5,1,2018/11/9 17:21,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 17:44,,2018/11/9 17:52,,,2018/11/9 17:21,0:00:00,0:00:00,,00,23,,,2018/11/9 17:21,1900/1/0 0:00,43413.72291666670,#N/A,,,,
-,☆,17,2018/11/9 17:22,018-196-RED,11648,まちかど端末（乗降ポイントから）,0,526,2,1,2018/11/9 17:23,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/9 18:01,,2018/11/9 18:18,,,2018/11/9 17:22,0:00:00,0:00:00,,00,38,,,2018/11/9 17:22,1900/1/0 0:00,43413.72361111110,#N/A,,,,
-,☆,17,2018/11/9 17:25,028-255-GREEN,11649,乗客アプリ（目的地から）,5355,65,10,1,2018/11/9 17:25,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/9 17:47,,2018/11/9 17:59,,,2018/11/9 17:25,0:00:00,0:00:00,,00,22,,,2018/11/9 17:25,1900/1/0 0:00,43413.72569444440,#N/A,,,,
-,☆,17,2018/11/9 17:26,114-191-SUN,11651,乗客アプリ（簡単予約）,3732,176,11,1,2018/11/9 17:27,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 17:35,,2018/11/9 17:43,,,2018/11/9 17:26,0:00:00,0:00:00,,00,08,,,2018/11/9 17:26,1900/1/0 0:00,43413.72638888890,#N/A,,,,
-,☆,17,2018/11/9 17:26,103-784-SNOW,11652,乗客アプリ（地図から）,5614,591,11,1,2018/11/9 17:38,,,35.445783 139.642958,横浜情報文化センター,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 17:47,,2018/11/9 18:04,,,2018/11/9 17:26,0:00:00,0:00:00,,00,21,,,2018/11/9 17:26,1900/1/0 0:00,43413.72638888890,#N/A,,"※308,310行と同一人物と思われるため一番短い待ち時間を採用",,
★,☆,17,2018/11/9 17:26,114-130-SUN,11653,乗客アプリ（地図から）,4777,948,9,1,2018/11/9 17:27,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 17:50,,2018/11/9 18:02,,2018/11/9 17:36,2018/11/9 17:36,0:00:00,0:00:00,,00,,,,2018/11/9 17:26,1900/1/0 0:00,43413.72638888890,#N/A,,"※307,309行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/9 17:27,114-130-SUN,11654,乗客アプリ（地図から）,4777,993,7,1,2018/11/9 17:28,,,35.445857 139.647636,ホテルモントレ横浜,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 17:41,,2018/11/9 18:09,,,2018/11/9 17:27,0:00:00,0:00:00,,00,13,,,2018/11/9 17:27,1900/1/0 0:00,43413.72708333330,#N/A,,"※306,309行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/9 17:28,114-191-SUN,11655,乗客アプリ（簡単予約）,3732,423,10,1,2018/11/9 17:28,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 17:58,,2018/11/9 18:06,,,2018/11/9 17:28,0:00:00,0:00:00,,00,,,,2018/11/9 17:28,1900/1/0 0:00,43413.72777777780,#N/A,,"※305,310行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/9 17:28,114-130-SUN,11657,乗客アプリ（地図から）,4777,798,9,1,2018/11/9 17:28,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 17:52,,2018/11/9 18:04,,,2018/11/9 17:28,0:00:00,0:00:00,,00,,,,2018/11/9 17:28,1900/1/0 0:00,43413.72777777780,#N/A,,"※306行,307と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/9 17:29,114-191-SUN,11658,乗客アプリ（簡単予約）,3732,285,10,1,2018/11/9 17:31,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/9 17:58,,2018/11/9 18:06,,,2018/11/9 17:29,0:00:00,0:00:00,,00,,,,2018/11/9 17:29,1900/1/0 0:00,43413.72847222220,#N/A,,"※308,310行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/9 17:30,063-895-BANANA 064-540-BANANA 064-539-BANANA,11659,まちかど端末（乗降ポイントから）,0,266,2,3,2018/11/9 18:07,,,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/11/9 18:05,,2018/11/9 18:19,,,2018/11/9 17:30,0:00:00,0:00:00,,00,37,,,2018/11/9 17:30,1900/1/0 0:00,43413.72916666670,#N/A,,,,
★,☆,17,2018/11/9 17:35,017-604-RED,11661,まちかど端末（店舗から）,0,657,9,1,2018/11/9 18:00,,,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 17:58,,2018/11/9 18:09,,2018/11/9 17:45,2018/11/9 17:45,0:00:00,0:00:00,,00,14,,,2018/11/9 17:35,1900/1/0 0:00,43413.73263888890,#N/A,,,,
-,☆,17,2018/11/9 17:37,065-302-BANANA,11663,乗客アプリ（目的地から）,5564,474,10,1,2018/11/9 17:37,,,35.443073 139.651914,横浜人形の家,35.443908 139.635249,イセザキ・モール,2018/11/9 18:12,,2018/11/9 18:25,,,2018/11/9 17:37,0:00:00,0:00:00,,00,35,,,2018/11/9 17:37,1900/1/0 0:00,43413.73402777780,#N/A,,,,
-,☆,17,2018/11/9 17:39,028-399-GREEN 028-401-GREEN 028-400-GREEN 028-402-GREEN,11664,まちかど端末（店舗から）,0,325,3,4,2018/11/9 17:39,,,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/9 18:22,,2018/11/9 18:37,,,2018/11/9 17:39,0:00:00,0:00:00,,00,43,,,2018/11/9 17:39,1900/1/0 0:00,43413.73541666670,#N/A,,,,
-,☆,17,2018/11/9 17:42,031-621-YELLOW,11665,乗客アプリ（地図から）,3972,693,5,1,2018/11/9 17:43,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 17:51,,2018/11/9 17:57,,,2018/11/9 17:42,0:00:00,0:00:00,,00,08,,,2018/11/9 17:42,1900/1/0 0:00,43413.73750,#N/A,,,,
-,☆,17,2018/11/9 17:45,166-792-agekke,11667,乗客アプリWeb（地図から）,2176,180,3,1,2018/11/9 17:45,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/9 18:18,,2018/11/9 18:27,,,2018/11/9 17:45,0:00:00,0:00:00,,00,32,,,2018/11/9 17:45,1900/1/0 0:00,43413.73958333330,#N/A,,,,
-,☆,17,2018/11/9 17:48,107-235-SNOW 107-234-SNOW,11670,まちかど端末（店舗から）,0,1001,10,2,2018/11/9 17:49,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/11/9 18:06,,2018/11/9 18:24,,,2018/11/9 17:48,0:00:00,0:00:00,,00,17,,,2018/11/9 17:48,1900/1/0 0:00,43413.74166666670,#N/A,,,,
★,-,18,2018/11/9 17:00,025-918-GREEN,11630,乗客アプリ（地図から）,4442,257,7,1,,2018/11/9 17:57,2018/11/9 18:05,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/9 18:00,2018/11/9 18:00,2018/11/9 18:10,2018/11/9 18:10,2018/11/9 18:00,2018/11/9 18:00,0:08:06,0:08:06,400,00,00,11,09,2018/11/9 17:00,2018/11/9 18:05,43413.708333333343413.7534722222,#N/A,,,,
★,-,18,2018/11/9 17:20,018-187-RED,11645,乗客アプリ（目的地から）,3435,299,9,1,,2018/11/9 18:22,2018/11/9 18:24,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/9 18:20,2018/11/9 18:20,2018/11/9 18:29,2018/11/9 18:29,2018/11/9 18:20,2018/11/9 18:20,0:02:37,0:02:37,,01,01,,,2018/11/9 17:20,2018/11/9 18:24,43413.722222222243413.7666666667,#N/A,,,,
★,-,18,2018/11/9 17:43,018-193-RED 031-936-YELLOW 031-935-YELLOW 031-937-YELLOW 018-192-RED,11666,まちかど端末（店舗から）,0,804,6,5,,2018/11/9 18:39,2018/11/9 18:49,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/9 18:42,2018/11/9 18:42,2018/11/9 18:59,2018/11/9 18:57,2018/11/9 18:42,2018/11/9 18:42,0:09:51,0:49:15,,00,00,,,2018/11/9 17:43,2018/11/9 18:49,43413.738194444443413.7840277778,#N/A,,,,
-,-,18,2018/11/9 18:04,006-291-BLUE,11674,乗客アプリ（地図から）,3537,778,1,1,,2018/11/9 18:13,2018/11/9 18:30,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:13,2018/11/9 18:14,2018/11/9 18:23,2018/11/9 18:33,,2018/11/9 18:04,0:16:29,0:16:29,,00,09,,,2018/11/9 18:04,2018/11/9 18:30,43413.752777777843413.7708333333,#N/A,,,,
-,-,18,2018/11/9 18:04,027-097-GREEN,11675,まちかど端末（店舗から）,0,538,10,1,,2018/11/9 18:06,2018/11/9 18:19,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:08,2018/11/9 18:08,2018/11/9 18:17,2018/11/9 18:21,,2018/11/9 18:04,0:13:45,0:13:45,,00,02,,,2018/11/9 18:04,2018/11/9 18:19,43413.752777777843413.7631944444,#N/A,,,,
★,-,18,2018/11/9 18:05,167-458-CAKE,11676,乗客アプリWeb（地図から）,5629,179,10,1,,2018/11/9 18:14,2018/11/9 18:20,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/9 18:15,2018/11/9 18:15,2018/11/9 18:24,2018/11/9 18:24,2018/11/9 18:15,2018/11/9 18:15,0:05:34,0:05:34,,00,00,,,2018/11/9 18:05,2018/11/9 18:20,43413.753472222243413.7638888889,#N/A,,,,
-,-,18,2018/11/9 18:07,109-446-SNOW 109-445-SNOW,11678,まちかど端末（店舗から）,0,133,1,2,,2018/11/9 18:16,2018/11/9 18:30,35.453715 139.638133,横浜ワールドポーターズ,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/9 18:18,2018/11/9 18:19,2018/11/9 18:29,2018/11/9 18:34,,2018/11/9 18:07,0:14:09,0:28:18,,00,09,,,2018/11/9 18:07,2018/11/9 18:30,43413.754861111143413.7708333333,#N/A,,,,
