,,,日時,,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
-,-,14,2018/11/29 14:43,036-277-YELLOW 076-067-ORANGE,21716,乗客アプリ（地図から）,3720,114,11,2,,2018/11/29 14:59,2018/11/29 15:03,35.454389 139.630904,横浜ランドマークタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/29 15:08,2018/11/29 15:08,2018/11/29 15:17,2018/11/29 15:17,,2018/11/29 14:43,0:04:00,0:08:00,,00,16,,,,,
-,-,14,2018/11/29 14:47,167-996-CAKE,21719,乗客アプリWeb（地図から）,7732,493,2,2,,2018/11/29 14:55,2018/11/29 15:05,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 14:57,2018/11/29 14:57,2018/11/29 15:11,2018/11/29 15:11,,2018/11/29 14:47,0:09:58,0:19:56,,00,07,,,,,
-,-,14,2018/11/29 14:51,168-001-CAKE,21720,乗客アプリWeb（地図から）,7745,474,1,2,,2018/11/29 14:56,2018/11/29 15:11,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 14:56,2018/11/29 14:56,2018/11/29 15:11,2018/11/29 15:11,,2018/11/29 14:51,0:14:20,0:28:40,,00,05,,,,,
-,-,14,2018/11/29 14:53,026-986-GREEN 026-985-GREEN,21721,乗客アプリ（目的地から）,4745,175,15,2,,2018/11/29 15:21,2018/11/29 15:30,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 15:21,2018/11/29 15:21,2018/11/29 15:35,2018/11/29 15:35,,2018/11/29 14:53,0:08:46,0:17:32,,00,28,,,,,
-,-,14,2018/11/29 14:54,113-970-SUN,21724,まちかど端末（店舗から）,0,196,13,1,,2018/11/29 15:03,2018/11/29 15:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 15:00,2018/11/29 15:00,2018/11/29 15:25,2018/11/29 15:26,,2018/11/29 14:54,0:09:33,0:09:33,,03,09,,,,,
-,-,14,2018/11/29 14:55,118-415-SUN,21725,まちかど端末（乗降ポイントから）,0,331,13,1,,2018/11/29 15:03,2018/11/29 15:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 15:01,2018/11/29 15:01,2018/11/29 15:26,2018/11/29 15:26,,2018/11/29 14:55,0:09:22,0:09:22,,02,08,,,,,
-,-,14,2018/11/29 14:56,000-040-BLUE 023-602-GREEN,21727,乗客アプリ（目的地から）,7646,236,10,2,,2018/11/29 15:01,2018/11/29 15:04,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/29 15:02,2018/11/29 15:02,2018/11/29 15:12,2018/11/29 15:12,,2018/11/29 14:56,0:03:45,0:07:30,,00,04,,,,,
-,-,14,2018/11/29 14:57,025-457-GREEN,21728,乗客アプリ（地図から）,5973,450,1,1,,2018/11/29 15:17,2018/11/29 15:39,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/29 15:18,2018/11/29 15:18,2018/11/29 15:39,2018/11/29 15:54,,2018/11/29 14:57,0:21:51,0:21:51,,00,19,,,,,
-,-,14,2018/11/29 14:58,002-189-BLUE,21729,乗客アプリ（地図から）,2526,933,9,1,,2018/11/29 15:05,2018/11/29 15:11,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/11/29 15:06,2018/11/29 15:06,2018/11/29 15:18,2018/11/29 15:18,,2018/11/29 14:58,0:06:01,0:06:01,,00,06,,,,,
★,☆,14,2018/11/29 13:53,017-655-RED,21678,まちかど端末（店舗から）,0,558,13,1,2018/11/29 14:15,2018/11/29 13:59,,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 14:03,2018/11/29 14:05,2018/11/29 14:26,,2018/11/29 14:03,2018/11/29 14:03,,,,00,12,,,,,
★,☆,14,2018/11/29 13:56,025-919-GREEN,21681,乗客アプリ（地図から）,4442,366,13,1,2018/11/29 13:57,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/29 14:56,,2018/11/29 15:03,,2018/11/29 14:56,2018/11/29 14:56,0:00:00,0:00:00,,00,00,,,,,
-,☆,14,2018/11/29 14:10,003-758-BLUE 118-085-SUN,21689,乗客アプリ（目的地から）,7622,801,1,2,2018/11/29 14:11,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 14:17,,2018/11/29 14:28,,,2018/11/29 14:10,0:00:00,0:00:00,,00,06,,,,,※200行と同一人物と思われるため一番短い待ち時間を採用
-,☆,14,2018/11/29 14:12,003-758-BLUE 118-085-SUN,21690,乗客アプリ（目的地から）,7622,836,11,2,2018/11/29 14:13,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 14:19,,2018/11/29 14:30,,,2018/11/29 14:12,0:00:00,0:00:00,,00,,,,,,※199行と同一人物と思われるため一番短い待ち時間を採用
★,☆,14,2018/11/29 14:12,026-515-GREEN,21691,乗客アプリ（地図から）,3962,184,6,1,2018/11/29 14:21,,,35.447541 139.644914,シルク博物館,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 14:22,,2018/11/29 14:40,,2018/11/29 14:22,2018/11/29 14:22,0:00:00,0:00:00,,00,00,,,,,
-,☆,14,2018/11/29 14:28,054-428-STRAWBERRY,21700,乗客アプリ（地図から）,1158,576,11,1,2018/11/29 14:28,,,35.445783 139.642958,横浜情報文化センター,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 14:36,,2018/11/29 14:50,,,2018/11/29 14:28,0:00:00,0:00:00,,00,07,,,,,※204行と同一人物と思われるため一番短い待ち時間を採用
-,☆,14,2018/11/29 14:29,076-777-ORANGE,21701,乗客アプリ（地図から）,6649,318,11,1,2018/11/29 14:29,,,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/29 14:41,,2018/11/29 14:51,,,2018/11/29 14:29,0:00:00,0:00:00,,00,12,,,,,
-,☆,14,2018/11/29 14:29,054-428-STRAWBERRY,21702,乗客アプリ（地図から）,1158,584,13,1,2018/11/29 14:29,,,35.445783 139.642958,横浜情報文化センター,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 14:40,,2018/11/29 14:55,,,2018/11/29 14:29,0:00:00,0:00:00,,00,,,,,,※202行と同一人物と思われるため一番短い待ち時間を採用
-,☆,14,2018/11/29 14:43,110-381-SUN,21717,乗客アプリ（目的地から）,3866,127,13,1,2018/11/29 14:59,,,35.445857 139.647636,ホテルモントレ横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 14:55,,2018/11/29 15:17,,,2018/11/29 14:43,0:00:00,0:00:00,,00,15,,,,,
-,☆,14,2018/11/29 14:43,116-149-SUN 116-150-SUN,21718,乗客アプリ（地図から）,3175,180,7,2,2018/11/29 14:43,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/29 15:00,,2018/11/29 15:11,,,2018/11/29 14:43,0:00:00,0:00:00,,00,16,,,,,
-,☆,14,2018/11/29 14:53,118-415-SUN,21722,まちかど端末（乗降ポイントから）,0,982,2,1,2018/11/29 14:54,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 15:19,,2018/11/29 15:37,,,2018/11/29 14:53,0:00:00,0:00:00,,00,26,,,,,
★,-,15,2018/11/29 14:53,100-738-SNOW 100-737-SNOW,21723,乗客アプリ（Myルートから）,2518,702,2,2,,2018/11/29 15:50,2018/11/29 15:58,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 15:53,2018/11/29 15:53,2018/11/29 16:03,2018/11/29 16:05,2018/11/29 15:53,2018/11/29 15:53,0:08:32,0:17:04,601,00,00,08,08,,,
★,-,15,2018/11/29 14:56,034-875-YELLOW 034-874-YELLOW,21726,まちかど端末（店舗から）,0,520,2,2,,2018/11/29 15:09,2018/11/29 15:18,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 15:09,2018/11/29 15:09,2018/11/29 15:19,2018/11/29 15:19,2018/11/29 15:05,2018/11/29 15:05,0:08:58,0:17:56,,00,04,,,,,
-,-,15,2018/11/29 15:03,075-854-ORANGE 075-853-ORANGE 075-852-ORANGE,21730,乗客アプリ（目的地から）,4867,442,4,3,,2018/11/29 15:08,2018/11/29 15:35,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/29 15:07,2018/11/29 15:07,2018/11/29 15:25,2018/11/29 15:29,,2018/11/29 15:03,0:26:58,1:20:54,,00,04,,,,,
★,-,15,2018/11/29 15:06,075-804-ORANGE,21731,乗客アプリ（目的地から）,5476,995,3,1,,2018/11/29 15:12,2018/11/29 15:22,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 15:16,2018/11/29 15:16,2018/11/29 15:25,2018/11/29 15:30,2018/11/29 15:16,2018/11/29 15:16,0:09:29,0:09:29,,00,00,,,,,
-,-,15,2018/11/29 15:06,117-067-SUN 117-066-SUN,21732,乗客アプリ（地図から）,7737,755,11,2,,2018/11/29 15:15,2018/11/29 15:22,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 15:17,2018/11/29 15:18,2018/11/29 15:29,2018/11/29 15:31,,2018/11/29 15:06,0:07:08,0:14:16,,00,08,,,,,
-,-,15,2018/11/29 15:06,062-904-BANANA,21733,乗客アプリ（地図から）,6535,390,10,1,,2018/11/29 15:10,2018/11/29 15:23,35.445783 139.642958,横浜情報文化センター,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/29 15:10,2018/11/29 15:10,2018/11/29 15:18,2018/11/29 15:18,,2018/11/29 15:06,0:12:47,0:12:47,,00,04,,,,,
-,-,15,2018/11/29 15:07,065-872-BANANA,21734,乗客アプリ（地図から）,7188,34,4,1,,2018/11/29 15:17,2018/11/29 15:41,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/29 15:17,2018/11/29 15:19,2018/11/29 15:38,2018/11/29 15:48,,2018/11/29 15:07,0:23:59,0:23:59,,00,09,,,,,
-,-,15,2018/11/29 15:09,027-083-GREEN,21737,まちかど端末（店舗から）,0,854,2,1,,2018/11/29 15:19,2018/11/29 15:23,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/29 15:19,2018/11/29 15:19,2018/11/29 15:27,2018/11/29 15:27,,2018/11/29 15:09,0:04:39,0:04:39,,00,10,,,,,
★,-,15,2018/11/29 15:10,017-655-RED,21739,まちかど端末（店舗から）,0,885,11,1,,2018/11/29 15:15,2018/11/29 15:28,35.450554 139.632616,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 15:19,2018/11/29 15:19,2018/11/29 15:37,2018/11/29 15:37,2018/11/29 15:19,2018/11/29 15:19,0:12:39,0:12:39,,00,00,,,,,
-,-,15,2018/11/29 15:10,168-002-CAKE,21740,乗客アプリ（地図から）,5055,658,7,4,,2018/11/29 15:26,2018/11/29 15:37,35.443704 139.651332,ホテルメルパルク横浜,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 15:41,2018/11/29 15:42,2018/11/29 16:02,2018/11/29 16:03,,2018/11/29 15:10,0:10:50,0:43:20,,00,16,,,,,
-,-,15,2018/11/29 15:12,070-520-ORANGE,21746,まちかど端末（店舗から）,0,18,1,1,,2018/11/29 15:25,2018/11/29 15:33,35.443073 139.651914,横浜人形の家,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 15:26,2018/11/29 15:26,2018/11/29 15:48,2018/11/29 15:48,,2018/11/29 15:12,0:08:08,0:08:08,,00,12,,,,,
-,-,15,2018/11/29 15:13,031-466-YELLOW 053-170-STRAWBERRY 053-171-STRAWBERRY,21747,乗客アプリ（Myルートから）,6658,553,3,3,,2018/11/29 15:22,2018/11/29 15:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/29 15:20,2018/11/29 15:20,2018/11/29 15:33,2018/11/29 15:33,,2018/11/29 15:13,0:06:41,0:20:03,,02,09,,,,,
-,-,15,2018/11/29 15:14,034-872-YELLOW 034-873-YELLOW 034-871-YELLOW,21748,まちかど端末（店舗から）,0,469,13,3,,2018/11/29 15:24,2018/11/29 15:31,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 15:28,2018/11/29 15:28,2018/11/29 15:40,2018/11/29 15:40,,2018/11/29 15:14,0:07:12,0:21:36,,00,09,,,,,
★,-,15,2018/11/29 15:15,068-212-BANANA,21749,乗客アプリ（Myルートから）,5037,410,4,1,,2018/11/29 15:25,2018/11/29 15:30,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/29 15:25,2018/11/29 15:25,2018/11/29 15:33,2018/11/29 15:33,2018/11/29 15:25,2018/11/29 15:25,0:05:01,0:05:01,,00,00,,,,,
-,-,15,2018/11/29 15:15,034-753-YELLOW 034-754-YELLOW,21750,乗客アプリ（目的地から）,7722,432,6,2,,2018/11/29 15:20,2018/11/29 15:37,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/29 15:25,2018/11/29 15:25,2018/11/29 15:45,2018/11/29 15:45,,2018/11/29 15:15,0:17:34,0:35:08,,00,04,,,,,
-,-,15,2018/11/29 15:19,075-945-ORANGE 075-947-ORANGE,21751,乗客アプリ（目的地から）,962,465,5,2,,2018/11/29 15:31,2018/11/29 15:49,35.441002 139.650809,横浜元町ショッピングストリート,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 15:33,2018/11/29 15:33,2018/11/29 15:50,2018/11/29 15:50,,2018/11/29 15:19,0:18:44,0:37:28,,00,11,,,,,
-,-,15,2018/11/29 15:21,116-149-SUN 116-150-SUN,21753,乗客アプリ（地図から）,3175,741,6,2,,2018/11/29 15:31,2018/11/29 15:44,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/29 15:29,2018/11/29 15:29,2018/11/29 15:50,2018/11/29 15:50,,2018/11/29 15:21,0:13:23,0:26:46,,01,09,,,,,
-,-,15,2018/11/29 15:22,141-289-STAR 141-290-STAR,21755,まちかど端末（店舗から）,0,91,15,2,,2018/11/29 15:25,2018/11/29 15:32,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/29 15:27,2018/11/29 15:27,2018/11/29 15:44,2018/11/29 15:43,,2018/11/29 15:22,0:07:02,0:14:04,,00,03,,,,,
-,-,15,2018/11/29 15:23,065-178-BANANA,21756,乗客アプリ（目的地から）,96,111,3,1,,2018/11/29 15:29,2018/11/29 15:36,35.448801 139.636702,ホテルルートイン横浜馬車道,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 15:35,2018/11/29 15:36,2018/11/29 15:43,2018/11/29 15:44,,2018/11/29 15:23,0:07:37,0:07:37,,00,06,,,,,
-,-,15,2018/11/29 15:23,035-989-YELLOW,21757,乗客アプリ（地図から）,4624,642,6,1,,2018/11/29 15:44,2018/11/29 15:56,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/29 15:50,2018/11/29 15:50,2018/11/29 16:08,2018/11/29 16:08,,2018/11/29 15:23,0:11:21,0:11:21,,00,21,,,,,
-,-,15,2018/11/29 15:24,036-078-YELLOW,21759,乗客アプリ（目的地から）,938,118,2,1,,2018/11/29 15:26,2018/11/29 15:37,35.445857 139.647636,ホテルモントレ横浜,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 15:27,2018/11/29 15:27,2018/11/29 15:44,2018/11/29 15:44,,2018/11/29 15:24,0:10:27,0:10:27,,00,02,,,,,
-,-,15,2018/11/29 15:25,166-385-agekke,21761,まちかど端末（店舗から）,0,800,15,1,,2018/11/29 15:32,2018/11/29 15:45,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/29 15:43,2018/11/29 15:43,2018/11/29 15:54,2018/11/29 15:54,,2018/11/29 15:25,0:13:01,0:13:01,,00,07,,,,,
★,-,15,2018/11/29 15:27,028-527-GREEN,21763,乗客アプリ（地図から）,5458,526,9,1,,2018/11/29 15:45,2018/11/29 15:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443073 139.651914,横浜人形の家,2018/11/29 15:47,2018/11/29 15:47,2018/11/29 16:06,2018/11/29 16:11,2018/11/29 15:37,2018/11/29 15:37,0:11:11,0:11:11,,00,08,,,,,
-,-,15,2018/11/29 15:32,033-297-YELLOW 033-296-YELLOW,21766,乗客アプリ（地図から）,7733,900,3,2,,2018/11/29 15:41,2018/11/29 15:50,35.443704 139.651332,ホテルメルパルク横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 15:45,2018/11/29 15:45,2018/11/29 16:05,2018/11/29 16:00,,2018/11/29 15:32,0:09:46,0:19:32,,00,08,,,,,
-,-,15,2018/11/29 15:33,002-189-BLUE,21767,乗客アプリ（地図から）,2526,236,8,1,,2018/11/29 15:39,2018/11/29 15:52,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/29 15:43,2018/11/29 15:43,2018/11/29 15:59,2018/11/29 16:07,,2018/11/29 15:33,0:12:24,0:12:24,,00,06,,,,,
-,-,15,2018/11/29 15:33,017-655-RED,21768,まちかど端末（乗降ポイントから）,0,129,15,1,,2018/11/29 15:38,2018/11/29 15:50,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441441 139.648505,横浜中華街朱雀門,2018/11/29 15:40,2018/11/29 15:40,2018/11/29 15:51,2018/11/29 15:51,,2018/11/29 15:33,0:11:39,0:11:39,,00,05,,,,,
-,-,15,2018/11/29 15:34,026-423-GREEN,21769,乗客アプリ（地図から）,6661,83,5,1,,2018/11/29 15:43,2018/11/29 15:53,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/29 15:43,2018/11/29 15:44,2018/11/29 16:05,2018/11/29 16:05,,2018/11/29 15:34,0:09:53,0:09:53,,00,09,,,,,
-,-,15,2018/11/29 15:34,118-196-SUN,21770,まちかど端末（乗降ポイントから）,0,867,10,1,,2018/11/29 15:52,2018/11/29 16:02,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443073 139.651914,横浜人形の家,2018/11/29 15:51,2018/11/29 15:51,2018/11/29 16:01,2018/11/29 16:01,,2018/11/29 15:34,0:09:37,0:09:37,,00,17,,,,,
-,-,15,2018/11/29 15:36,033-414-YELLOW 033-415-YELLOW,21771,まちかど端末（店舗から）,0,796,1,2,,2018/11/29 15:45,2018/11/29 15:53,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/29 15:48,2018/11/29 15:48,2018/11/29 16:00,2018/11/29 16:00,,2018/11/29 15:36,0:07:43,0:15:26,,00,08,,,,,
-,-,15,2018/11/29 15:38,033-138-YELLOW,21772,乗客アプリ（地図から）,1162,78,8,1,,2018/11/29 15:42,2018/11/29 15:48,35.447541 139.644914,シルク博物館,35.453715 139.638133,横浜ワールドポーターズ,2018/11/29 15:47,2018/11/29 15:47,2018/11/29 15:58,2018/11/29 15:58,,2018/11/29 15:38,0:06:03,0:06:03,,00,04,,,,,
-,-,15,2018/11/29 15:40,113-219-SUN,21774,乗客アプリ（地図から）,4956,991,2,1,,2018/11/29 15:44,2018/11/29 15:55,35.450554 139.632616,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/29 15:45,2018/11/29 15:45,2018/11/29 16:01,2018/11/29 16:01,,2018/11/29 15:40,0:11:34,0:11:34,,00,03,,,,,
-,-,15,2018/11/29 15:57,012-526-RED,21783,乗客アプリ（目的地から）,1312,712,1,1,,2018/11/29 16:04,2018/11/29 16:07,35.456605 139.635327,横浜ベイホテル東急,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/29 16:05,2018/11/29 16:05,2018/11/29 16:12,2018/11/29 16:12,,2018/11/29 15:57,0:03:50,0:03:50,,00,06,,,,,
-,-,15,2018/11/29 15:57,017-655-RED,21784,まちかど端末（乗降ポイントから）,0,745,6,1,,2018/11/29 16:04,2018/11/29 16:16,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/29 16:00,2018/11/29 16:00,2018/11/29 16:10,2018/11/29 16:10,,2018/11/29 15:57,0:12:15,0:12:15,,03,06,,,,,
-,-,15,2018/11/29 15:59,034-870-YELLOW 034-869-YELLOW,21785,まちかど端末（店舗から）,0,706,8,2,,2018/11/29 16:02,2018/11/29 16:09,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/29 16:02,2018/11/29 16:02,2018/11/29 16:14,2018/11/29 16:14,,2018/11/29 15:59,0:06:56,0:13:52,,00,03,,,,,
-,-,15,2018/11/29 15:59,075-865-ORANGE 075-866-ORANGE,21786,まちかど端末（店舗から）,0,369,2,2,,2018/11/29 16:07,2018/11/29 16:15,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/29 16:17,2018/11/29 16:17,2018/11/29 16:25,2018/11/29 16:25,,2018/11/29 15:59,0:08:12,0:16:24,,00,07,,,,,
-,☆,15,2018/11/29 15:08,076-551-ORANGE,21735,乗客アプリ（地図から）,7626,466,13,1,2018/11/29 15:08,,,35.448676 139.635696,横浜平和プラザホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/29 15:19,,2018/11/29 15:34,,,2018/11/29 15:08,0:00:00,0:00:00,,00,,,,,,"※245,247行と同一人物と思われるため一番短い待ち時間を採用"
